,ngram,count
152,NOUN ADV VERB,4002
153,ADV VERB DET,9253
154,VERB DET ADV,1426
155,DET ADV ADJ,4022
156,ADV ADJ NOUN,6533
157,NOUN CCONJ AUX,1267
158,CCONJ AUX ADJ,362
159,AUX ADJ ADP,4721
160,ADJ ADP VERB,1367
161,ADP VERB DET,8907
162,DET ADV PUNCT,1122
163,ADV PUNCT NOUN,1004
164,ADP NOUN VERB,6415
165,NOUN VERB ADV,3870
166,VERB ADV PUNCT,3600
167,ADV PUNCT _,7427
168,DET NOUN NUM,4849
169,NUM ADP NUM,7860
170,NUM PUNCT _,8640
171,X PUNCT ADV,1494
172,ADV ADV VERB,1369
173,ADV VERB SCONJ,2425
174,VERB SCONJ DET,11089
175,SCONJ DET NOUN,18290
176,DET NOUN PART,15959
177,NOUN PART VERB,33007
178,PART VERB DET,33797
179,DET ADV VERB,1803
180,ADV VERB NOUN,4704
181,ADP NOUN ADP,37989
182,ADJ NOUN ADV,4157
183,ADV VERB ADP,8350
184,DET NOUN PUNCT,60788
185,X PUNCT VERB,10363
186,PUNCT VERB SCONJ,3667
187,PUNCT ADP ADJ,6129
188,ADP ADJ DET,1533
189,ADJ DET ADP,197
190,DET ADP VERB,126
191,VERB NOUN PUNCT,14741
192,NOUN PUNCT VERB,27464
193,PUNCT VERB VERB,1482
194,VERB VERB DET,7028
195,VERB DET ADJ,29692
196,NOUN NOUN CCONJ,11644
197,NOUN CCONJ VERB,10439
198,CCONJ VERB DET,10682
199,ADP NOUN PART,5277
200,PART VERB NOUN,13234
201,PUNCT NOUN SCONJ,2675
202,NOUN SCONJ DET,7703
203,PART VERB PUNCT,5236
204,VERB PUNCT ADP,3123
205,PUNCT ADP NOUN,8248
206,NOUN PUNCT DET,17772
207,ADJ NOUN VERB,18480
208,PUNCT ADV VERB,5254
209,PART VERB ADP,15156
210,VERB ADP VERB,4628
211,ADP VERB PUNCT,824
212,VERB PUNCT CCONJ,2025
213,PUNCT CCONJ PART,2173
214,CCONJ PART VERB,5846
215,PART VERB SCONJ,3071
216,VERB SCONJ PRON,3270
217,SCONJ PRON ADV,478
218,PRON ADV VERB,3572
219,ADV VERB PUNCT,2738
220,VERB PUNCT NOUN,1790
221,PUNCT NOUN VERB,2816
222,NOUN VERB SCONJ,2848
223,SCONJ DET ADJ,7288
224,ADJ NOUN DET,5780
225,NOUN DET VERB,7137
226,DET VERB ADP,2910
227,VERB ADP NOUN,21467
228,NOUN CCONJ NOUN,48357
229,CCONJ NOUN ADP,20227
230,NOUN ADP ADV,2544
231,ADP ADV VERB,1118
232,VERB NOUN NOUN,7515
233,CCONJ DET NOUN,15095
234,PART VERB ADJ,9714
235,VERB ADJ NOUN,24134
236,PUNCT VERB PART,2416
237,VERB PART VERB,21798
238,ADP DET NUM,8208
239,DET NUM PUNCT,5129
240,NUM PUNCT ADJ,4387
241,PUNCT ADJ NOUN,16525
242,DET NOUN VERB,28647
243,NOUN VERB PUNCT,5685
244,VERB PUNCT ADJ,1295
245,ADJ NOUN NOUN,24533
246,NOUN NOUN PUNCT,36010
247,NOUN PUNCT PUNCT,11702
248,PUNCT PUNCT _,12511
249,ADP PROPN _,1283
250,DET NOUN CCONJ,20581
251,CCONJ NOUN VERB,3968
252,PROPN PART VERB,12103
253,ADP VERB CCONJ,1293
254,VERB CCONJ VERB,8879
255,CCONJ VERB NOUN,5847
256,NOUN CCONJ ADP,3969
257,CCONJ ADP ADJ,1430
258,CCONJ ADP VERB,935
259,ADP VERB ADJ,3571
260,ADJ NOUN _,1327
261,VERB SCONJ PUNCT,1224
262,SCONJ PUNCT ADP,856
263,NOUN ADP PROPN,42485
264,ADP PROPN NUM,4448
265,PROPN NUM ADP,2329
266,PUNCT DET PROPN,8324
267,DET PROPN NOUN,7248
268,PROPN NOUN AUX,1680
269,AUX VERB PRON,1161
270,VERB PRON PART,1918
271,PRON PART VERB,2133
272,VERB ADJ CCONJ,2010
273,ADJ CCONJ ADJ,17014
274,CCONJ ADJ NOUN,28231
275,VERB ADV ADP,5280
276,ADV ADP PROPN,1914
277,NUM PUNCT VERB,9634
278,PUNCT VERB ADJ,3983
279,NOUN ADP CCONJ,1739
280,ADP CCONJ NOUN,842
281,NOUN ADP PUNCT,2195
282,ADP PUNCT ADJ,546
283,NOUN CCONJ ADJ,16271
284,ADP DET ADP,1129
285,DET ADP NOUN,420
286,ADP NOUN SCONJ,2168
287,NOUN SCONJ ADP,958
288,SCONJ ADP NOUN,905
289,PUNCT NOUN CCONJ,11268
290,CCONJ NOUN PUNCT,15511
291,NOUN VERB NOUN,4671
292,VERB VERB CCONJ,678
293,ADP DET CCONJ,283
294,DET CCONJ NOUN,18
295,NOUN PUNCT ADJ,11661
296,ADJ NOUN AUX,10563
297,NOUN AUX ADJ,4655
298,ADJ ADP DET,10090
299,PROPN CCONJ SCONJ,189
300,CCONJ SCONJ ADJ,305
301,SCONJ ADJ NOUN,4283
302,AUX DET NOUN,11570
303,PUNCT DET NOUN,19226
304,CCONJ NOUN AUX,1607
305,NOUN SCONJ PUNCT,601
306,DET PROPN CCONJ,5829
307,DET PROPN VERB,3397
308,PROPN VERB VERB,3011
309,VERB VERB PUNCT,1563
310,PUNCT VERB DET,20775
311,PROPN CCONJ ADJ,2922
312,PUNCT VERB ADV,1728
313,ADV ADP DET,7786
314,PUNCT ADP VERB,1698
315,NOUN PUNCT ADV,10349
316,ADV SCONJ ADP,1039
317,SCONJ ADP VERB,174
318,NOUN PUNCT CCONJ,21946
319,PUNCT CCONJ VERB,10439
320,CCONJ VERB SCONJ,1535
321,VERB ADV VERB,3085
322,VERB ADP ADP,5449
323,ADP ADP PROPN,796
324,ADP ADJ VERB,571
325,ADJ VERB DET,423
326,CCONJ VERB ADP,5471
327,PROPN PUNCT CCONJ,8338
328,ADJ NOUN ADJ,1830
329,NOUN ADJ ADP,2438
330,PROPN PUNCT _,30314
331,SCONJ DET PROPN,5069
332,PROPN PROPN VERB,13704
333,VERB VERB ADJ,2064
334,PUNCT NOUN DET,3619
335,NOUN DET PROPN,3932
336,PUNCT PROPN PART,5085
337,PROPN PUNCT NOUN,9053
338,PUNCT CCONJ ADJ,2252
339,CCONJ ADJ CCONJ,990
340,CCONJ ADJ ADJ,6325
341,ADJ ADJ ADJ,8447
342,NOUN CCONJ PART,2982
343,PART VERB PRON,4478
344,VERB PRON ADP,3879
345,PRON ADP DET,2724
346,NOUN NUM _,1120
347,VERB DET PROPN,12943
348,ADV SCONJ DET,3272
349,CCONJ PROPN ADP,3411
350,ADP PROPN VERB,3798
351,PROPN VERB ADP,7099
352,PROPN ADP NUM,5105
353,PROPN NUM SYM,590
354,NUM SYM PROPN,251
355,SYM PROPN PUNCT,2330
356,PUNCT NOUN PROPN,2335
357,NOUN PROPN PUNCT,3305
358,VERB ADV DET,3832
359,ADV DET PROPN,1036
360,CCONJ ADJ PROPN,864
361,ADJ PROPN NOUN,1789
362,PROPN NOUN NUM,2763
363,PUNCT CCONJ DET,7218
364,NUM PUNCT CCONJ,2796
365,DET NOUN NOUN,23803
366,PUNCT CCONJ PROPN,2330
367,PUNCT CCONJ NUM,517
368,CCONJ NUM PUNCT,1145
369,PUNCT VERB PUNCT,3312
370,VERB PUNCT ADV,1372
371,PUNCT ADV PUNCT,2642
372,ADV PUNCT ADP,1445
373,PUNCT ADP PROPN,2422
374,ADP NUM ADP,2037
375,PROPN NUM CCONJ,2425
376,NUM CCONJ PROPN,688
377,NUM PROPN ADP,1124
378,VERB SCONJ NOUN,2724
379,SCONJ NOUN VERB,1402
380,NOUN VERB DET,10156
381,DET NOUN ADV,6628
382,NOUN ADV CCONJ,619
383,ADV CCONJ VERB,553
384,CCONJ VERB PRON,2010
385,VERB PRON ADV,1484
386,VERB ADP ADJ,10610
387,PUNCT ADJ ADV,87
388,ADJ ADV ADV,208
389,ADV SCONJ ADJ,1619
390,SCONJ ADJ PUNCT,1764
391,ADJ PUNCT VERB,1170
392,PUNCT VERB ADP,13317
393,VERB ADV SCONJ,1121
394,SCONJ NOUN AUX,1089
395,NOUN AUX PART,4407
396,AUX PART ADV,1983
397,PART ADV DET,291
398,ADV DET ADJ,2793
399,NOUN CCONJ ADV,2442
400,CCONJ ADV AUX,329
401,ADV AUX ADJ,546
402,AUX ADJ PUNCT,3686
403,ADJ PUNCT ADJ,7399
404,PUNCT ADJ PUNCT,3348
405,PUNCT ADJ CCONJ,4810
406,NOUN DET AUX,4209
407,DET AUX DET,1726
408,ADP ADJ ADJ,7539
409,ADP ADJ CCONJ,3501
410,CCONJ ADP DET,5345
411,ADV ADJ SCONJ,1394
412,ADJ SCONJ DET,2234
413,SCONJ DET VERB,1033
414,DET VERB CCONJ,327
415,VERB CCONJ DET,625
416,CCONJ DET VERB,1123
417,PUNCT CCONJ ADP,3263
418,CCONJ ADP NOUN,1826
419,NOUN PUNCT AUX,3156
420,PUNCT AUX VERB,2311
421,AUX VERB PUNCT,6298
422,VERB PUNCT PROPN,2881
423,VERB NOUN CCONJ,7433
424,CCONJ AUX ADV,519
425,AUX ADV VERB,7724
426,ADP ADJ ADP,1644
427,VERB SCONJ ADJ,2018
428,DET NOUN DET,6352
429,DET AUX ADJ,1263
430,ADJ ADP ADJ,1977
431,CCONJ SCONJ PUNCT,105
432,NOUN PUNCT PRON,7587
433,PUNCT PRON VERB,10410
434,PRON VERB PART,5084
435,VERB DET VERB,3076
436,PUNCT AUX ADJ,630
437,SCONJ PUNCT SCONJ,349
438,PUNCT SCONJ NOUN,956
439,SCONJ NOUN PUNCT,1436
440,AUX ADJ CCONJ,1240
441,ADJ CCONJ ADV,867
442,CCONJ ADV DET,868
443,ADV DET NOUN,7118
444,VERB SCONJ VERB,658
445,SCONJ VERB DET,877
446,CCONJ ADJ PUNCT,1938
447,ADJ PUNCT CCONJ,1756
448,CCONJ ADP CCONJ,46
449,ADP CCONJ ADP,506
450,PUNCT AUX DET,1321
451,DET ADJ CCONJ,5170
452,ADP CCONJ DET,376
453,ADJ ADP NOUN,2873
454,NOUN ADV PUNCT,4610
455,ADV PUNCT PROPN,1305
456,DET ADJ PUNCT,5534
457,ADJ CCONJ NOUN,1266
458,CCONJ NOUN NOUN,7543
459,ADJ PUNCT NOUN,5762
460,NOUN VERB ADJ,2982
461,NOUN AUX ADV,6973
462,AUX ADV ADV,1636
463,ADV VERB CCONJ,907
464,VERB PUNCT DET,1815
465,DET VERB DET,2853
466,SCONJ PUNCT ADV,136
467,PUNCT ADV ADP,2452
468,ADV ADP ADJ,1142
469,ADJ NOUN PART,10595
470,VERB NOUN VERB,3226
471,ADP DET DET,3066
472,DET DET NOUN,3702
473,AUX VERB ADV,3283
474,VERB ADV ADJ,2106
475,ADV ADJ CCONJ,1460
476,ADJ CCONJ AUX,143
477,CCONJ AUX DET,402
478,PUNCT DET AUX,2939
479,ADP ADJ PUNCT,3164
480,NOUN VERB VERB,6702
481,VERB VERB PART,1346
482,ADP DET PUNCT,2189
483,DET PUNCT _,1031
484,ADV PUNCT DET,2893
485,PART VERB PART,3547
486,PROPN ADP NOUN,4335
487,ADP NOUN DET,4927
488,NOUN DET ADJ,2162
489,PROPN PUNCT PART,1752
490,PUNCT PART VERB,8137
491,VERB CCONJ ADJ,577
492,ADP ADP DET,3822
493,PUNCT PUNCT DET,2497
494,PROPN PROPN NUM,3670
495,PROPN NUM PROPN,1145
496,NUM PROPN PUNCT,1208
497,PROPN NUM VERB,481
498,NUM VERB VERB,106
499,VERB VERB NOUN,3654
500,ADJ NOUN NUM,424
501,NUM VERB DET,290
502,PROPN PROPN SCONJ,1186
503,PROPN SCONJ DET,1502
504,VERB NOUN SCONJ,1143
505,SCONJ PUNCT VERB,143
506,VERB VERB ADV,1219
507,ADV ADJ PUNCT,4269
508,ADJ PUNCT ADP,1297
509,ADP NOUN PRON,1255
510,NOUN PRON AUX,3544
511,PRON AUX VERB,9294
512,CCONJ VERB NUM,168
513,VERB NUM ADP,533
514,ADP NOUN PROPN,1112
515,NOUN PROPN ADP,970
516,NUM PROPN PROPN,2564
517,PUNCT PROPN NOUN,3812
518,PROPN NOUN NOUN,5225
519,NOUN NOUN NUM,2658
520,NOUN NUM CCONJ,954
521,PROPN CCONJ PUNCT,792
522,PUNCT PUNCT PUNCT,3135
523,PROPN VERB SCONJ,2304
524,PUNCT VERB PROPN,4050
525,VERB PROPN CCONJ,1017
526,PUNCT PUNCT ADP,1277
527,DET NOUN ADJ,2373
528,NOUN ADJ NOUN,2746
529,PROPN SYM PROPN,3024
530,SYM PROPN SYM,464
531,SYM NOUN PUNCT,1373
532,AUX VERB PART,4699
533,PUNCT PUNCT CCONJ,1630
534,CCONJ VERB CCONJ,314
535,VERB ADJ ADJ,3027
536,ADJ ADJ CCONJ,1824
537,PART VERB CCONJ,3947
538,ADP VERB ADP,2504
539,NOUN SCONJ NOUN,2095
540,SCONJ NOUN PART,582
541,VERB NOUN PART,4518
542,PUNCT ADV DET,1716
543,ADP NOUN AUX,2264
544,ADP ADJ SCONJ,696
545,ADJ SCONJ VERB,280
546,ADV VERB PRON,1620
547,ADP DET PRON,1686
548,DET PRON AUX,997
549,PRON AUX DET,6238
550,CCONJ DET PUNCT,176
551,NOUN VERB AUX,5451
552,VERB AUX VERB,6881
553,NOUN ADJ PART,427
554,ADJ PART VERB,4814
555,PUNCT NOUN PART,505
556,NOUN PART DET,222
557,PART DET PRON,101
558,DET PRON VERB,2331
559,PRON VERB AUX,3498
560,PUNCT SCONJ DET,3190
561,SCONJ DET AUX,426
562,DET AUX ADV,1740
563,VERB PUNCT PART,289
564,NOUN VERB PART,4648
565,PROPN PUNCT ADV,3690
566,NOUN DET NOUN,6518
567,NOUN PUNCT PART,5140
568,PROPN CCONJ PART,701
569,PUNCT SCONJ ADJ,1627
570,ADJ PUNCT _,7078
571,ADP DET AUX,429
572,DET AUX PUNCT,77
573,AUX PUNCT SCONJ,57
574,ADP VERB SCONJ,341
575,VERB SCONJ ADV,405
576,SCONJ ADV VERB,328
577,VERB CCONJ ADV,535
578,CCONJ ADV VERB,2919
579,ADV VERB ADJ,1891
580,DET PROPN PART,2969
581,DET VERB PUNCT,974
582,VERB PUNCT VERB,2567
583,VERB PROPN PROPN,5804
584,CCONJ PUNCT ADP,905
585,PROPN CCONJ ADP,1518
586,ADJ PROPN SYM,74
587,NOUN CCONJ PROPN,2460
588,CCONJ PROPN SYM,124
589,SYM NOUN SYM,178
590,NOUN SYM NOUN,824
591,PART VERB ADV,4691
592,VERB ADP CCONJ,925
593,ADP CCONJ VERB,767
594,ADJ DET DET,61
595,DET DET AUX,168
596,DET AUX PART,1722
597,PART ADV VERB,2825
598,ADV ADP PRON,386
599,ADP PRON CCONJ,570
600,PRON CCONJ PUNCT,10
601,ADJ PUNCT PART,499
602,NOUN SCONJ SCONJ,627
603,SCONJ SCONJ PUNCT,14
604,PRON VERB VERB,6877
605,DET NOUN SCONJ,5724
606,SCONJ SCONJ PART,521
607,SCONJ PART VERB,919
608,NOUN ADV ADV,2406
609,ADV ADV ADV,587
610,ADV ADV PUNCT,3006
611,DET AUX VERB,3131
612,PROPN CCONJ VERB,1848
613,AUX VERB DET,7002
614,PUNCT VERB PRON,1545
615,DET NOUN PRON,3931
616,NOUN PRON VERB,5398
617,PRON VERB ADP,6775
618,VERB ADJ ADP,1914
619,NOUN ADV PRON,1182
620,ADV PRON VERB,4149
621,PRON VERB DET,7939
622,NOUN PART AUX,2076
623,PART AUX VERB,4323
624,DET ADP DET,2472
625,ADV ADP VERB,878
626,PRON ADP PUNCT,222
627,ADP PUNCT _,1710
628,VERB PRON ADJ,818
629,PRON ADJ ADP,362
630,NUM PUNCT ADV,2253
631,VERB ADP PRON,3106
632,ADP PRON ADP,1010
633,ADJ DET NOUN,1016
634,PROPN NOUN ADP,5507
635,ADJ ADJ PUNCT,1823
636,CCONJ NOUN _,360
637,SCONJ ADP DET,2488
638,PROPN PROPN AUX,5403
639,PROPN AUX DET,2715
640,AUX DET ADP,273
641,CCONJ VERB ADJ,3235
642,ADV SCONJ VERB,434
643,SCONJ VERB ADJ,276
644,SCONJ ADJ ADJ,804
645,ADJ SCONJ PROPN,746
646,SCONJ PROPN PROPN,1832
647,VERB PART ADV,543
648,PART ADV ADP,275
649,CCONJ ADV ADP,773
650,DET ADP PRON,497
651,ADP PRON PUNCT,3423
652,PRON PUNCT ADP,315
653,AUX PART VERB,8556
654,NOUN DET PRON,701
655,NOUN ADV PART,316
656,ADV PART VERB,2682
657,PUNCT CCONJ SCONJ,1338
658,CCONJ SCONJ DET,1198
659,DET ADV ADP,74
660,SCONJ PRON AUX,6300
661,PRON VERB PUNCT,3787
662,NOUN NUM PROPN,457
663,DET CCONJ ADP,13
664,PUNCT VERB AUX,630
665,CCONJ NOUN CCONJ,2480
666,CCONJ VERB PART,1201
667,VERB PART AUX,4867
668,PUNCT DET VERB,4616
669,PART VERB VERB,2242
670,VERB PUNCT SCONJ,1100
671,VERB ADJ PART,302
672,ADV ADP NOUN,2349
673,PUNCT VERB CCONJ,1506
674,VERB CCONJ NOUN,685
675,NOUN CCONJ NUM,727
676,PART VERB PROPN,2026
677,CCONJ NOUN DET,821
678,DET VERB VERB,2049
679,VERB VERB ADP,5225
680,NUM CCONJ DET,603
681,CCONJ DET DET,219
682,DET DET ADJ,1292
683,VERB ADV PROPN,374
684,ADV PROPN ADP,74
685,PUNCT NUM CCONJ,482
686,NUM CCONJ NUM,3127
687,PROPN VERB ADJ,1016
688,ADV ADJ ADP,3105
689,PUNCT PUNCT NUM,480
690,NOUN ADV DET,1039
691,ADV PRON AUX,2314
692,PRON AUX PART,5245
693,AUX VERB ADJ,2688
694,CCONJ VERB VERB,911
695,VERB ADV ADV,2013
696,ADV ADV ADP,872
697,PART AUX DET,2033
698,ADJ CCONJ SCONJ,116
699,DET VERB ADJ,1940
700,PUNCT NOUN ADJ,918
701,CCONJ NOUN PART,1279
702,VERB PRON PUNCT,3205
703,PRON PUNCT _,4009
704,DET NUM NOUN,3289
705,PUNCT ADJ SCONJ,1257
706,CCONJ PROPN PART,585
707,PART PROPN PUNCT,704
708,ADP NUM ADJ,793
709,NUM ADJ NOUN,2741
710,NOUN NOUN PART,2546
711,PUNCT ADJ ADJ,2376
712,PROPN ADP ADJ,2099
713,ADP ADJ PROPN,2533
714,ADJ PROPN PUNCT,3124
715,VERB VERB SCONJ,872
716,ADJ PROPN ADP,1335
717,DET VERB SCONJ,522
718,ADV VERB PART,1740
719,PROPN PUNCT SCONJ,1865
720,ADP NOUN NUM,3512
721,NOUN NUM SYM,994
722,PUNCT PUNCT PART,149
723,NOUN ADP ADP,1114
724,ADP DET ADV,2660
725,PUNCT ADV ADJ,1987
726,NOUN ADV ADP,2496
727,PROPN INTJ NOUN,127
728,INTJ NOUN PROPN,119
729,PUNCT NOUN PRON,479
730,NOUN PRON CCONJ,191
731,PRON CCONJ PROPN,204
732,PROPN VERB PUNCT,3134
733,CCONJ ADP PUNCT,129
734,ADP PUNCT VERB,437
735,PUNCT PUNCT VERB,2198
736,VERB ADP PROPN,14396
737,PRON VERB NUM,367
738,VERB NUM PROPN,358
739,NUM PROPN DET,29
740,PROPN DET PROPN,394
741,PUNCT NUM ADP,3052
742,VERB NUM DET,93
743,NUM DET PROPN,124
744,SYM NUM PUNCT,2270
745,NUM ADP ADJ,291
746,CCONJ NUM ADP,1592
747,PRON VERB SCONJ,2757
748,ADJ NOUN SCONJ,4090
749,CCONJ DET ADV,331
750,CCONJ PUNCT CCONJ,157
751,PUNCT CCONJ X,77
752,CCONJ X PUNCT,142
753,X PUNCT PUNCT,362
754,PROPN NOUN X,63
755,NOUN X PUNCT,227
756,X PUNCT PROPN,453
757,X PUNCT INTJ,14
758,PUNCT INTJ PUNCT,668
759,INTJ PUNCT PUNCT,110
760,PROPN CCONJ NUM,311
761,PUNCT PROPN ADV,339
762,PROPN ADV ADV,523
763,NUM PROPN SYM,173
764,NOUN SYM PROPN,315
765,ADJ CCONJ ADP,254
766,ADP PUNCT NOUN,1545
767,CCONJ VERB PUNCT,1322
768,DET PROPN SYM,157
769,PRON AUX ADJ,4907
770,VERB PRON CCONJ,623
771,PRON CCONJ PART,93
772,DET VERB PRON,654
773,PRON PUNCT ADV,327
774,NOUN ADJ PUNCT,1146
775,PART PROPN CCONJ,224
776,NOUN SCONJ PROPN,1751
777,SCONJ PROPN PUNCT,1074
778,ADJ DET PROPN,379
779,ADP NOUN ADJ,1213
780,NOUN ADJ CCONJ,308
781,VERB AUX ADV,989
782,CCONJ ADJ ADP,772
783,CCONJ SCONJ PRON,822
784,VERB ADP ADV,1524
785,ADP ADV PUNCT,793
786,ADJ SCONJ NOUN,1012
787,VERB NOUN ADV,1407
788,NOUN ADV ADJ,872
789,CCONJ ADJ VERB,204
790,ADJ VERB VERB,112
791,CCONJ AUX VERB,1118
792,AUX VERB CCONJ,2000
793,PUNCT X PUNCT,4211
794,X PUNCT DET,1844
795,PRON VERB ADV,3375
796,NOUN PART ADJ,1402
797,PART ADJ NOUN,3096
798,CCONJ NOUN ADV,700
799,SCONJ DET PRON,67
800,PRON VERB CCONJ,531
801,VERB CCONJ PRON,263
802,CCONJ PRON VERB,2973
803,DET ADJ VERB,801
804,ADJ VERB NOUN,1466
805,ADJ PUNCT ADV,794
806,PUNCT ADV CCONJ,356
807,ADV CCONJ ADJ,92
808,ADV PUNCT ADJ,1017
809,VERB ADJ PUNCT,2319
810,NOUN ADP PRON,3306
811,PUNCT PRON AUX,8032
812,PRON ADJ PART,187
813,CCONJ VERB ADV,1274
814,NOUN NOUN NOUN,9638
815,PROPN PROPN DET,1385
816,PROPN DET AUX,840
817,DET AUX NOUN,605
818,AUX NOUN ADP,2723
819,PROPN PROPN ADJ,1224
820,PROPN ADJ PROPN,441
821,ADJ PROPN CCONJ,720
822,NUM PUNCT DET,2368
823,ADP NOUN _,853
824,NOUN DET ADP,133
825,PART NUM PROPN,697
826,VERB PROPN SYM,245
827,PROPN VERB DET,7163
828,PROPN PROPN SYM,650
829,SCONJ PUNCT ADJ,194
830,ADJ SCONJ NUM,1590
831,SCONJ NUM NOUN,1414
832,NUM NOUN ADP,7686
833,ADP ADP NUM,401
834,ADP NUM NUM,560
835,NUM NUM NOUN,1098
836,SCONJ NOUN NOUN,1112
837,NOUN AUX NUM,414
838,AUX NUM ADP,693
839,ADP PROPN AUX,2538
840,PROPN AUX ADV,2473
841,CCONJ VERB AUX,394
842,ADV PUNCT CCONJ,1164
843,ADJ DET VERB,160
844,NUM NOUN SCONJ,293
845,ADP PRON NOUN,153
846,PRON NOUN ADP,151
