,ngram,count
84,SCONJ DET,34223
85,NOUN PART,44036
86,PART VERB,102046
87,ADJ DET,2369
88,DET ADP,4446
89,VERB VERB,26974
90,CCONJ VERB,35113
91,NOUN SCONJ,19510
92,PUNCT CCONJ,41376
93,CCONJ PART,6971
94,SCONJ PRON,13500
95,PRON ADV,6493
96,NOUN DET,26424
97,CCONJ NOUN,56956
98,ADP ADV,5783
99,VERB ADJ,35896
100,VERB PART,27949
101,DET NUM,11164
102,VERB CCONJ,13061
103,CCONJ ADP,10861
104,SCONJ PUNCT,2830
105,VERB PRON,20933
106,PRON PART,2868
107,ADJ CCONJ,22322
108,CCONJ ADJ,39931
109,ADV ADP,15543
110,ADP CCONJ,3128
111,SCONJ ADP,5185
112,DET CCONJ,488
113,SCONJ ADJ,8269
114,PROPN VERB,33083
115,ADP ADP,7784
116,ADJ VERB,3196
117,NOUN ADJ,9309
118,PRON ADP,5750
119,SYM PROPN,4810
120,NOUN PROPN,13999
121,ADV DET,12395
122,CCONJ NUM,4904
123,NUM CCONJ,5734
124,ADV CCONJ,2943
125,ADJ ADV,1946
126,ADJ PUNCT,30792
127,AUX PART,15460
128,PART ADV,4972
129,CCONJ ADV,9898
130,ADV AUX,6412
131,DET AUX,11860
132,ADJ SCONJ,8063
133,PUNCT AUX,7620
134,AUX ADV,21392
135,PRON VERB,49709
136,DET DET,6677
137,PUNCT PART,9625
138,NUM VERB,1706
139,PROPN SCONJ,3434
140,NOUN PRON,10288
141,PRON AUX,38030
142,VERB NUM,4332
143,VERB PROPN,16760
144,DET PRON,3583
145,VERB AUX,13794
146,ADJ PART,5699
147,PART DET,1761
148,AUX PUNCT,2617
149,SCONJ ADV,1642
150,NOUN SYM,1378
151,ADP PRON,10320
152,PRON CCONJ,1705
153,SCONJ SCONJ,1897
154,SCONJ PART,1224
155,ADV PRON,7075
156,PART AUX,11302
157,PRON ADJ,1588
158,PROPN AUX,17160
159,SCONJ PROPN,6792
160,ADV PART,3294
161,ADV PROPN,2145
162,NUM ADJ,3585
163,INTJ NOUN,248
164,PROPN DET,3411
165,NUM DET,772
166,CCONJ X,178
167,NOUN X,395
168,PUNCT INTJ,1134
169,PROPN ADV,4683
170,PUNCT X,4605
171,PART ADJ,5642
172,CCONJ PRON,6733
173,AUX NOUN,5542
174,PROPN ADJ,2915
175,SCONJ NUM,3013
176,NUM NUM,2559
177,AUX NUM,1963
178,PRON NOUN,826
179,ADV NOUN,3490
180,PART ADP,691
181,AUX AUX,7704
182,AUX CCONJ,319
183,SCONJ AUX,382
184,AUX ADP,5882
185,PART PART,775
186,PART NOUN,12842
187,NUM SCONJ,449
188,SYM VERB,141
189,PRON DET,2786
190,DET X,229
191,X X,575
192,X CCONJ,67
193,X NOUN,385
194,PROPN PRON,1681
195,ADJ NUM,2028
196,SYM X,87
197,PRON NUM,113
198,DET SYM,324
199,NUM ADV,860
200,X VERB,108
201,NUM PRON,235
202,NUM AUX,747
203,DET _,71
204,PRON SCONJ,1534
205,PROPN X,554
206,ADJ SYM,194
207,SYM ADJ,236
208,X PROPN,553
209,ADJ _,221
210,ADP SCONJ,967
211,SCONJ CCONJ,198
212,ADV NUM,2764
213,ADV SYM,115
214,ADP X,311
215,PART PUNCT,1436
216,VERB X,86
217,SYM INTJ,13
218,AUX PROPN,1635
219,VERB _,507
220,CCONJ _,154
221,PART PRON,446
222,ADJ AUX,1017
223,SYM PUNCT,58
224,DET PART,253
225,CCONJ INTJ,104
226,ADP PART,837
227,SYM CCONJ,25
228,CCONJ CCONJ,55
229,ADP AUX,885
230,PRON PRON,2462
231,ADJ PRON,679
232,X ADJ,74
233,PRON PROPN,533
234,PRON _,105
235,ADJ X,45
236,AUX PRON,3637
237,AUX SCONJ,1577
238,DET SCONJ,198
239,VERB INTJ,99
240,PART CCONJ,221
241,CCONJ SYM,925
242,SYM ADV,24
243,ADV _,171
244,SYM DET,54
245,PART SCONJ,202
246,X ADP,88
247,INTJ PROPN,148
248,SYM PRON,50
249,X DET,72
250,INTJ _,20
251,NUM X,13
252,VERB SYM,355
253,X ADV,20
254,SYM ADP,29
255,ADP SYM,769
256,INTJ CCONJ,28
257,SCONJ X,19
258,DET INTJ,14
259,INTJ PRON,125
260,X PRON,28
261,X SYM,24
262,SYM SYM,9
263,ADP _,85
264,ADV X,24
265,X _,226
266,NOUN INTJ,51
267,PRON X,24
268,PRON SYM,66
269,X PART,14
270,X AUX,20
271,SCONJ SYM,102
272,PUNCT SYM,623
273,SCONJ _,14
274,INTJ VERB,353
275,AUX SYM,46
276,PART _,12
277,AUX _,35
278,X NUM,11
279,PART X,4
280,PART SYM,49
281,INTJ INTJ,95
282,PART INTJ,7
283,AUX INTJ,28
284,INTJ ADV,63
285,ADP INTJ,19
286,INTJ AUX,70
287,ADV INTJ,58
288,INTJ X,13
289,X SCONJ,12
290,PRON INTJ,35
291,INTJ NUM,7
292,INTJ DET,44
293,AUX X,12
294,INTJ ADP,98
295,SCONJ INTJ,13
296,INTJ ADJ,31
297,ADJ INTJ,14
298,SYM AUX,4
299,X INTJ,10
300,INTJ PART,5
301,INTJ SCONJ,16
302,INTJ SYM,4
303,NUM INTJ,6
304,SYM _,1
305,SYM PART,2
306,SYM SCONJ,1
307,NOUN SPACE,1
308,SPACE PROPN,1
