,ngram,count
320,PART PROPN VERB,443
321,ADV NOUN VERB,1117
322,VERB PART PROPN,1965
323,PROPN PUNCT PUNCT,1376
324,PUNCT PUNCT ADV,646
325,VERB PRON ADV,1291
326,PROPN ADP NUM,177
327,PUNCT PROPN DET,78
328,PROPN DET PROPN,52
329,DET PROPN PART,109
330,PUNCT ADP DET,277
331,DET NOUN PART,2025
332,ADV VERB ADP,2897
333,CCONJ PRON PART,162
334,ADP VERB PROPN,520
335,PROPN PART PUNCT,545
336,VERB PROPN ADP,460
337,PROPN ADP VERB,267
338,PART PROPN NUM,54
339,PROPN NUM NOUN,595
340,PUNCT ADV NOUN,1164
341,VERB PART ADV,1079
342,VERB PART NUM,2344
343,NUM VERB ADJ,126
344,NOUN NUM NUM,2018
345,VERB NOUN ADV,2515
346,PUNCT PART PUNCT,275
347,PART PUNCT PUNCT,424
348,PUNCT PUNCT NOUN,1319
349,NOUN NOUN PROPN,3146
350,PUNCT PROPN ADJ,243
351,PROPN ADJ NOUN,1606
352,ADP ADP NOUN,301
353,NOUN PUNCT PRON,1994
354,PUNCT PRON VERB,2363
355,VERB PUNCT PRON,1173
356,PUNCT PRON ADV,1723
357,VERB PUNCT ADP,1178
358,PUNCT ADP PRON,526
359,ADP PRON PART,1203
360,PUNCT VERB PRON,688
361,PRON ADV ADV,1806
362,PUNCT NOUN PRON,126
363,PROPN ADV NUM,90
364,ADV NUM NUM,1259
365,NUM NUM PUNCT,3002
366,VERB PROPN VERB,1767
367,VERB PUNCT ADV,3030
368,ADV ADP VERB,671
369,PART PROPN PROPN,540
370,PROPN ADP PRON,192
371,ADP PRON ADV,431
372,PUNCT PART ADJ,105
373,PUNCT VERB PUNCT,1726
374,VERB PUNCT PUNCT,2481
375,PUNCT PUNCT VERB,620
376,PRON VERB ADJ,298
377,VERB ADJ CCONJ,23
378,ADJ CCONJ ADJ,24
379,CCONJ ADJ PART,122
380,ADJ PART NUM,97
381,ADV ADP PRON,760
382,ADP PRON DET,53
383,PRON DET NOUN,140
384,DET NOUN ADV,2448
385,INTJ PUNCT _,113
386,ADP NOUN DET,125
387,NOUN DET NUM,259
388,PROPN PUNCT DET,155
389,PUNCT DET ADV,37
390,DET ADV VERB,286
391,NOUN NOUN _,1611
392,PROPN NOUN ADP,1464
393,VERB NUM VERB,341
394,NOUN PROPN PROPN,1995
395,ADV NOUN PUNCT,641
396,CCONJ NOUN ADV,771
397,VERB PUNCT ADJ,545
398,PART PROPN NOUN,2686
399,NUM NOUN SCONJ,12
400,NOUN SCONJ NOUN,18
401,SCONJ NOUN ADV,187
402,NOUN PART PROPN,1487
403,PUNCT PROPN VERB,1504
404,ADV PUNCT _,1376
405,PROPN NUM PUNCT,177
406,NUM PUNCT VERB,381
407,NOUN PART ADP,382
408,PART ADP PROPN,225
409,PART DET NUM,421
410,ADV PUNCT PROPN,237
411,VERB NOUN NUM,649
412,NUM NUM PART,1986
413,NUM PART NUM,46
414,NOUN PUNCT SCONJ,334
415,PUNCT SCONJ DET,45
416,SCONJ DET VERB,11
417,PROPN VERB ADP,449
418,ADV PRON ADV,1143
419,ADV VERB ADV,3183
420,VERB VERB ADV,1449
421,ADP PROPN NOUN,4118
422,PROPN PART VERB,639
423,ADP PRON VERB,1881
424,PRON VERB PART,1992
425,NOUN CCONJ VERB,1301
426,PROPN PROPN PROPN,1245
427,PROPN PART ADJ,580
428,ADJ NOUN ADP,532
429,NOUN NUM NOUN,1036
430,PART PUNCT VERB,765
431,VERB NUM PART,305
432,PRON VERB PRON,1177
433,PUNCT DET NOUN,1323
434,ADV ADV NOUN,397
435,ADV NOUN PART,656
436,PART PROPN ADV,175
437,ADV PROPN PART,200
438,PUNCT ADV DET,263
439,ADV DET PROPN,39
440,DET PROPN NOUN,447
441,ADP ADV ADV,65
442,NOUN CCONJ PROPN,1055
443,CCONJ PROPN NOUN,1187
444,PUNCT NOUN _,380
445,SCONJ ADP PROPN,45
446,NOUN ADP PRON,688
447,VERB ADV PRON,101
448,PRON PART ADJ,207
449,PART ADJ NUM,63
450,ADJ NUM NUM,218
451,CCONJ VERB DET,119
452,PART ADJ PROPN,77
453,ADJ PROPN NOUN,439
454,ADV ADV X,253
455,ADV X VERB,690
456,SCONJ PRON ADP,62
457,PRON ADP PRON,318
458,PRON VERB DET,615
459,CCONJ VERB PART,574
460,VERB ADV ADV,739
461,PART PROPN PUNCT,823
462,PRON ADV NOUN,130
463,VERB PART PRON,841
464,PART PRON ADV,160
465,NUM NOUN ADV,2291
466,PUNCT NOUN ADP,684
467,VERB NOUN _,756
468,ADP NOUN PUNCT,1220
469,PROPN ADP NOUN,1499
470,PUNCT VERB DET,372
471,VERB DET NUM,1377
472,ADV NOUN ADV,946
473,CCONJ VERB PRON,159
474,VERB PRON PRON,162
475,PRON PRON ADV,77
476,PRON ADV DET,30
477,ADV DET VERB,76
478,VERB PART PART,485
479,ADV ADV DET,89
480,ADV DET NOUN,740
481,NOUN PRON ADV,355
482,PROPN ADV ADV,690
483,NOUN VERB _,739
484,VERB _ _,2064
485,PRON SCONJ VERB,59
486,SCONJ VERB ADV,84
487,SCONJ VERB ADJ,53
488,VERB ADJ PART,1073
489,ADJ PART NOUN,3104
490,VERB PROPN PRON,50
491,PROPN PRON NOUN,57
492,PRON NOUN ADV,431
493,PROPN VERB NUM,711
494,VERB NUM PUNCT,828
495,PART ADV ADP,90
496,NUM NOUN CCONJ,583
497,CCONJ PROPN ADJ,55
498,NUM VERB ADP,141
499,NUM PUNCT PROPN,277
500,VERB NOUN ADJ,592
501,CCONJ PROPN ADV,206
502,NUM NOUN ADP,877
503,PROPN NOUN PRON,51
504,NOUN PRON PUNCT,58
505,ADP NOUN _,48
506,DET ADJ PART,431
507,NOUN VERB DET,1466
508,VERB VERB ADJ,1583
509,PROPN NOUN X,124
510,NOUN X VERB,656
511,X VERB PUNCT,634
512,PART NOUN PROPN,810
513,NOUN PROPN NUM,193
514,PUNCT PUNCT PROPN,1475
515,PROPN DET NOUN,293
516,PROPN PROPN NUM,155
517,PROPN NUM NUM,536
518,ADV PRON ADP,160
519,PRON PUNCT VERB,126
520,PUNCT PUNCT PRON,723
521,PART PUNCT ADV,831
522,PUNCT ADV NUM,365
523,NUM NUM NUM,900
524,NUM PART PROPN,332
525,CCONJ NOUN ADJ,87
526,PUNCT ADV X,180
527,ADV X DET,71
528,X DET VERB,14
529,PART PROPN CCONJ,148
530,PROPN CCONJ VERB,87
531,CCONJ VERB ADP,102
532,NOUN ADP ADJ,381
533,NOUN VERB X,261
534,VERB X NOUN,333
535,VERB PRON ADP,641
536,PRON ADP PROPN,588
537,NOUN PART CCONJ,70
538,PART CCONJ NOUN,42
539,VERB ADV ADJ,398
540,NUM VERB NUM,145
541,NUM NUM ADJ,1180
542,NUM ADJ NOUN,1765
543,NOUN ADV ADJ,171
544,ADV ADJ PART,471
545,ADJ PART ADJ,237
546,VERB VERB _,370
547,ADV ADV NUM,228
548,NOUN PART DET,443
549,X VERB VERB,527
550,VERB NUM ADJ,422
551,NUM ADJ PART,437
552,ADP VERB PRON,144
553,SCONJ DET NOUN,135
554,VERB CCONJ ADP,58
555,CCONJ ADP NOUN,221
556,VERB ADV NUM,1056
557,PUNCT VERB SCONJ,15
558,VERB SCONJ DET,7
559,SCONJ DET PROPN,6
560,VERB PUNCT X,84
561,PUNCT X NOUN,137
562,PRON VERB NUM,563
563,ADV NUM PUNCT,161
564,NUM PUNCT ADV,336
565,PUNCT ADV PART,52
566,ADV PART VERB,280
567,VERB PUNCT PART,283
568,DET VERB NOUN,412
569,VERB ADP VERB,823
570,NUM PART PUNCT,451
571,PRON VERB NOUN,2771
572,VERB NOUN ADP,1163
573,ADP NOUN ADP,467
574,PART ADP VERB,66
575,ADP NOUN ADV,1136
576,NUM NOUN PRON,55
577,VERB DET DET,155
578,DET DET NOUN,270
579,ADP PROPN CCONJ,444
580,PROPN CCONJ NOUN,580
581,NUM PUNCT PRON,100
582,PUNCT ADV PROPN,536
583,ADV PROPN NOUN,661
584,VERB NUM PROPN,178
585,NUM PROPN PUNCT,103
586,ADV NUM _,11
587,NUM _ _,249
588,NOUN NOUN NUM,833
589,PROPN PART ADV,137
590,ADV ADP DET,504
591,PART PART PROPN,186
592,NOUN ADJ PROPN,85
593,ADJ PROPN PUNCT,118
594,PRON _ _,48
595,PROPN VERB PROPN,1290
596,VERB PROPN ADJ,431
597,ADP PRON NOUN,523
598,PUNCT ADV ADJ,143
599,SCONJ NOUN VERB,324
600,NOUN ADV CCONJ,26
601,ADV CCONJ ADJ,13
602,CCONJ ADJ VERB,15
603,ADJ VERB PUNCT,103
604,DET NOUN CCONJ,364
605,VERB PUNCT DET,527
606,DET NOUN ADP,657
607,PROPN VERB DET,356
608,ADV NOUN CCONJ,193
609,PRON ADP NOUN,1266
610,ADP PROPN PRON,66
611,PROPN PRON VERB,74
612,PART PART PUNCT,294
613,PROPN NOUN _,371
614,NOUN CCONJ NUM,403
615,CCONJ NUM PART,41
616,PART PROPN ADP,119
617,VERB ADP NUM,299
618,NUM NUM PRON,87
619,NUM PRON VERB,56
620,PUNCT PROPN SCONJ,11
621,PROPN SCONJ VERB,25
622,SCONJ VERB PROPN,54
623,VERB VERB X,112
624,VERB X PRON,119
625,X PRON VERB,278
626,PUNCT NOUN NUM,417
627,VERB PRON _,25
628,ADP VERB VERB,534
629,PUNCT SCONJ PRON,211
630,SCONJ PRON ADV,231
631,NOUN PUNCT NUM,1173
632,PART NUM PART,45
633,PRON NOUN VERB,676
634,NOUN PUNCT CCONJ,1055
635,PUNCT CCONJ VERB,417
636,CCONJ VERB PROPN,218
637,NUM PUNCT PUNCT,407
638,VERB PUNCT NUM,533
639,ADV SCONJ NOUN,49
640,PROPN PUNCT CCONJ,225
641,PUNCT CCONJ PROPN,217
642,PUNCT CCONJ ADP,122
643,NOUN ADJ PART,180
644,PRON ADV NUM,93
645,SCONJ PRON VERB,422
646,PART VERB DET,391
647,VERB DET ADJ,585
648,PART NOUN X,217
649,ADJ PROPN _,4
650,X PROPN PART,48
651,NUM VERB PROPN,349
652,NOUN ADV NOUN,541
653,PRON ADV ADP,620
654,PUNCT PUNCT PUNCT,585
655,PART ADV NOUN,101
656,NUM PUNCT NUM,849
657,DET DET VERB,51
658,CCONJ NOUN NUM,61
659,ADV PROPN ADV,259
660,DET NUM ADJ,130
661,PART PROPN ADJ,130
662,PUNCT PROPN ADP,554
663,PART NUM VERB,89
664,NUM VERB VERB,417
665,NUM PROPN PROPN,78
666,PART DET ADJ,129
667,PUNCT CCONJ DET,65
668,PART VERB PRON,456
669,NUM NOUN NUM,265
670,NUM NUM CCONJ,145
671,NUM CCONJ NUM,334
672,CCONJ NUM NUM,574
673,NUM NUM ADP,456
674,NUM ADP PROPN,280
675,ADP VERB PUNCT,186
676,PRON PART PUNCT,314
677,CCONJ NOUN _,129
678,PUNCT PUNCT ADJ,126
679,NOUN CCONJ ADP,176
680,VERB DET PROPN,201
681,PROPN VERB ADV,478
682,PUNCT NOUN ADJ,209
683,NOUN ADJ PUNCT,11
684,ADJ PUNCT NOUN,106
685,ADP PROPN ADV,519
686,VERB NUM ADV,165
687,NUM ADV VERB,740
688,PROPN X DET,14
689,X DET NOUN,165
690,PART PUNCT SCONJ,52
691,PUNCT SCONJ NOUN,248
692,SCONJ NOUN CCONJ,28
693,NOUN ADP DET,476
694,NOUN ADV X,535
695,PUNCT PUNCT ADP,337
696,PUNCT ADP NUM,253
697,ADP NUM PROPN,51
698,NUM PROPN PART,135
699,ADP VERB X,16
700,VERB X ADJ,34
701,X ADJ NOUN,112
702,ADV NOUN PROPN,145
703,NOUN PROPN PART,772
704,PUNCT PRON ADP,473
705,VERB ADV X,105
706,ADV X PUNCT,17
707,X PUNCT NOUN,40
708,VERB PROPN NUM,300
709,PART PRON PRON,17
710,PRON PRON VERB,132
711,NOUN NOUN PRON,159
712,ADV ADV PRON,126
713,ADV PRON VERB,1046
714,PUNCT VERB _,368
715,DET NUM PUNCT,78
716,ADV X PRON,128
717,X PRON PART,82
718,PUNCT PUNCT PART,49
719,PUNCT PART VERB,395
720,PART VERB PROPN,521
721,VERB ADP ADV,194
722,ADP ADV PROPN,16
723,VERB PUNCT CCONJ,216
724,CCONJ ADP PROPN,92
725,PUNCT VERB PART,1424
726,VERB ADJ PROPN,163
727,ADJ PROPN PROPN,34
728,PUNCT ADP ADJ,219
729,PART PRON X,3
730,PRON X PROPN,16
731,X PROPN CCONJ,17
732,CCONJ PROPN PART,623
733,PROPN PART PART,217
734,VERB X VERB,343
735,X VERB PART,565
736,VERB PART ADP,418
737,PART ADP ADJ,36
738,PUNCT CCONJ PUNCT,178
739,CCONJ PUNCT PROPN,83
740,DET NOUN NUM,89
741,NOUN NUM VERB,143
742,ADV PRON X,24
743,PRON X NUM,7
744,X NUM NUM,73
745,PUNCT NUM NUM,1412
746,NOUN CCONJ DET,449
747,CCONJ DET PART,19
748,DET PART NOUN,213
749,PRON PART VERB,422
750,SCONJ ADP NOUN,84
751,PRON NOUN NOUN,364
752,PUNCT PUNCT NUM,205
753,PUNCT NUM PROPN,96
754,VERB DET ADV,218
755,DET ADV NOUN,36
756,SCONJ NOUN NOUN,230
757,ADP DET NUM,666
758,NUM PART PART,130
759,PROPN NOUN DET,112
760,NOUN DET NOUN,662
761,PUNCT CCONJ NUM,83
762,NUM PART DET,10
763,ADV SCONJ ADP,13
764,SCONJ ADP VERB,10
765,DET VERB PROPN,110
766,CCONJ VERB ADV,66
767,PRON NOUN PRON,19
768,NOUN PRON ADP,80
769,PART VERB ADP,234
770,ADV PROPN ADP,88
771,ADP NUM NOUN,573
772,CCONJ NOUN DET,41
773,CCONJ NUM NOUN,253
774,CCONJ VERB VERB,337
775,VERB ADV NOUN,489
776,PROPN ADP ADJ,91
777,PART PRON PUNCT,195
778,ADP NOUN ADJ,183
779,PART PRON PART,303
780,PUNCT CCONJ PRON,57
781,ADJ PART DET,23
782,PRON PUNCT PUNCT,140
783,NOUN PART X,175
784,PART X VERB,179
785,NUM ADP PRON,41
786,VERB ADV PART,156
787,ADV PART CCONJ,1
788,CCONJ NOUN ADP,209
789,CCONJ PROPN NUM,78
790,PUNCT VERB ADV,552
791,VERB ADV PUNCT,459
792,ADV PUNCT PUNCT,63
793,PRON ADP VERB,235
794,PUNCT DET VERB,88
795,NUM ADP NOUN,293
796,PUNCT PART PART,64
797,VERB ADP PRON,920
798,VERB ADV PROPN,110
799,ADV PROPN PUNCT,188
800,PROPN PUNCT PRON,308
801,PROPN VERB CCONJ,109
802,PROPN PART DET,131
803,SCONJ PRON NOUN,35
804,NUM NUM X,56
805,VERB DET ADP,149
806,DET ADP PROPN,97
807,NOUN CCONJ ADV,247
808,ADJ PROPN VERB,84
809,PART PART NUM,188
810,VERB VERB CCONJ,402
811,CCONJ VERB ADJ,151
812,NUM NOUN ADJ,124
813,DET VERB CCONJ,25
814,PART VERB ADV,340
815,ADV PART NOUN,138
816,CCONJ DET VERB,60
817,DET VERB VERB,184
818,PUNCT PROPN CCONJ,749
819,ADV ADV PROPN,111
820,PRON NUM NOUN,89
821,DET DET ADJ,32
822,ADV NUM ADJ,105
823,PUNCT PRON PROPN,37
824,PRON PROPN PUNCT,41
825,PART VERB _,85
826,ADV PUNCT PRON,125
827,PART PUNCT NUM,199
828,PUNCT PROPN PRON,49
829,PRON VERB CCONJ,81
830,DET ADV ADJ,75
831,CCONJ ADP VERB,28
832,ADP VERB ADV,115
833,ADJ PART PROPN,172
834,PROPN NOUN ADJ,350
835,PUNCT ADP X,9
836,ADP X ADP,1
837,X ADP PRON,4
838,PROPN CCONJ ADV,15
839,CCONJ ADV PROPN,9
840,NOUN X PUNCT,32
841,NUM ADV ADP,54
842,ADV ADP NUM,351
843,NUM VERB PUNCT,373
844,NUM ADJ VERB,22
845,ADJ VERB PART,86
846,ADV X NUM,40
847,X NUM NOUN,37
848,VERB PRON DET,85
849,PRON DET NUM,47
850,PROPN NUM PROPN,62
851,PART PRON VERB,226
852,PROPN PROPN ADV,496
853,PUNCT NUM VERB,109
854,PUNCT NUM ADV,38
855,ADV NOUN NUM,92
856,NOUN NUM ADV,47
857,ADV PROPN PROPN,164
858,PUNCT PART ADV,30
859,ADJ VERB NOUN,94
860,ADP ADP PROPN,208
861,ADV VERB _,229
862,X VERB ADV,60
863,ADV PART PUNCT,119
864,ADV X NOUN,469
865,X NOUN PART,103
866,ADV PROPN VERB,301
867,ADJ NOUN PROPN,771
868,PART ADP PART,2
869,ADP PART NOUN,8
870,CCONJ ADP NUM,12
871,NUM PART ADJ,151
872,PART PUNCT PRON,480
873,NOUN NUM PART,125
874,ADV PUNCT PART,10
875,PART NOUN ADJ,228
876,NOUN ADJ NUM,33
877,ADJ NUM NOUN,108
878,ADV NUM VERB,100
879,NOUN SCONJ VERB,207
880,ADV ADP ADP,86
881,CCONJ VERB PUNCT,340
882,PROPN VERB PRON,349
883,PROPN PUNCT X,97
884,PUNCT X NUM,59
885,X NUM PUNCT,47
886,NOUN ADV PUNCT,227
887,ADV PUNCT DET,63
888,PRON PART PROPN,201
889,DET NUM VERB,196
890,PART NUM ADP,25
891,PRON ADV X,126
892,ADV X PROPN,121
893,X PROPN NOUN,168
894,ADP VERB DET,184
895,ADV NOUN DET,43
896,ADV PUNCT ADP,128
897,PART PROPN DET,16
898,SCONJ VERB VERB,266
899,PUNCT PUNCT DET,205
900,PART ADJ ADJ,101
901,ADJ ADJ NOUN,542
902,PROPN PROPN ADJ,107
903,PUNCT PUNCT X,26
