,ngram,count
143,PROPN PART NUM NOUN,71
144,PART NUM NOUN VERB,137
145,NUM NOUN VERB NOUN,980
146,NOUN VERB NOUN NOUN,3754
147,VERB NOUN NOUN PART,2759
148,NOUN NOUN PART NOUN,6151
149,NOUN PART NOUN PUNCT,10037
150,PART NOUN PUNCT NOUN,1440
151,NOUN PUNCT NOUN X,31
152,PUNCT NOUN X NOUN,23
153,NOUN X NOUN VERB,162
154,X NOUN VERB NOUN,180
155,NOUN VERB NOUN PART,1831
156,NOUN PART VERB NOUN,1409
157,PART VERB NOUN PUNCT,925
158,NUM PROPN ADP PUNCT,2
159,PROPN ADP PUNCT NOUN,30
160,ADP PUNCT NOUN NOUN,138
161,PUNCT NOUN NOUN VERB,1088
162,NOUN NOUN VERB NOUN,3599
163,VERB NOUN VERB ADV,340
164,NOUN VERB ADV VERB,1783
165,VERB ADV VERB PUNCT,1824
166,ADV VERB PUNCT _,9327
167,PRON VERB PROPN PUNCT,133
168,VERB PROPN PUNCT _,1310
169,NOUN NOUN VERB ADV,624
170,VERB ADV VERB CCONJ,105
171,ADV VERB CCONJ VERB,318
172,VERB CCONJ VERB NOUN,454
173,CCONJ VERB NOUN NOUN,407
174,NUM NUM NOUN PART,1271
175,NUM NOUN PART PUNCT,702
176,NOUN PART PUNCT PROPN,486
177,PART PUNCT PROPN ADV,86
178,PUNCT PROPN ADV VERB,466
179,PROPN ADV VERB ADJ,134
180,ADV VERB ADJ NOUN,1727
181,VERB ADJ NOUN PUNCT,2893
182,ADJ NOUN PUNCT ADP,223
183,NOUN PUNCT ADP NOUN,1073
184,PUNCT ADP NOUN PART,362
185,ADP NOUN PART VERB,1456
186,NOUN PART VERB PART,1552
187,PART VERB PART ADJ,190
188,VERB PART ADJ NOUN,1522
189,PART ADJ NOUN PART,346
190,ADJ NOUN PART PUNCT,552
191,NOUN PART PUNCT _,4968
192,PART PUNCT _ _,9452
193,ADV ADV ADV ADV,168
194,ADV ADV ADV VERB,1552
195,ADV ADV VERB PART,1085
196,ADV VERB PART VERB,913
197,VERB PART VERB NOUN,688
198,VERB NOUN PUNCT ADP,387
199,PUNCT ADP NOUN VERB,571
200,ADP NOUN VERB VERB,613
201,NOUN VERB VERB VERB,1293
202,VERB VERB VERB PRON,245
203,VERB VERB PRON PART,572
204,VERB PRON PART NOUN,2108
205,PRON PART NOUN PUNCT,1777
206,PART NOUN PUNCT _,15998
207,NOUN PUNCT PROPN _,185
208,PUNCT PROPN _ _,301
209,NOUN PART ADV ADV,213
210,PART ADV ADV VERB,288
211,NOUN NOUN VERB PART,2185
212,NOUN VERB PART PUNCT,1435
213,VERB PART PUNCT ADJ,79
214,PART PUNCT ADJ NOUN,177
215,PUNCT ADJ NOUN NOUN,494
216,ADJ NOUN NOUN PUNCT,1801
217,NOUN NOUN PUNCT PUNCT,1376
218,NOUN PUNCT PUNCT _,2580
219,PUNCT PUNCT _ _,4484
220,VERB VERB NUM NUM,1004
221,VERB NUM NUM NOUN,2761
222,NUM NUM NOUN NOUN,1812
223,NUM NOUN NOUN PUNCT,1092
224,ADP ADJ NOUN PUNCT,149
225,NOUN PUNCT NOUN NOUN,3125
226,PUNCT NOUN NOUN CCONJ,513
227,NOUN NOUN CCONJ NOUN,2537
228,VERB NOUN PUNCT NOUN,1568
229,PUNCT NOUN NOUN PUNCT,2019
230,PRON VERB VERB DET,208
231,VERB VERB DET VERB,129
232,VERB DET VERB PART,187
233,DET VERB PART NOUN,315
234,VERB PART NOUN ADP,255
235,PART NOUN ADP VERB,97
236,NOUN ADP VERB ADJ,32
237,ADP VERB ADJ NOUN,155
238,VERB ADJ NOUN VERB,624
239,ADJ NOUN VERB PART,434
240,VERB PART PUNCT _,3239
241,NOUN PART NOUN _,362
242,PART NOUN _ _,735
243,VERB PRON CCONJ DET,13
244,PRON CCONJ DET NOUN,26
245,CCONJ DET NOUN VERB,68
246,DET NOUN VERB PART,428
247,NOUN NOUN NOUN VERB,3245
248,NOUN VERB PART DET,263
249,VERB PART DET DET,22
250,PART DET DET PART,1
251,DET DET PART ADV,1
252,DET PART ADV VERB,4
253,PART ADV VERB PART,479
254,ADV VERB PART NOUN,3791
255,VERB PART NOUN NOUN,3579
256,NOUN PROPN ADV VERB,351
257,PROPN ADV VERB PUNCT,562
258,VERB NUM NUM ADV,167
259,NUM NUM ADV ADV,58
260,NUM ADV ADV VERB,97
261,ADV ADV VERB PUNCT,3245
262,PART VERB VERB NOUN,254
263,NOUN PART NOUN ADP,416
264,PART NOUN ADP NOUN,523
265,NOUN ADP NOUN CCONJ,169
266,ADP NOUN CCONJ PRON,9
267,NOUN CCONJ PRON NOUN,38
268,CCONJ PRON NOUN PART,21
269,PRON NOUN PART VERB,83
270,NOUN PART VERB ADJ,214
271,PART VERB ADJ NOUN,275
272,PUNCT ADP NOUN PROPN,63
273,ADP NOUN PROPN VERB,128
274,NOUN PROPN VERB VERB,226
275,PROPN VERB VERB NOUN,417
276,VERB VERB NOUN PUNCT,3007
277,NOUN VERB ADP DET,154
278,VERB ADP DET NOUN,389
279,ADP DET NOUN NOUN,289
280,DET NOUN NOUN NOUN,313
281,NOUN NOUN PUNCT ADV,1863
282,NOUN PUNCT ADV ADP,717
283,PUNCT ADV ADP NOUN,583
284,ADV ADP NOUN NOUN,1264
285,ADP NOUN NOUN VERB,2260
286,NOUN NOUN VERB NUM,855
287,NOUN VERB NUM NOUN,747
288,VERB NUM NOUN VERB,845
289,NUM NOUN VERB PART,557
290,VERB PART PUNCT PROPN,223
291,PART PUNCT PROPN NOUN,318
292,PUNCT PROPN NOUN VERB,601
293,PROPN NOUN VERB ADV,205
294,ADV VERB PUNCT NOUN,890
295,VERB PUNCT NOUN PROPN,126
296,PUNCT NOUN PROPN NOUN,252
297,NOUN PROPN NOUN PROPN,342
298,PROPN NOUN PROPN ADP,143
299,NOUN PROPN ADP PROPN,159
300,PROPN ADP PROPN PUNCT,124
301,ADP PROPN PUNCT ADJ,15
302,PROPN PUNCT ADJ PROPN,29
303,PUNCT ADJ PROPN ADP,4
304,ADJ PROPN ADP PROPN,10
305,PROPN ADP PROPN _,13
306,ADP PROPN _ _,28
307,DET NUM NOUN PUNCT,591
308,NUM NOUN PUNCT PROPN,176
309,NOUN PUNCT PROPN NUM,91
310,PUNCT PROPN NUM PART,5
311,PROPN NUM PART NOUN,23
312,NUM PART NOUN VERB,314
313,PART NOUN VERB NOUN,1641
314,NOUN NOUN PUNCT DET,261
315,NOUN PUNCT DET NUM,203
316,PUNCT DET NUM NOUN,288
317,DET NUM NOUN VERB,694
318,NUM NOUN VERB PROPN,268
319,NOUN VERB PROPN PUNCT,672
320,VERB PROPN PUNCT VERB,148
321,PROPN PUNCT VERB PROPN,232
322,PUNCT VERB PROPN CCONJ,54
323,VERB PROPN CCONJ PROPN,393
324,PROPN CCONJ PROPN PUNCT,278
325,CCONJ PROPN PUNCT ADV,13
326,PROPN PUNCT ADV PRON,25
327,PUNCT ADV PRON PART,63
328,ADV PRON PART NOUN,218
329,PRON PART NOUN ADV,519
330,PART NOUN ADV VERB,3179
331,ADV VERB NOUN PART,1817
332,VERB NOUN PART NUM,235
333,NOUN PART NUM PUNCT,144
334,PART NUM PUNCT _,148
335,NUM PUNCT _ _,2874
336,ADJ NOUN ADV ADP,119
337,NOUN ADV ADP ADV,49
338,ADV ADP ADV VERB,118
339,ADP ADV VERB NOUN,176
340,VERB NOUN PART PUNCT,1149
341,NOUN NOUN PART PUNCT,1928
342,NOUN PART PUNCT NOUN,660
343,PART PUNCT NOUN PART,95
344,PUNCT NOUN PART VERB,174
345,NOUN PART VERB VERB,625
346,PART VERB VERB ADP,26
347,VERB VERB ADP NOUN,491
348,VERB ADP NOUN NUM,55
349,ADP NOUN NUM PUNCT,18
350,NOUN NUM PUNCT NOUN,46
351,NUM PUNCT NOUN NOUN,182
352,PUNCT NOUN NOUN PART,563
353,NOUN PART NOUN CCONJ,905
354,PART NOUN CCONJ ADJ,96
355,NOUN CCONJ ADJ NOUN,823
356,CCONJ ADJ NOUN PUNCT,285
357,PRON ADV VERB NUM,259
358,ADV VERB NUM NUM,1698
359,VERB NUM NUM PROPN,270
360,NUM NUM PROPN ADP,7
361,NUM PROPN ADP PROPN,8
362,PROPN ADP PROPN VERB,257
363,ADP PROPN VERB VERB,271
364,PROPN VERB VERB PART,213
365,VERB VERB PART NOUN,2405
366,VERB PART NOUN PUNCT,7112
367,PROPN NOUN NOUN VERB,1599
368,NOUN NOUN VERB PRON,330
369,NOUN VERB PRON PUNCT,396
370,VERB PRON PUNCT _,1226
371,PRON PUNCT _ _,1606
372,VERB VERB PROPN NOUN,1109
373,VERB PROPN NOUN PART,1057
374,PROPN NOUN PART NOUN,2149
375,NOUN PART NOUN VERB,2990
376,CCONJ NOUN PUNCT _,1920
377,PRON ADP NUM NUM,78
378,ADP NUM NUM VERB,149
379,NUM NUM VERB PART,366
380,NUM VERB PART PUNCT,43
381,VERB PART PUNCT NOUN,443
382,PART PUNCT NOUN VERB,181
383,PUNCT NOUN VERB PUNCT,658
384,NOUN NOUN ADP NOUN,1190
385,NOUN ADP NOUN VERB,1308
386,ADP NOUN VERB PART,1125
387,NOUN VERB PART NOUN,3960
388,VERB PART NOUN ADV,973
389,NOUN ADV VERB PUNCT,5499
390,PRON VERB PUNCT _,1085
391,PROPN PUNCT NOUN VERB,581
392,VERB NOUN PART NOUN,5251
393,PROPN NOUN ADV NUM,40
394,NOUN ADV NUM NOUN,91
395,ADV NUM NOUN PUNCT,318
396,NOUN CCONJ NOUN NOUN,3827
397,CCONJ NOUN NOUN PART,718
398,PART PUNCT NOUN NOUN,463
399,NOUN ADV VERB DET,580
400,ADV VERB DET NOUN,1420
401,VERB DET NOUN PUNCT,2059
402,DET NOUN PUNCT _,2321
403,ADP PUNCT NUM PUNCT,4
404,PUNCT NUM PUNCT NOUN,102
405,NOUN NOUN PUNCT PROPN,1736
406,PROPN NOUN VERB NOUN,1278
407,PUNCT PROPN PUNCT NUM,90
408,PROPN PUNCT NUM NOUN,76
409,PUNCT NUM NOUN VERB,278
410,VERB NOUN NOUN ADP,289
411,NOUN NOUN ADP PROPN,786
412,NOUN ADP PROPN VERB,642
413,ADP PROPN VERB PART,539
414,PROPN VERB PART NOUN,897
415,VERB ADJ NOUN NOUN,1283
416,ADJ NOUN NOUN ADP,108
417,ADP NOUN VERB NOUN,1350
418,DET PROPN PROPN VERB,13
419,PROPN PROPN VERB PUNCT,730
420,PROPN VERB PUNCT _,1904
421,ADV PUNCT NOUN NOUN,104
422,PUNCT NOUN NOUN NOUN,1663
423,NOUN ADJ NOUN NOUN,576
424,ADJ NOUN NOUN VERB,822
425,NOUN NOUN VERB ADJ,529
426,NOUN VERB ADJ NOUN,1583
427,NOUN NOUN PUNCT ADP,750
428,PUNCT ADP NOUN NOUN,823
429,VERB PART PUNCT ADP,85
430,PART PUNCT ADP VERB,35
431,PUNCT ADP VERB NOUN,223
432,ADP VERB NOUN NOUN,678
433,PUNCT NOUN PUNCT ADP,115
434,NOUN PUNCT ADP ADV,75
435,PUNCT ADP ADV VERB,79
436,ADJ NOUN NOUN NOUN,1078
437,PUNCT VERB NOUN PART,475
438,PART VERB NOUN NOUN,636
439,NOUN PUNCT DET ADJ,43
440,PUNCT DET ADJ NOUN,65
441,DET ADJ NOUN NOUN,154
442,VERB VERB VERB NOUN,1406
443,VERB VERB NOUN VERB,1279
444,VERB NOUN VERB NOUN,1946
445,VERB NOUN PUNCT ADJ,100
446,NOUN PUNCT ADJ NOUN,783
447,NOUN NOUN NOUN ADP,573
448,NOUN ADP NOUN NOUN,1770
449,NOUN NOUN VERB CCONJ,111
450,NOUN VERB CCONJ ADV,30
451,VERB CCONJ ADV VERB,113
452,CCONJ ADV VERB PART,125
453,VERB PART NOUN PART,1260
454,PART NOUN PART PUNCT,1578
455,NOUN PART PUNCT ADP,154
456,PART PUNCT ADP NOUN,107
457,ADP NOUN NOUN NOUN,1795
458,ADP NOUN NOUN ADV,447
459,NOUN ADV ADV ADP,287
460,ADV ADV ADP NOUN,484
461,ADV ADP NOUN VERB,1150
462,ADP NOUN VERB PUNCT,1419
463,NOUN VERB PUNCT VERB,1049
464,VERB PUNCT VERB NOUN,932
465,NOUN PUNCT VERB VERB,1119
466,PUNCT VERB VERB NOUN,647
467,VERB NOUN PUNCT ADV,1320
468,PUNCT ADV VERB ADJ,215
469,VERB ADJ NOUN CCONJ,335
470,ADJ NOUN CCONJ NOUN,660
471,CCONJ NOUN PROPN PUNCT,38
472,NOUN PROPN PUNCT ADP,79
473,PROPN PUNCT ADP PROPN,182
474,PUNCT ADP PROPN VERB,214
475,PROPN VERB NOUN NOUN,809
476,NOUN PUNCT VERB NUM,319
477,PUNCT VERB NUM NUM,352
478,NUM NUM NOUN VERB,1546
479,NUM NOUN VERB PUNCT,1301
480,VERB PUNCT VERB NUM,153
481,PUNCT VERB NUM NOUN,237
482,PROPN ADV ADJ NOUN,62
483,ADV ADJ NOUN NOUN,192
484,NOUN NOUN PUNCT NOUN,3222
485,NOUN PUNCT NOUN ADV,741
486,PUNCT NOUN ADV VERB,1231
487,ADV VERB NOUN CCONJ,602
488,ADV VERB VERB PROPN,742
489,VERB VERB PROPN PART,455
490,VERB PROPN PART NOUN,1367
491,PROPN PART NOUN PUNCT,1590
492,VERB PRON VERB ADV,198
493,PRON VERB ADV ADP,60
494,VERB ADV ADP PROPN,71
495,ADV ADP PROPN VERB,414
496,ADP PROPN VERB ADJ,100
497,PROPN VERB ADJ NOUN,296
498,NOUN NOUN NOUN ADV,1481
499,NOUN ADV VERB VERB,3851
500,ADV VERB VERB VERB,1498
501,VERB VERB VERB PUNCT,771
502,VERB VERB PUNCT _,4212
503,VERB NOUN VERB PART,1196
504,NOUN PUNCT NOUN VERB,1389
505,PROPN NOUN CCONJ NOUN,517
506,NOUN CCONJ NOUN PRON,17
507,CCONJ NOUN PRON VERB,12
508,NOUN PRON VERB ADP,18
509,PRON VERB ADP PROPN,165
510,VERB ADP PROPN VERB,384
511,PROPN VERB NOUN PUNCT,768
512,PROPN ADV VERB NOUN,706
513,NOUN PART NUM NUM,587
514,PART NUM NUM NOUN,1422
515,NUM NUM NOUN PUNCT,2624
516,ADV VERB PUNCT PROPN,364
517,VERB PUNCT PROPN PROPN,156
518,PUNCT PROPN PROPN ADP,82
519,PROPN PROPN ADP PROPN,277
520,PROPN ADP PROPN PROPN,142
521,ADP PROPN PROPN NOUN,347
522,PROPN PROPN NOUN PART,328
523,PROPN NOUN PART VERB,467
524,NOUN PART VERB PUNCT,1869
525,PART VERB PUNCT _,2160
526,PART NOUN NOUN CCONJ,400
527,CCONJ NOUN NOUN ADP,88
528,NOUN NOUN ADP VERB,188
529,NOUN ADP VERB PART,143
530,ADP VERB PART NOUN,365
531,VERB PART NOUN VERB,1821
532,PART NOUN VERB VERB,1238
533,NOUN VERB VERB PUNCT,1979
534,VERB VERB PUNCT VERB,457
535,PUNCT VERB NOUN PROPN,73
536,VERB NOUN PROPN VERB,87
537,NOUN PROPN VERB PART,273
538,PART NOUN VERB ADJ,191
539,NOUN VERB ADJ VERB,23
540,VERB ADJ VERB CCONJ,6
541,ADJ VERB CCONJ NOUN,4
542,VERB CCONJ NOUN VERB,69
543,CCONJ NOUN VERB PUNCT,391
544,VERB PROPN PROPN PART,170
545,PROPN PROPN PART PROPN,121
546,PROPN PART PROPN VERB,94
547,PART PROPN VERB PUNCT,104
548,ADV NOUN VERB NOUN,225
549,VERB NOUN VERB VERB,1409
550,PUNCT ADV VERB VERB,1128
551,ADV VERB VERB PUNCT,2158
552,NOUN VERB PART PROPN,542
553,VERB PART PROPN VERB,122
554,PROPN VERB PUNCT VERB,175
555,VERB PUNCT VERB PROPN,216
556,PUNCT VERB PROPN PROPN,84
557,VERB PROPN PROPN PUNCT,220
558,PROPN PROPN PUNCT PUNCT,325
559,PROPN PUNCT PUNCT ADV,49
560,PUNCT PUNCT ADV VERB,278
561,PUNCT ADV VERB PUNCT,631
562,VERB PRON ADV VERB,971
563,PRON ADV VERB NOUN,1178
564,PROPN NOUN VERB ADP,193
565,VERB ADP NOUN CCONJ,188
566,ADP NOUN CCONJ NOUN,692
567,CCONJ NOUN NOUN VERB,677
568,NOUN VERB CCONJ NOUN,160
569,VERB CCONJ NOUN PART,60
570,NOUN PART NOUN PART,1479
571,PART NOUN PART VERB,1022
572,NUM PROPN NOUN PUNCT,164
573,PROPN NOUN PUNCT PROPN,608
574,PUNCT PROPN NOUN PROPN,415
575,PROPN NOUN PROPN NOUN,561
576,NOUN PROPN ADP NUM,27
577,PROPN ADP NUM NUM,102
578,ADP NUM NUM NOUN,556
579,NOUN VERB PUNCT PROPN,737
580,VERB PUNCT PROPN DET,16
581,PUNCT PROPN DET PROPN,9
582,PROPN DET PROPN PART,6
583,DET PROPN PART NOUN,72
584,PROPN PART NOUN VERB,849
585,NOUN VERB VERB PART,1166
586,PART NOUN PUNCT PART,112
587,NOUN PUNCT PART NOUN,718
588,PUNCT PART NOUN NOUN,246
589,PART NOUN NOUN PART,940
590,PART PUNCT ADP DET,16
591,PUNCT ADP DET NOUN,156
592,ADP DET NOUN PART,450
593,DET NOUN PART PART,78
594,PART PART NOUN VERB,209
595,PART NOUN VERB PUNCT,1875
596,NOUN ADV VERB ADP,934
597,ADV VERB ADP NOUN,1270
598,NOUN CCONJ PRON PART,61
599,CCONJ PRON PART NOUN,125
600,PRON PART NOUN PART,345
601,ADP VERB PROPN PART,92
602,VERB PROPN PART PUNCT,186
603,PROPN PART PUNCT NOUN,72
604,PUNCT NOUN VERB PROPN,254
605,NOUN VERB PROPN ADP,112
606,VERB PROPN ADP VERB,40
607,PROPN ADP VERB PART,30
608,ADP VERB PART PROPN,44
609,VERB PART PROPN NUM,24
610,PART PROPN NUM NOUN,22
611,PROPN NUM NOUN VERB,94
612,ADV VERB NOUN VERB,2281
613,VERB NOUN VERB PUNCT,1871
614,NOUN PUNCT PROPN PUNCT,1084
615,PUNCT PROPN PUNCT ADV,174
616,PROPN PUNCT ADV VERB,421
617,PUNCT DET NUM NUM,148
618,NOUN ADV VERB ADJ,661
619,NOUN PUNCT ADV NOUN,611
620,PUNCT ADV NOUN VERB,208
621,ADV NOUN VERB PART,151
622,NOUN VERB PART ADV,331
623,VERB PART ADV ADV,101
624,NOUN VERB PART NUM,703
625,VERB PART NUM NUM,1532
626,PART NUM NUM VERB,193
627,NUM NUM VERB ADJ,77
628,NUM VERB ADJ NOUN,99
629,VERB ADJ NOUN PART,960
630,ADJ NOUN PART NOUN,1758
631,ADP NOUN NUM NUM,204
632,NOUN NUM NUM NOUN,760
633,NUM NOUN NOUN PART,480
634,NOUN NOUN PART VERB,1655
635,PART VERB NOUN ADV,75
636,VERB NOUN ADV VERB,1880
637,NOUN ADV VERB PART,2364
638,ADV VERB PART NUM,518
639,VERB PART NUM NOUN,485
640,PART NUM NOUN PUNCT,449
641,DET NOUN VERB PRON,139
642,NOUN VERB PRON VERB,484
643,VERB PRON VERB PUNCT,396
644,PUNCT PROPN NOUN PUNCT,1159
645,PROPN NOUN PUNCT PART,155
646,NOUN PUNCT PART PUNCT,155
647,PUNCT PART PUNCT _,157
648,NOUN NOUN VERB PUNCT,4135
649,ADJ NOUN VERB PUNCT,790
650,NOUN VERB PUNCT NOUN,1524
651,VERB PUNCT NOUN NOUN,1367
652,VERB PART PUNCT PUNCT,217
653,PART PUNCT PUNCT NOUN,45
654,PUNCT PUNCT NOUN PART,77
655,PUNCT NOUN PART NOUN,853
656,NOUN NOUN NOUN PROPN,871
657,NOUN NOUN PROPN NOUN,707
658,NOUN PROPN NOUN NOUN,717
659,VERB PUNCT PROPN ADJ,33
660,PUNCT PROPN ADJ NOUN,211
661,PROPN ADJ NOUN PUNCT,294
662,ADJ NOUN PUNCT PART,115
663,ADP ADP NOUN VERB,93
664,PART NOUN PUNCT PRON,598
665,NOUN PUNCT PRON VERB,864
666,PUNCT PRON VERB VERB,597
667,PRON VERB VERB PART,393
668,VERB VERB PART VERB,401
669,VERB PART VERB PUNCT,966
670,PART VERB PUNCT PRON,107
671,VERB PUNCT PRON ADV,419
672,PUNCT PRON ADV VERB,1198
673,PRON ADV VERB PUNCT,971
674,ADV VERB PUNCT ADP,282
675,VERB PUNCT ADP PRON,102
676,PUNCT ADP PRON PART,117
677,ADP PRON PART NOUN,853
678,NOUN PUNCT VERB PRON,362
679,PUNCT VERB PRON PART,138
680,PUNCT NOUN CCONJ ADJ,108
681,CCONJ ADJ NOUN PART,176
682,NOUN PUNCT PRON ADV,585
683,PUNCT PRON ADV ADV,328
684,PRON ADV ADV VERB,1401
685,CCONJ NOUN PUNCT NOUN,208
686,NOUN PUNCT NOUN PRON,54
687,PUNCT NOUN PRON VERB,43
688,NOUN PRON VERB VERB,93
689,PRON VERB VERB PROPN,244
690,VERB PROPN NOUN PUNCT,1269
691,PROPN NOUN PUNCT _,2000
692,NOUN VERB PROPN ADV,113
693,VERB PROPN ADV NUM,13
694,PROPN ADV NUM NUM,56
695,ADV NUM NUM PUNCT,276
696,NUM NUM PUNCT _,1504
697,NOUN VERB PROPN VERB,432
698,VERB PROPN VERB PUNCT,304
699,PROPN VERB PUNCT ADV,130
700,VERB PUNCT ADV ADP,272
701,PUNCT ADV ADP VERB,107
702,ADV ADP VERB PART,105
703,VERB PART PROPN PROPN,113
704,PART PROPN PROPN ADP,49
705,PROPN PROPN ADP PRON,42
706,PROPN ADP PRON ADV,7
707,ADP PRON ADV VERB,315
708,DET NOUN NOUN PART,340
709,NOUN PART NOUN ADV,1941
710,PRON VERB PUNCT VERB,105
711,PUNCT VERB PROPN PUNCT,256
712,VERB PROPN PUNCT PART,45
713,PROPN PUNCT PART ADJ,38
714,PUNCT PART ADJ NOUN,95
715,PUNCT NOUN PUNCT VERB,488
716,NOUN PUNCT VERB PUNCT,653
717,PUNCT VERB PUNCT VERB,298
718,VERB PUNCT VERB PUNCT,452
719,PUNCT VERB PUNCT PUNCT,178
720,VERB PUNCT PUNCT _,779
721,PRON VERB PUNCT PUNCT,221
