,ngram,count
61,PROPN PUNCT PROPN PART NOUN,198
62,PUNCT PROPN PART NOUN NOUN,164
63,PROPN PART NOUN NOUN PUNCT,463
64,DET NOUN NOUN ADV VERB,189
65,NOUN NOUN ADV VERB NOUN,1108
66,NOUN ADV VERB NOUN NOUN,1162
67,ADV VERB NOUN NOUN NOUN,663
68,VERB NOUN NOUN NOUN PUNCT,1125
69,NOUN NOUN NOUN PUNCT _,2494
70,ADV DET NUM NUM PROPN,2
71,DET NUM NUM PROPN NOUN,31
72,NUM NUM PROPN NOUN ADV,44
73,NUM PROPN NOUN ADV VERB,101
74,PROPN NOUN ADV VERB NOUN,406
75,NOUN ADV VERB NOUN PUNCT,1742
76,ADV VERB NOUN PUNCT VERB,257
77,VERB NOUN PUNCT VERB NOUN,506
78,NOUN PUNCT VERB NOUN PUNCT,509
79,PUNCT VERB NOUN PUNCT _,308
80,ADV ADV VERB VERB NOUN,601
81,ADV VERB VERB NOUN PART,505
82,VERB VERB NOUN PART VERB,116
83,VERB NOUN PART VERB NUM,21
84,NOUN PART VERB NUM NOUN,100
85,PART VERB NUM NOUN PUNCT,55
86,VERB NUM NOUN PUNCT _,831
87,NUM NOUN PUNCT _ _,3719
88,ADV VERB PROPN NOUN PROPN,64
89,VERB PROPN NOUN PROPN PUNCT,150
90,PROPN NOUN PROPN PUNCT PROPN,344
91,NOUN PROPN PUNCT PROPN PROPN,558
92,PROPN PUNCT PROPN PROPN PUNCT,802
93,PUNCT PROPN PROPN PUNCT PART,112
94,PROPN PROPN PUNCT PART NOUN,89
95,PROPN PUNCT PART NOUN PUNCT,117
96,PUNCT PART NOUN PUNCT PROPN,13
97,PART NOUN PUNCT PROPN NOUN,188
98,NOUN PUNCT PROPN NOUN NOUN,440
99,PUNCT PROPN NOUN NOUN ADV,96
100,PROPN NOUN NOUN ADV ADV,92
101,NOUN NOUN ADV ADV VERB,1125
102,NOUN ADV ADV VERB NOUN,878
103,ADV ADV VERB NOUN NOUN,681
104,ADV VERB NOUN NOUN PUNCT,1672
105,VERB NOUN NOUN PUNCT _,3798
106,NOUN VERB VERB PROPN ADV,21
107,VERB VERB PROPN ADV NOUN,6
108,VERB PROPN ADV NOUN NOUN,2
109,PROPN ADV NOUN NOUN NOUN,5
110,ADV NOUN NOUN NOUN ADJ,2
111,NOUN NOUN NOUN ADJ NOUN,138
112,NOUN NOUN ADJ NOUN PUNCT,167
113,NOUN ADJ NOUN PUNCT _,384
114,ADJ NOUN PUNCT _ _,5445
115,VERB NUM NOUN PUNCT ADV,91
116,NUM NOUN PUNCT ADV VERB,182
117,NOUN PUNCT ADV VERB NOUN,861
118,PUNCT ADV VERB NOUN NOUN,506
119,VERB NOUN NOUN PUNCT VERB,498
120,NOUN NOUN PUNCT VERB NOUN,730
121,NOUN PUNCT VERB NOUN NOUN,737
122,PUNCT VERB NOUN NOUN ADJ,14
123,VERB NOUN NOUN ADJ NOUN,98
124,NOUN NOUN ADJ NOUN NUM,3
125,NOUN ADJ NOUN NUM X,1
126,ADJ NOUN NUM X VERB,1
127,NOUN NUM X VERB NOUN,1
128,NUM X VERB NOUN NOUN,3
129,X VERB NOUN NOUN VERB,12
130,VERB NOUN NOUN VERB VERB,258
131,NOUN NOUN VERB VERB NOUN,569
132,NOUN VERB VERB NOUN DET,12
133,VERB VERB NOUN DET PART,3
134,VERB NOUN DET PART ADJ,2
135,NOUN DET PART ADJ NOUN,3
136,DET PART ADJ NOUN PUNCT,8
137,PART ADJ NOUN PUNCT NOUN,188
138,ADJ NOUN PUNCT NOUN PUNCT,162
139,NOUN PUNCT NOUN PUNCT NOUN,1388
140,PUNCT NOUN PUNCT NOUN PUNCT,818
141,PUNCT NOUN PUNCT NOUN CCONJ,269
142,NOUN PUNCT NOUN CCONJ NOUN,1070
143,PUNCT NOUN CCONJ NOUN PUNCT,395
144,NOUN CCONJ NOUN PUNCT VERB,137
145,CCONJ NOUN PUNCT VERB ADJ,6
146,NOUN PUNCT VERB ADJ NOUN,270
147,PUNCT VERB ADJ NOUN _,14
148,VERB ADJ NOUN _ _,85
149,ADP PROPN PART NUM NOUN,11
150,PROPN PART NUM NOUN VERB,14
151,PART NUM NOUN VERB NOUN,30
152,NUM NOUN VERB NOUN NOUN,197
153,NOUN VERB NOUN NOUN PART,537
154,VERB NOUN NOUN PART NOUN,1690
155,NOUN NOUN PART NOUN PUNCT,2822
156,NOUN PART NOUN PUNCT NOUN,578
157,PART NOUN PUNCT NOUN X,7
158,NOUN PUNCT NOUN X NOUN,6
159,PUNCT NOUN X NOUN VERB,11
160,NOUN X NOUN VERB NOUN,34
161,X NOUN VERB NOUN PART,38
162,NOUN VERB NOUN PART VERB,158
163,VERB NOUN PART VERB NOUN,154
164,NOUN PART VERB NOUN PUNCT,592
165,PART VERB NOUN PUNCT _,626
166,NUM PROPN ADP PUNCT NOUN,2
167,PROPN ADP PUNCT NOUN NOUN,13
168,ADP PUNCT NOUN NOUN VERB,10
169,PUNCT NOUN NOUN VERB NOUN,266
170,NOUN NOUN VERB NOUN VERB,356
171,NOUN VERB NOUN VERB ADV,61
172,VERB NOUN VERB ADV VERB,228
173,NOUN VERB ADV VERB PUNCT,555
174,VERB ADV VERB PUNCT _,1285
175,ADV VERB PUNCT _ _,9327
176,PRON VERB PROPN PUNCT _,61
177,VERB PROPN PUNCT _ _,1310
178,NOUN NOUN VERB ADV VERB,390
179,NOUN VERB ADV VERB CCONJ,24
180,VERB ADV VERB CCONJ VERB,65
181,ADV VERB CCONJ VERB NOUN,104
182,VERB CCONJ VERB NOUN NOUN,136
183,CCONJ VERB NOUN NOUN PUNCT,151
184,NUM NUM NOUN PART PUNCT,355
185,NUM NOUN PART PUNCT PROPN,55
186,NOUN PART PUNCT PROPN ADV,49
187,PART PUNCT PROPN ADV VERB,52
188,PUNCT PROPN ADV VERB ADJ,13
189,PROPN ADV VERB ADJ NOUN,100
190,ADV VERB ADJ NOUN PUNCT,844
191,VERB ADJ NOUN PUNCT ADP,60
192,ADJ NOUN PUNCT ADP NOUN,88
193,NOUN PUNCT ADP NOUN PART,166
194,PUNCT ADP NOUN PART VERB,89
195,ADP NOUN PART VERB PART,253
196,NOUN PART VERB PART ADJ,113
197,PART VERB PART ADJ NOUN,176
198,VERB PART ADJ NOUN PART,127
199,PART ADJ NOUN PART PUNCT,125
200,ADJ NOUN PART PUNCT _,348
201,NOUN PART PUNCT _ _,4968
202,ADV ADV ADV ADV VERB,134
203,ADV ADV ADV VERB PART,143
204,ADV ADV VERB PART VERB,109
205,ADV VERB PART VERB NOUN,182
206,VERB PART VERB NOUN PUNCT,217
207,PART VERB NOUN PUNCT ADP,24
208,VERB NOUN PUNCT ADP NOUN,175
209,NOUN PUNCT ADP NOUN VERB,245
210,PUNCT ADP NOUN VERB VERB,73
211,ADP NOUN VERB VERB VERB,60
212,NOUN VERB VERB VERB PRON,70
213,VERB VERB VERB PRON PART,69
214,VERB VERB PRON PART NOUN,440
215,VERB PRON PART NOUN PUNCT,1193
216,PRON PART NOUN PUNCT _,1177
217,PART NOUN PUNCT _ _,15998
218,NOUN PUNCT PROPN _ _,185
219,NOUN PART ADV ADV VERB,168
220,PART ADV ADV VERB NOUN,58
221,ADV VERB NOUN NOUN VERB,452
222,VERB NOUN NOUN VERB PART,239
223,NOUN NOUN VERB PART PUNCT,367
224,NOUN VERB PART PUNCT ADJ,34
225,VERB PART PUNCT ADJ NOUN,58
226,PART PUNCT ADJ NOUN NOUN,40
227,PUNCT ADJ NOUN NOUN PUNCT,175
228,ADJ NOUN NOUN PUNCT PUNCT,100
229,NOUN NOUN PUNCT PUNCT _,640
230,NOUN PUNCT PUNCT _ _,2580
231,VERB VERB NUM NUM NOUN,445
232,VERB NUM NUM NOUN NOUN,566
233,NUM NUM NOUN NOUN PUNCT,558
234,NUM NOUN NOUN PUNCT _,632
235,ADP ADJ NOUN PUNCT NOUN,20
236,ADJ NOUN PUNCT NOUN NOUN,262
237,NOUN PUNCT NOUN NOUN CCONJ,378
238,PUNCT NOUN NOUN CCONJ NOUN,366
239,NOUN NOUN CCONJ NOUN PUNCT,426
240,CCONJ NOUN PUNCT VERB NOUN,62
241,PUNCT VERB NOUN PUNCT NOUN,204
242,VERB NOUN PUNCT NOUN NOUN,333
243,NOUN PUNCT NOUN NOUN PUNCT,889
244,PUNCT NOUN NOUN PUNCT _,227
245,PRON VERB VERB DET VERB,27
246,VERB VERB DET VERB PART,44
247,VERB DET VERB PART NOUN,159
248,DET VERB PART NOUN ADP,8
249,VERB PART NOUN ADP VERB,21
250,PART NOUN ADP VERB ADJ,3
251,NOUN ADP VERB ADJ NOUN,29
252,ADP VERB ADJ NOUN VERB,26
253,VERB ADJ NOUN VERB PART,93
254,ADJ NOUN VERB PART PUNCT,56
255,NOUN VERB PART PUNCT _,832
256,VERB PART PUNCT _ _,3239
257,NOUN NOUN PART NOUN _,111
258,NOUN PART NOUN _ _,362
259,VERB PRON CCONJ DET NOUN,9
260,PRON CCONJ DET NOUN VERB,8
261,CCONJ DET NOUN VERB PART,5
262,DET NOUN VERB PART PUNCT,51
263,NOUN NOUN NOUN VERB PART,454
264,NOUN NOUN VERB PART DET,56
265,NOUN VERB PART DET DET,3
266,VERB PART DET DET PART,1
267,PART DET DET PART ADV,1
268,DET DET PART ADV VERB,1
269,DET PART ADV VERB PART,3
270,PART ADV VERB PART NOUN,254
271,ADV VERB PART NOUN NOUN,920
272,VERB PART NOUN NOUN PUNCT,1612
273,NOUN PROPN ADV VERB PUNCT,64
274,PROPN ADV VERB PUNCT _,377
275,VERB NUM NUM ADV ADV,7
276,NUM NUM ADV ADV VERB,39
277,NUM ADV ADV VERB PUNCT,29
278,ADV ADV VERB PUNCT _,2329
279,PART VERB VERB NOUN NOUN,75
280,VERB VERB NOUN NOUN PART,596
281,NOUN NOUN PART NOUN ADP,90
282,NOUN PART NOUN ADP NOUN,185
283,PART NOUN ADP NOUN CCONJ,27
284,NOUN ADP NOUN CCONJ PRON,1
285,ADP NOUN CCONJ PRON NOUN,2
286,NOUN CCONJ PRON NOUN PART,10
287,CCONJ PRON NOUN PART VERB,4
288,PRON NOUN PART VERB ADJ,4
289,NOUN PART VERB ADJ NOUN,174
290,PART VERB ADJ NOUN PUNCT,129
291,NOUN PUNCT ADP NOUN PROPN,30
292,PUNCT ADP NOUN PROPN VERB,9
293,ADP NOUN PROPN VERB VERB,19
294,NOUN PROPN VERB VERB NOUN,56
295,PROPN VERB VERB NOUN PUNCT,98
296,VERB VERB NOUN PUNCT _,1945
297,NOUN VERB ADP DET NOUN,85
298,VERB ADP DET NOUN NOUN,55
299,ADP DET NOUN NOUN NOUN,48
300,DET NOUN NOUN NOUN PUNCT,74
301,NOUN NOUN NOUN PUNCT ADV,384
302,NOUN NOUN PUNCT ADV ADP,225
303,NOUN PUNCT ADV ADP NOUN,333
304,PUNCT ADV ADP NOUN NOUN,214
305,ADV ADP NOUN NOUN VERB,454
306,ADP NOUN NOUN VERB VERB,210
307,NOUN VERB VERB NOUN PUNCT,790
308,VERB VERB NOUN PUNCT NOUN,218
309,NOUN PUNCT NOUN NOUN VERB,374
310,PUNCT NOUN NOUN VERB NUM,58
311,NOUN NOUN VERB NUM NOUN,209
312,NOUN VERB NUM NOUN VERB,152
313,VERB NUM NOUN VERB PART,76
314,NUM NOUN VERB PART PUNCT,81
315,NOUN VERB PART PUNCT PROPN,90
316,VERB PART PUNCT PROPN NOUN,85
317,PART PUNCT PROPN NOUN VERB,43
318,PUNCT PROPN NOUN VERB ADV,22
319,PROPN NOUN VERB ADV VERB,120
320,VERB ADV VERB PUNCT NOUN,67
321,ADV VERB PUNCT NOUN PROPN,27
322,VERB PUNCT NOUN PROPN NOUN,39
323,PUNCT NOUN PROPN NOUN PROPN,20
324,NOUN PROPN NOUN PROPN ADP,24
325,PROPN NOUN PROPN ADP PROPN,40
326,NOUN PROPN ADP PROPN PUNCT,10
327,PROPN ADP PROPN PUNCT ADJ,4
328,ADP PROPN PUNCT ADJ PROPN,3
329,PROPN PUNCT ADJ PROPN ADP,2
330,PUNCT ADJ PROPN ADP PROPN,3
331,ADJ PROPN ADP PROPN _,1
332,PROPN ADP PROPN _ _,13
333,DET NUM NOUN PUNCT PROPN,12
334,NUM NOUN PUNCT PROPN NUM,6
335,NOUN PUNCT PROPN NUM PART,3
336,PUNCT PROPN NUM PART NOUN,4
337,PROPN NUM PART NOUN VERB,4
338,NUM PART NOUN VERB NOUN,80
339,PART NOUN VERB NOUN NOUN,357
340,NOUN VERB NOUN NOUN PUNCT,1492
341,VERB NOUN NOUN PUNCT DET,52
342,NOUN NOUN PUNCT DET NUM,58
343,NOUN PUNCT DET NUM NOUN,115
344,PUNCT DET NUM NOUN VERB,88
345,DET NUM NOUN VERB PROPN,48
346,NUM NOUN VERB PROPN PUNCT,59
347,NOUN VERB PROPN PUNCT VERB,35
348,VERB PROPN PUNCT VERB PROPN,29
349,PROPN PUNCT VERB PROPN CCONJ,6
350,PUNCT VERB PROPN CCONJ PROPN,28
351,VERB PROPN CCONJ PROPN PUNCT,61
352,PROPN CCONJ PROPN PUNCT ADV,12
353,CCONJ PROPN PUNCT ADV PRON,1
354,PROPN PUNCT ADV PRON PART,6
355,PUNCT ADV PRON PART NOUN,45
356,ADV PRON PART NOUN ADV,52
357,PRON PART NOUN ADV VERB,358
358,PART NOUN ADV VERB NOUN,555
359,NOUN ADV VERB NOUN PART,423
360,ADV VERB NOUN PART NUM,53
361,VERB NOUN PART NUM PUNCT,42
362,NOUN PART NUM PUNCT _,80
363,PART NUM PUNCT _ _,148
364,ADJ NOUN ADV ADP ADV,3
365,NOUN ADV ADP ADV VERB,41
366,ADV ADP ADV VERB NOUN,24
367,ADP ADV VERB NOUN PART,48
368,ADV VERB NOUN PART PUNCT,267
369,VERB NOUN PART PUNCT _,743
370,ADV VERB NOUN NOUN PART,554
371,VERB NOUN NOUN PART PUNCT,314
372,NOUN NOUN PART PUNCT NOUN,185
373,NOUN PART PUNCT NOUN PART,41
374,PART PUNCT NOUN PART VERB,10
375,PUNCT NOUN PART VERB VERB,17
376,NOUN PART VERB VERB ADP,15
377,PART VERB VERB ADP NOUN,12
378,VERB VERB ADP NOUN NUM,10
379,VERB ADP NOUN NUM PUNCT,4
380,ADP NOUN NUM PUNCT NOUN,3
381,NOUN NUM PUNCT NOUN NOUN,8
382,NUM PUNCT NOUN NOUN PART,11
383,PUNCT NOUN NOUN PART NOUN,293
384,NOUN NOUN PART NOUN CCONJ,237
385,NOUN PART NOUN CCONJ ADJ,45
386,PART NOUN CCONJ ADJ NOUN,73
387,NOUN CCONJ ADJ NOUN PUNCT,238
388,CCONJ ADJ NOUN PUNCT _,174
389,PRON ADV VERB NUM NUM,128
390,ADV VERB NUM NUM PROPN,72
391,VERB NUM NUM PROPN ADP,3
392,NUM NUM PROPN ADP PROPN,1
393,NUM PROPN ADP PROPN VERB,2
394,PROPN ADP PROPN VERB VERB,19
395,ADP PROPN VERB VERB PART,59
396,PROPN VERB VERB PART NOUN,104
397,VERB VERB PART NOUN PUNCT,1200
398,VERB PART NOUN PUNCT _,4760
399,PROPN NOUN NOUN VERB PRON,22
400,NOUN NOUN VERB PRON PUNCT,71
401,NOUN VERB PRON PUNCT _,290
402,VERB PRON PUNCT _ _,1226
403,NOUN VERB VERB PROPN NOUN,258
404,VERB VERB PROPN NOUN PART,231
405,VERB PROPN NOUN PART NOUN,625
406,PROPN NOUN PART NOUN VERB,284
407,NOUN PART NOUN VERB NOUN,657
408,PART NOUN VERB NOUN PUNCT,765
409,NOUN CCONJ NOUN PUNCT _,1740
410,CCONJ NOUN PUNCT _ _,1920
411,PRON ADP NUM NUM VERB,4
412,ADP NUM NUM VERB PART,32
413,NUM NUM VERB PART PUNCT,31
414,NUM VERB PART PUNCT NOUN,3
415,VERB PART PUNCT NOUN VERB,43
416,PART PUNCT NOUN VERB PUNCT,19
417,PUNCT NOUN VERB PUNCT _,195
418,NOUN NOUN ADP NOUN VERB,306
419,NOUN ADP NOUN VERB PART,241
420,ADP NOUN VERB PART NOUN,504
421,NOUN VERB PART NOUN ADV,236
422,VERB PART NOUN ADV VERB,670
423,PART NOUN ADV VERB PUNCT,984
424,NOUN ADV VERB PUNCT _,3552
425,PRON VERB PUNCT _ _,1085
426,PROPN PUNCT NOUN VERB NOUN,198
427,PUNCT NOUN VERB NOUN PART,72
428,NOUN VERB NOUN PART NOUN,1000
429,VERB NOUN PART NOUN PUNCT,2660
430,NOUN PART NOUN PUNCT _,6744
431,PROPN NOUN ADV NUM NOUN,10
432,NOUN ADV NUM NOUN PUNCT,43
433,ADV NUM NOUN PUNCT _,221
434,VERB NOUN PUNCT NOUN CCONJ,287
435,PUNCT NOUN CCONJ NOUN NOUN,450
436,NOUN CCONJ NOUN NOUN PART,612
437,CCONJ NOUN NOUN PART PUNCT,89
438,NOUN PART PUNCT NOUN NOUN,230
439,PART PUNCT NOUN NOUN PUNCT,152
440,PUNCT NOUN NOUN PUNCT PUNCT,358
441,NOUN NOUN ADV VERB DET,121
442,NOUN ADV VERB DET NOUN,349
443,ADV VERB DET NOUN PUNCT,661
444,VERB DET NOUN PUNCT _,1512
445,DET NOUN PUNCT _ _,2321
446,ADV VERB NOUN PUNCT _,3179
447,ADP PUNCT NUM PUNCT NOUN,1
448,PUNCT NUM PUNCT NOUN NOUN,20
449,NUM PUNCT NOUN NOUN PUNCT,46
450,PUNCT NOUN NOUN PUNCT PROPN,132
451,NOUN NOUN PUNCT PROPN NOUN,592
452,NOUN PUNCT PROPN NOUN VERB,214
453,PUNCT PROPN NOUN VERB NOUN,110
454,PROPN NOUN VERB NOUN PUNCT,387
455,PUNCT PROPN PUNCT NUM NOUN,24
456,PROPN PUNCT NUM NOUN VERB,24
457,PUNCT NUM NOUN VERB NOUN,55
458,NOUN VERB NOUN NOUN ADP,47
459,VERB NOUN NOUN ADP PROPN,74
460,NOUN NOUN ADP PROPN VERB,176
461,NOUN ADP PROPN VERB PART,135
462,ADP PROPN VERB PART NOUN,244
463,PROPN VERB PART NOUN NOUN,225
464,ADV VERB ADJ NOUN NOUN,332
465,VERB ADJ NOUN NOUN ADP,13
466,ADJ NOUN NOUN ADP NOUN,51
467,NOUN ADP NOUN VERB NOUN,300
468,ADP NOUN VERB NOUN NOUN,311
469,DET PROPN PROPN VERB PUNCT,5
470,PROPN PROPN VERB PUNCT _,460
471,PROPN VERB PUNCT _ _,1904
472,ADV PUNCT NOUN NOUN NOUN,29
473,PUNCT NOUN NOUN NOUN NOUN,461
474,NOUN NOUN NOUN NOUN NOUN,1163
475,NOUN NOUN NOUN NOUN ADJ,35
476,NOUN NOUN ADJ NOUN NOUN,124
477,NOUN ADJ NOUN NOUN VERB,91
478,ADJ NOUN NOUN VERB ADJ,44
479,NOUN NOUN VERB ADJ NOUN,436
480,NOUN VERB ADJ NOUN NOUN,272
481,VERB ADJ NOUN NOUN PUNCT,555
482,ADJ NOUN NOUN PUNCT ADP,60
483,NOUN NOUN PUNCT ADP NOUN,319
484,NOUN PUNCT ADP NOUN NOUN,362
485,PUNCT ADP NOUN NOUN VERB,233
486,ADP NOUN NOUN VERB PART,388
487,NOUN VERB PART PUNCT ADP,24
488,VERB PART PUNCT ADP VERB,12
489,PART PUNCT ADP VERB NOUN,11
490,PUNCT ADP VERB NOUN NOUN,80
491,ADP VERB NOUN NOUN NOUN,150
492,VERB NOUN NOUN NOUN VERB,329
493,NOUN NOUN VERB PART NOUN,942
494,NOUN VERB PART NOUN PUNCT,1720
495,VERB PART NOUN PUNCT NOUN,411
496,PART NOUN PUNCT NOUN PUNCT,291
497,NOUN PUNCT NOUN PUNCT ADP,53
498,PUNCT NOUN PUNCT ADP ADV,4
499,NOUN PUNCT ADP ADV VERB,42
500,PUNCT ADP ADV VERB NOUN,19
501,ADP ADV VERB NOUN NOUN,53
502,VERB NOUN NOUN NOUN ADJ,26
503,NOUN ADJ NOUN NOUN NOUN,137
504,ADJ NOUN NOUN NOUN PUNCT,302
505,NOUN NOUN NOUN PUNCT VERB,528
506,NOUN PUNCT VERB NOUN PART,230
507,PUNCT VERB NOUN PART VERB,44
508,NOUN PART VERB NOUN NOUN,335
509,PART VERB NOUN NOUN PUNCT,296
510,NOUN NOUN PUNCT DET ADJ,15
511,NOUN PUNCT DET ADJ NOUN,26
512,PUNCT DET ADJ NOUN NOUN,17
513,DET ADJ NOUN NOUN NOUN,21
514,ADJ NOUN NOUN NOUN VERB,155
515,NOUN NOUN NOUN VERB VERB,391
516,NOUN NOUN VERB VERB VERB,233
517,NOUN VERB VERB VERB NOUN,379
518,VERB VERB VERB NOUN VERB,163
519,VERB VERB NOUN VERB NOUN,321
520,VERB NOUN VERB NOUN PUNCT,662
521,NOUN VERB NOUN PUNCT ADJ,28
522,VERB NOUN PUNCT ADJ NOUN,81
523,NOUN PUNCT ADJ NOUN NOUN,203
524,PUNCT ADJ NOUN NOUN NOUN,120
525,ADJ NOUN NOUN NOUN ADP,28
526,NOUN NOUN NOUN ADP NOUN,234
527,NOUN NOUN ADP NOUN NOUN,452
528,NOUN ADP NOUN NOUN VERB,549
529,ADP NOUN NOUN VERB CCONJ,19
530,NOUN NOUN VERB CCONJ ADV,7
531,NOUN VERB CCONJ ADV VERB,22
532,VERB CCONJ ADV VERB PART,32
533,CCONJ ADV VERB PART NOUN,87
534,ADV VERB PART NOUN PART,287
535,VERB PART NOUN PART PUNCT,423
536,PART NOUN PART PUNCT ADP,32
537,NOUN PART PUNCT ADP NOUN,69
538,PART PUNCT ADP NOUN NOUN,35
539,PUNCT ADP NOUN NOUN NOUN,217
540,ADP NOUN NOUN NOUN NOUN,356
541,NOUN NOUN NOUN NOUN PUNCT,1090
542,NOUN NOUN NOUN PUNCT ADP,186
543,PUNCT ADP NOUN NOUN ADV,64
544,ADP NOUN NOUN ADV ADV,70
545,NOUN NOUN ADV ADV ADP,72
546,NOUN ADV ADV ADP NOUN,146
547,ADV ADV ADP NOUN VERB,151
548,ADV ADP NOUN VERB PUNCT,322
549,ADP NOUN VERB PUNCT VERB,92
550,NOUN VERB PUNCT VERB NOUN,344
551,VERB PUNCT VERB NOUN NOUN,271
552,PUNCT VERB NOUN NOUN PUNCT,427
553,NOUN NOUN PUNCT VERB VERB,319
554,NOUN PUNCT VERB VERB NOUN,356
555,PUNCT VERB VERB NOUN PUNCT,114
556,VERB VERB NOUN PUNCT ADV,247
557,VERB NOUN PUNCT ADV VERB,594
558,NOUN PUNCT ADV VERB ADJ,131
559,PUNCT ADV VERB ADJ NOUN,163
560,ADV VERB ADJ NOUN CCONJ,71
561,VERB ADJ NOUN CCONJ NOUN,202
562,ADJ NOUN CCONJ NOUN PUNCT,150
563,CCONJ NOUN PUNCT VERB VERB,24
564,PUNCT VERB VERB NOUN NOUN,234
565,VERB VERB NOUN NOUN PUNCT,1210
566,PUNCT VERB NOUN NOUN NOUN,321
567,CCONJ NOUN PROPN PUNCT ADP,3
568,NOUN PROPN PUNCT ADP PROPN,12
569,PROPN PUNCT ADP PROPN VERB,54
570,PUNCT ADP PROPN VERB NOUN,62
571,ADP PROPN VERB NOUN NOUN,157
572,PROPN VERB NOUN NOUN PUNCT,270
573,NOUN NOUN PUNCT VERB NUM,104
574,NOUN PUNCT VERB NUM NUM,144
575,PUNCT VERB NUM NUM NOUN,168
576,VERB NUM NUM NOUN VERB,428
577,NUM NUM NOUN VERB PUNCT,451
578,NUM NOUN VERB PUNCT VERB,92
579,NOUN VERB PUNCT VERB NUM,71
580,VERB PUNCT VERB NUM NOUN,56
581,PUNCT VERB NUM NOUN VERB,83
582,VERB NUM NOUN VERB PUNCT,317
583,NUM NOUN VERB PUNCT _,748
584,PROPN ADV ADJ NOUN NOUN,27
585,ADV ADJ NOUN NOUN NOUN,41
586,NOUN NOUN NOUN PUNCT NOUN,694
587,NOUN NOUN PUNCT NOUN ADV,202
588,NOUN PUNCT NOUN ADV VERB,507
589,PUNCT NOUN ADV VERB NOUN,280
590,NOUN ADV VERB NOUN CCONJ,171
591,ADV VERB NOUN CCONJ NOUN,401
592,VERB NOUN CCONJ NOUN PUNCT,545
593,ADV VERB VERB PROPN PART,98
594,VERB VERB PROPN PART NOUN,292
595,VERB PROPN PART NOUN PUNCT,543
596,PROPN PART NOUN PUNCT _,1006
597,VERB PRON VERB ADV ADP,10
598,PRON VERB ADV ADP PROPN,12
599,VERB ADV ADP PROPN VERB,29
600,ADV ADP PROPN VERB ADJ,19
601,ADP PROPN VERB ADJ NOUN,82
602,PROPN VERB ADJ NOUN PUNCT,121
603,VERB ADJ NOUN PUNCT _,1877
604,NOUN NOUN NOUN ADV VERB,1055
605,NOUN NOUN ADV VERB VERB,839
606,NOUN ADV VERB VERB NOUN,1055
607,ADV VERB VERB NOUN PUNCT,1058
608,ADV VERB VERB VERB PUNCT,282
609,VERB VERB VERB PUNCT _,508
610,VERB VERB PUNCT _ _,4212
