,ngram,count
172,DET PUNCT,235
173,ADJ ADV,56
174,DET X,56
175,PART SCONJ,15
176,SCONJ PROPN,362
177,VERB INTJ,5
178,INTJ VERB,7
179,X ADV,167
180,X X,34
181,SCONJ ADJ,69
182,PART _,134
183,ADJ DET,98
184,NOUN INTJ,3
185,INTJ ADP,2
186,CCONJ X,60
187,ADJ ADP,49
188,CCONJ PART,28
189,SCONJ NUM,78
190,SCONJ ADV,390
191,PART INTJ,12
192,NUM DET,107
193,X PART,24
194,DET PRON,82
195,PUNCT INTJ,83
196,ADP _,9
197,INTJ PROPN,11
198,INTJ NOUN,16
199,ADP SCONJ,26
200,ADJ PRON,12
201,ADP CCONJ,23
202,ADJ INTJ,2
203,INTJ PART,12
204,SCONJ SCONJ,3
205,NUM SCONJ,5
206,CCONJ CCONJ,13
207,DET _,7
208,DET INTJ,4
209,CCONJ SCONJ,3
210,DET SCONJ,2
211,X _,16
212,SCONJ PUNCT,21
213,PROPN INTJ,8
214,INTJ PRON,4
215,SCONJ CCONJ,4
216,INTJ DET,1
217,INTJ INTJ,4
218,INTJ _,4
219,PRON INTJ,2
220,ADV INTJ,5
221,INTJ CCONJ,1
222,INTJ ADV,3
223,ADJ X,5
224,VERB SPACE,5
225,SPACE NOUN,2
226,SPACE PROPN,5
227,DET CCONJ,2
228,NOUN SPACE,2
229,PART SPACE,1
230,CCONJ INTJ,1
231,SPACE VERB,1
232,X CCONJ,1
