,ngram,count
96,PUNCT CCONJ PRON,2286
97,CCONJ PRON VERB,2323
98,PRON VERB AUX,2593
99,VERB AUX VERB,3352
100,AUX VERB ADP,14574
101,DET PUNCT ADJ,826
102,PUNCT ADJ PUNCT,1667
103,ADJ PUNCT NOUN,2332
104,PUNCT NOUN AUX,1142
105,AUX PART ADV,1074
106,PART ADV VERB,1185
107,ADV VERB ADP,5309
108,ADJ NOUN SCONJ,2191
109,NOUN SCONJ DET,2952
110,SCONJ DET PROPN,1511
111,DET PROPN PROPN,12053
112,PROPN PROPN PUNCT,23377
113,PROPN PUNCT PROPN,14723
114,PUNCT PROPN PUNCT,8191
115,PROPN PUNCT CCONJ,2944
116,PUNCT CCONJ DET,3047
117,CCONJ DET NOUN,5912
118,ADP PROPN PUNCT,16488
119,PUNCT CCONJ AUX,674
120,CCONJ AUX ADV,376
121,AUX ADV VERB,5430
122,ADP DET PROPN,15019
123,PROPN PUNCT _,15708
124,ADJ PROPN ADP,506
125,PROPN ADP PROPN,9992
126,ADP PROPN VERB,2406
127,PROPN VERB AUX,660
128,AUX VERB ADV,2309
129,VERB ADV ADP,2657
130,ADV ADP DET,4023
131,ADP DET DET,943
132,DET DET NOUN,1715
133,CCONJ DET ADJ,2276
134,ADJ NOUN VERB,9227
135,NOUN VERB DET,6149
136,ADP NOUN PUNCT,14590
137,PRON VERB VERB,5281
138,VERB VERB SCONJ,549
139,VERB SCONJ ADP,828
140,SCONJ ADP PRON,93
141,ADP PRON DET,334
142,PRON DET ADV,65
143,DET ADV ADJ,2453
144,ADV ADJ ADP,1967
145,ADJ ADP DET,4654
146,NOUN PUNCT PUNCT,7155
147,PUNCT PUNCT ADJ,295
148,PUNCT VERB AUX,302
149,VERB AUX NOUN,228
150,AUX NOUN PUNCT,667
151,PUNCT VERB ADP,4620
152,VERB ADP NOUN,9182
153,ADP NOUN DET,988
154,NOUN DET NOUN,2109
155,NOUN PUNCT PROPN,6574
156,PUNCT PROPN PART,962
157,PROPN PART NUM,142
158,PART NUM NOUN,278
159,NUM NOUN ADJ,496
160,NOUN ADJ NOUN,1274
161,PUNCT CCONJ NOUN,1433
162,NOUN ADP CCONJ,244
163,ADP CCONJ DET,100
164,DET ADJ ADJ,5348
165,ADJ ADJ NOUN,10903
166,PUNCT PROPN PROPN,9873
167,PROPN PROPN PROPN,25728
168,PROPN PROPN ADP,7354
169,ADP PROPN CCONJ,3960
170,PROPN CCONJ NOUN,865
171,PUNCT PRON AUX,6252
172,PRON AUX ADJ,3674
173,PART VERB DET,11799
174,DET NOUN DET,3572
175,ADJ NOUN PRON,1653
176,NOUN PRON AUX,2482
177,PRON AUX VERB,7024
178,VERB ADV AUX,789
179,ADV AUX VERB,1075
180,AUX VERB SCONJ,1948
181,VERB SCONJ DET,4625
182,SCONJ DET NOUN,8691
183,DET NOUN VERB,14501
184,NOUN VERB PRON,1465
185,VERB PRON SCONJ,765
186,PRON SCONJ NOUN,109
187,SCONJ NOUN ADP,973
188,DET PROPN PUNCT,3713
189,PROPN PUNCT DET,6774
190,PUNCT DET ADV,457
191,DET ADV ADV,196
192,ADV ADV ADJ,938
193,ADV ADJ NOUN,4112
194,ADP NUM NUM,267
195,NUM NUM NOUN,699
196,NUM NOUN CCONJ,760
197,NOUN CCONJ SYM,368
198,CCONJ SYM NUM,687
199,SYM NUM PUNCT,1025
200,NUM PUNCT ADV,304
201,PUNCT ADV PROPN,279
202,ADV PROPN CCONJ,66
203,PROPN CCONJ SYM,162
204,NUM PUNCT AUX,233
205,PUNCT AUX AUX,336
206,AUX AUX VERB,3708
207,AUX VERB DET,5089
208,DET NOUN AUX,12129
209,NOUN AUX VERB,11878
210,AUX VERB PUNCT,4158
211,VERB PUNCT ADJ,551
212,VERB DET DET,521
213,DET NOUN PART,7792
214,NOUN PART ADJ,993
215,PART ADJ NOUN,2284
216,ADJ NOUN CCONJ,7301
217,NUM PUNCT NOUN,783
218,PUNCT NOUN CCONJ,2401
219,NOUN CCONJ DET,4040
220,PUNCT AUX VERB,1595
221,PUNCT DET NOUN,10927
222,NOUN VERB ADV,2484
223,VERB ADV NOUN,299
224,ADV NOUN ADP,473
225,PROPN PART ADJ,1824
226,PUNCT ADP DET,4253
227,CCONJ NOUN NOUN,2583
228,NOUN NOUN VERB,5022
229,NOUN VERB ADP,11587
230,VERB ADP PROPN,9236
231,PROPN PART NOUN,5213
232,PART NOUN ADP,1964
233,PUNCT DET PROPN,3071
234,DET PROPN VERB,1327
235,PROPN VERB ADP,3793
236,CCONJ NOUN PUNCT,5231
237,NOUN AUX ADP,1093
238,AUX ADP NOUN,975
239,AUX ADJ SCONJ,949
240,ADJ SCONJ DET,1325
241,VERB ADV VERB,1944
242,ADV VERB ADJ,1097
243,VERB ADJ DET,75
244,ADJ DET PROPN,21
245,DET PROPN PRON,135
246,PROPN PRON VERB,578
247,PRON VERB ADP,5183
248,VERB ADP ADP,2792
249,ADP ADP DET,2149
250,NOUN CCONJ VERB,5105
251,CCONJ VERB ADV,551
252,VERB ADV PART,478
253,ADV PART VERB,1369
254,PART VERB VERB,699
255,VERB VERB PUNCT,999
256,ADP DET NUM,1819
257,DET NUM NOUN,1987
258,NUM NOUN NOUN,1244
259,NOUN PUNCT ADV,4277
260,PUNCT ADV PUNCT,1660
261,ADV PUNCT VERB,1620
262,ADP NOUN ADV,967
263,NOUN ADV PUNCT,3084
264,ADJ NOUN ADV,2698
265,ADV PUNCT PROPN,864
266,PROPN PROPN AUX,3792
267,PROPN AUX VERB,4605
268,NOUN CCONJ ADP,757
269,CCONJ ADP DET,1194
270,CCONJ VERB ADP,2571
271,AUX PART NUM,19
272,PART NUM ADP,18
273,NUM ADP PRON,173
274,ADP PRON PUNCT,2477
275,PRON PUNCT _,2964
276,CCONJ NOUN VERB,1274
277,VERB ADP PRON,2103
278,PRON DET NOUN,939
279,VERB ADP PUNCT,1766
280,ADP PUNCT ADV,110
281,PUNCT ADV ADJ,758
282,ADV ADJ AUX,141
283,ADJ AUX ADJ,80
284,AUX ADJ NOUN,1886
285,NOUN CCONJ ADV,1397
286,CCONJ ADV DET,589
287,ADV DET ADJ,1652
288,DET ADJ VERB,388
289,ADJ VERB AUX,50
290,VERB PUNCT DET,1166
291,NOUN VERB PART,2777
292,VERB PART VERB,11479
293,PART VERB CCONJ,991
294,VERB CCONJ AUX,181
295,CCONJ AUX PART,256
296,AUX PART AUX,1117
297,PART AUX ADV,575
298,VERB ADP SCONJ,512
299,ADP SCONJ NOUN,51
300,SCONJ NOUN PUNCT,695
301,VERB PRON VERB,2526
302,PRON AUX ADV,4247
303,AUX ADV NOUN,256
304,ADV NOUN NOUN,242
305,PUNCT CCONJ ADV,1999
306,CCONJ ADV ADV,471
307,ADV PUNCT ADJ,684
308,PUNCT PUNCT ADP,458
309,PUNCT ADP NOUN,1976
310,PUNCT PUNCT ADV,449
311,PUNCT ADV VERB,1458
312,VERB DET ADJ,12217
313,ADP PUNCT CCONJ,173
314,CCONJ ADV PRON,592
315,ADV PRON VERB,3188
316,VERB PRON ADV,1093
317,PRON ADV PUNCT,492
318,NOUN NOUN CCONJ,3787
319,NOUN CCONJ ADJ,3392
320,CCONJ ADJ NOUN,6117
321,CCONJ ADJ PUNCT,848
322,ADJ PUNCT PART,90
323,PUNCT PART ADJ,62
324,PART ADJ PUNCT,495
325,PUNCT NOUN NOUN,4414
326,NOUN NOUN SCONJ,811
327,NOUN AUX ADJ,3028
328,AUX ADJ CCONJ,790
329,ADJ CCONJ PRON,200
330,ADJ NOUN DET,2671
331,PUNCT ADV DET,948
332,NOUN VERB VERB,3981
333,VERB VERB ADV,781
334,VERB ADV ADJ,1430
335,NOUN ADP ADV,1398
336,ADP ADV ADV,267
337,ADV ADV _,15
338,ADV _ _,130
339,VERB ADJ NOUN,8972
340,DET ADJ PROPN,2539
341,ADJ PROPN PRON,69
342,PROPN PRON AUX,460
343,PRON AUX NOUN,1095
344,AUX NOUN PRON,80
345,NOUN PRON PUNCT,199
346,PRON PUNCT ADV,215
347,PUNCT ADV AUX,471
348,ADV AUX ADP,132
349,AUX ADP PRON,163
350,PRON PUNCT PROPN,150
351,PUNCT PROPN NUM,1242
352,PROPN NUM ADP,357
353,NUM ADP NUM,287
354,ADP NUM PUNCT,1998
355,NUM PUNCT CCONJ,449
356,PUNCT CCONJ VERB,2275
357,CCONJ VERB DET,3145
358,NOUN ADP PRON,2325
359,PROPN VERB NOUN,1158
360,VERB NOUN AUX,702
361,AUX VERB ADJ,1820
362,DET VERB VERB,985
363,VERB VERB DET,3596
364,PUNCT PRON NOUN,49
365,PRON NOUN VERB,99
366,NOUN VERB SCONJ,1899
367,VERB SCONJ PUNCT,479
368,SCONJ PUNCT PUNCT,65
369,ADP PROPN NUM,2686
370,NUM ADP PROPN,483
371,ADP PROPN PROPN,13533
372,ADV AUX DET,1351
373,PUNCT VERB NOUN,3559
374,VERB NOUN ADP,10251
375,ADP NOUN PART,1732
376,NOUN PART NOUN,3895
377,PART NOUN PUNCT,2933
378,SCONJ DET ADJ,3139
379,PART NOUN AUX,928
380,AUX ADJ PUNCT,2696
381,ADJ PUNCT DET,552
382,AUX ADP DET,1641
383,DET NUM ADJ,318
384,NOUN ADP NUM,3323
385,NUM PUNCT VERB,523
386,PUNCT VERB ADJ,1140
387,ADJ NOUN PROPN,2055
388,NOUN PROPN PROPN,4276
389,PROPN PROPN CCONJ,4543
390,PROPN CCONJ PROPN,7560
391,CCONJ PROPN PROPN,2474
392,PROPN ADP DET,5031
393,PROPN AUX ADV,1895
394,AUX ADV ADV,1195
395,ADV ADV VERB,918
396,ADV VERB SCONJ,1322
397,SCONJ PROPN CCONJ,251
398,CCONJ DET VERB,426
399,DET VERB NOUN,3408
400,ADP PRON ADP,516
401,PROPN NOUN ADV,376
402,NOUN ADV PRON,908
403,ADP SCONJ ADP,39
404,SCONJ ADP ADP,25
405,VERB VERB NOUN,1714
406,VERB NOUN VERB,1480
407,SCONJ NOUN NOUN,567
408,ADJ NOUN ADJ,820
409,NOUN ADJ ADP,799
410,ADJ ADP ADJ,811
411,VERB AUX ADJ,1091
412,DET PROPN NOUN,4684
413,PROPN NOUN VERB,1963
414,VERB VERB ADP,3101
415,ADP PUNCT _,1198
416,NOUN PUNCT NUM,1105
417,PUNCT NUM NOUN,1172
418,NUM NOUN ADP,4182
419,ADJ SCONJ NOUN,542
420,PUNCT PROPN CCONJ,1353
421,PROPN PUNCT SCONJ,692
422,PUNCT SCONJ DET,1498
423,NOUN NOUN AUX,3853
424,NOUN AUX ADV,5024
425,AUX ADV DET,1310
426,DET ADJ NUM,973
427,ADJ NUM ADP,55
428,NUM ADP DET,2315
429,ADP NOUN PRON,817
430,PRON VERB ADJ,1373
431,VERB ADJ SCONJ,558
432,ADJ NOUN PART,3454
433,NOUN VERB AUX,2885
434,VERB AUX PART,259
435,PART VERB PRON,2858
436,PRON ADV ADV,311
437,ADV ADV ADP,578
438,ADV PUNCT PRON,1605
439,AUX VERB NOUN,1922
440,ADP NOUN NUM,193
441,NOUN NUM PUNCT,364
442,PUNCT CCONJ ADJ,1061
443,NOUN ADV SCONJ,357
444,ADV SCONJ DET,990
445,PROPN VERB NUM,272
446,VERB NUM NOUN,1459
447,NUM NOUN DET,363
448,NOUN DET PROPN,471
449,PROPN VERB PART,1031
450,VERB PART AUX,3242
451,PART AUX ADP,452
452,ADP PRON AUX,855
453,PRON AUX SCONJ,171
454,AUX SCONJ PROPN,100
455,SCONJ PROPN VERB,728
456,PROPN VERB VERB,1315
457,VERB VERB VERB,561
458,ADP PROPN SCONJ,596
459,PROPN SCONJ NOUN,131
460,VERB ADV ADV,1335
461,ADV ADP PRON,284
462,PUNCT SCONJ ADV,146
463,SCONJ ADV PUNCT,188
464,ADJ PROPN NOUN,1212
465,PRON VERB PUNCT,2821
466,VERB PUNCT PROPN,969
467,PROPN PROPN PRON,396
468,PROPN PRON PROPN,29
469,PRON PROPN PROPN,102
470,PROPN PROPN _,926
471,PROPN _ _,6653
472,NOUN AUX DET,2886
473,ADJ VERB NOUN,497
474,VERB NOUN CCONJ,2439
475,PUNCT NOUN ADP,3408
476,DET NOUN PRON,2873
477,AUX ADV ADJ,4033
478,ADV ADJ CCONJ,804
479,ADJ CCONJ PUNCT,20
480,CCONJ PUNCT ADV,134
481,ADV VERB PRON,1260
482,PROPN PUNCT VERB,5491
483,PUNCT VERB PRON,1171
484,PRON ADP NOUN,544
485,PUNCT CCONJ PROPN,1491
486,CCONJ PROPN PUNCT,5736
487,PROPN PUNCT ADJ,4893
488,PUNCT ADJ PROPN,4806
489,ADJ PROPN _,4219
490,PRON VERB PART,3898
491,CCONJ VERB PROPN,294
492,VERB PROPN PROPN,2562
493,CCONJ PUNCT PROPN,127
494,PROPN PUNCT NUM,1007
495,NUM NOUN PROPN,148
496,NOUN PROPN VERB,648
497,ADP DET PUNCT,1470
498,DET PUNCT PROPN,632
499,PROPN PUNCT ADP,2404
500,PUNCT NOUN VERB,1669
501,NOUN AUX NOUN,1035
502,AUX NOUN ADP,1751
503,NOUN PROPN ADP,354
504,ADP PROPN PRON,361
505,ADP ADJ ADJ,2219
506,PUNCT CCONJ ADP,902
507,ADV VERB DET,4664
508,PROPN ADV VERB,1449
509,ADJ NUM NOUN,903
510,ADP ADJ ADP,329
511,ADJ ADP PUNCT,142
512,ADP PUNCT NOUN,832
513,NOUN ADP PUNCT,1212
514,NOUN ADP VERB,4831
515,NOUN ADP ADP,791
516,ADP ADP PUNCT,81
517,NOUN PART ADV,411
518,PART ADV AUX,173
519,ADV AUX ADV,215
520,AUX ADV ADP,876
521,AUX VERB CCONJ,1167
522,VERB CCONJ VERB,2868
523,CCONJ VERB VERB,432
524,NOUN NOUN ADJ,414
525,NOUN NOUN NUM,129
526,NOUN NUM ADP,132
527,ADJ ADJ PUNCT,540
528,CCONJ PROPN SCONJ,50
529,PROPN SCONJ PRON,266
530,SCONJ PRON AUX,4532
531,PROPN PUNCT PUNCT,4606
532,PUNCT PUNCT DET,1428
533,PUNCT DET VERB,2046
534,DET VERB NUM,190
535,VERB NUM ADJ,286
536,NUM ADJ CCONJ,51
537,ADJ CCONJ ADJ,3474
538,CCONJ ADJ SCONJ,124
539,ADJ SCONJ NUM,1157
540,SCONJ NUM VERB,31
541,NUM VERB PUNCT,82
542,CCONJ PROPN NOUN,482
543,CCONJ PROPN CCONJ,342
544,PROPN CCONJ VERB,955
545,VERB VERB PROPN,449
546,VERB PROPN NOUN,699
547,ADP ADV ADJ,569
548,ADV ADJ SCONJ,1002
549,SCONJ NUM ADJ,110
550,PRON ADV VERB,2727
551,ADP DET PRON,589
552,DET PRON VERB,1182
553,PRON VERB ADV,2640
554,PROPN CCONJ ADP,241
555,CCONJ ADP PUNCT,57
556,ADP PRON PRON,490
557,PRON PRON AUX,677
558,PRON AUX DET,4784
559,SCONJ NOUN VERB,777
560,ADV DET ADV,133
561,ADV ADJ PUNCT,2555
562,NOUN DET ADJ,669
563,ADV PUNCT CCONJ,737
564,CCONJ ADV ADP,460
565,ADV ADP ADV,135
566,ADP ADV ADP,242
567,SCONJ ADJ NOUN,1807
568,NOUN PART PART,108
569,PART PART VERB,399
570,PUNCT PRON ADV,752
571,PART NOUN NOUN,1025
572,NOUN AUX AUX,2247
573,NOUN PUNCT PART,774
574,PUNCT PART ADV,169
575,ADV AUX ADJ,378
576,PUNCT PROPN ADP,1153
577,PROPN PROPN ADV,927
578,PROPN ADV PUNCT,403
579,AUX VERB PART,3039
580,DET NOUN ADV,4465
581,PROPN ADP VERB,499
582,ADP VERB ADJ,874
583,VERB ADJ PUNCT,1217
584,DET PUNCT CCONJ,83
585,CCONJ VERB SCONJ,464
586,ADP NOUN AUX,1410
587,AUX VERB VERB,505
588,VERB PUNCT VERB,1154
589,PRON VERB PROPN,852
590,PROPN PROPN ADJ,327
591,PROPN ADJ VERB,19
592,ADJ VERB PUNCT,100
593,VERB PUNCT CCONJ,1225
594,CCONJ ADV PROPN,117
595,ADV PROPN PUNCT,205
596,PROPN NUM PUNCT,3865
597,NUM PUNCT NUM,1697
598,PUNCT NUM _,554
599,NUM _ _,819
600,AUX ADJ ADP,2752
601,ADJ ADP PROPN,1053
602,PROPN PROPN PART,2813
603,PROPN PART VERB,1710
604,CCONJ ADV PUNCT,676
605,ADV PUNCT AUX,305
606,PUNCT AUX PART,511
607,PART VERB PART,774
608,PART NOUN PROPN,136
609,PROPN PUNCT AUX,1635
610,PUNCT AUX DET,853
611,AUX DET PROPN,660
612,PUNCT AUX NOUN,120
613,NOUN PROPN NOUN,408
614,PROPN PUNCT PRON,2567
615,VERB DET VERB,869
616,NOUN VERB _,63
617,VERB _ _,356
618,DET PROPN CCONJ,1030
619,NUM NOUN PRON,238
620,ADP VERB PROPN,504
621,VERB PROPN PUNCT,1672
622,VERB ADP ADV,1074
623,ADP ADV VERB,340
624,ADV VERB PROPN,595
625,PART VERB SCONJ,1213
626,VERB SCONJ PART,69
627,SCONJ PART VERB,163
628,CCONJ VERB PUNCT,747
629,ADV PUNCT DET,2055
630,SCONJ ADP DET,1385
631,ADJ ADP PRON,810
632,ADP PROPN AUX,1868
633,PUNCT ADJ ADJ,834
634,NOUN PUNCT SCONJ,2430
635,PUNCT ADV ADP,1009
636,ADV DET PROPN,459
637,PROPN VERB DET,4893
638,NUM PUNCT PROPN,749
639,ADJ PROPN PROPN,2085
640,DET VERB PROPN,511
641,VERB PROPN ADP,969
642,DET ADJ PUNCT,2343
643,CCONJ ADJ ADJ,854
644,PART AUX VERB,2149
645,NOUN VERB PUNCT,2757
646,VERB PUNCT PUNCT,1698
647,ADJ PROPN PUNCT,1525
648,PUNCT DET PRON,225
649,VERB VERB AUX,123
650,VERB AUX SCONJ,124
651,AUX SCONJ ADV,26
652,SCONJ ADV DET,137
653,ADV DET NOUN,3804
654,DET PROPN DET,151
655,PROPN DET VERB,353
656,PRON AUX PART,4062
657,PROPN NOUN NOUN,1898
658,VERB ADV PUNCT,2258
659,ADJ PUNCT _,4952
660,NOUN VERB PROPN,1271
661,PROPN PROPN SCONJ,451
662,SCONJ PRON VERB,4313
663,VERB AUX PRON,128
664,AUX PRON ADP,200
665,PRON ADP PROPN,298
666,ADP PRON SCONJ,240
667,PRON SCONJ PRON,302
668,ADP PROPN ADJ,287
669,PROPN ADJ NOUN,812
670,CCONJ NOUN PROPN,250
671,ADJ ADJ ADJ,2644
672,ADV SCONJ VERB,211
673,SCONJ VERB PRON,50
674,VERB PRON PUNCT,2338
675,AUX DET ADJ,5962
676,VERB SCONJ NOUN,1217
677,VERB VERB CCONJ,309
678,AUX VERB PRON,908
679,PRON VERB CCONJ,378
680,VERB CCONJ ADV,253
681,PUNCT ADJ AUX,74
682,ADJ AUX VERB,216
683,VERB SCONJ PRON,2298
684,AUX NOUN SCONJ,114
685,NOUN SCONJ PRON,1790
686,SCONJ PRON PRON,89
687,PRON AUX ADP,988
688,ADP VERB SCONJ,149
689,PUNCT PUNCT PRON,1330
690,NOUN ADV VERB,2674
691,ADP SCONJ PROPN,77
692,SCONJ PROPN PUNCT,692
693,NOUN ADV CCONJ,348
694,ADV CCONJ VERB,348
695,PROPN ADJ PRON,3
696,ADJ PRON PUNCT,26
697,AUX PART PROPN,42
698,PART PROPN PROPN,1092
699,ADP PROPN X,41
700,PROPN X X,73
701,X X X,85
702,X X NOUN,32
703,X NOUN PUNCT,51
704,PUNCT PUNCT PROPN,1769
705,ADV ADV CCONJ,153
706,ADV CCONJ ADV,544
707,CCONJ ADV ADJ,593
708,ADJ ADP NOUN,1346
709,NOUN ADV ADP,1516
710,ADV ADJ PART,645
711,ADP VERB ADP,1261
712,PROPN PUNCT ADV,1961
713,PART VERB ADJ,2467
714,SCONJ NOUN AUX,671
715,PART AUX ADJ,1069
716,PART VERB ADV,1727
717,ADV ADV PRON,351
718,ADV PRON AUX,1755
719,PRON AUX AUX,1172
720,AUX AUX PUNCT,36
721,AUX PUNCT VERB,177
722,PUNCT ADV SCONJ,494
723,ADV SCONJ PRON,789
724,AUX ADP NUM,135
725,NUM PUNCT _,2998
726,ADP NUM NOUN,3631
727,NUM NOUN PUNCT,4265
728,PART AUX DET,1496
729,NOUN SCONJ ADP,573
730,ADP PRON VERB,1017
731,VERB PUNCT PRON,973
732,ADP ADJ SCONJ,422
733,SCONJ NUM NOUN,1064
734,NOUN CCONJ SCONJ,273
735,CCONJ SCONJ PART,7
736,SCONJ PART PRON,7
737,PART PRON PRON,18
738,PRON PRON VERB,1107
739,PROPN ADV DET,132
740,NOUN NOUN PART,1094
741,INTJ PUNCT PROPN,77
742,ADP NUM PROPN,450
743,NUM PROPN VERB,108
744,PROPN VERB ADJ,674
745,VERB ADJ ADP,1179
746,DET NOUN SCONJ,3265
747,VERB DET PROPN,3208
748,PROPN ADP NOUN,1125
749,DET PROPN ADP,2776
750,DET VERB DET,1514
751,PUNCT DET AUX,1785
752,DET AUX DET,1199
753,PUNCT ADV PRON,987
754,AUX PART PRON,205
755,PART PRON PUNCT,47
756,PRON PUNCT PUNCT,572
757,PUNCT PUNCT _,7920
758,ADJ PROPN NUM,104
759,PROPN NUM DET,62
760,NUM DET VERB,52
761,ADP NOUN ADJ,411
762,NOUN CCONJ PRON,1018
763,VERB AUX AUX,286
764,AUX AUX ADJ,434
765,NOUN DET ADV,286
766,DET ADV PUNCT,618
767,PROPN AUX CCONJ,18
768,AUX CCONJ DET,37
769,DET VERB ADJ,826
770,DET PUNCT NOUN,971
771,PUNCT ADP ADJ,936
772,ADJ PUNCT ADJ,2042
773,NOUN ADP AUX,272
774,ADP AUX VERB,264
775,ADP ADV NUM,420
776,ADV NUM NOUN,1366
777,CCONJ PUNCT DET,71
778,VERB SCONJ ADJ,798
779,NOUN AUX SCONJ,535
780,AUX SCONJ DET,353
781,PUNCT VERB NUM,271
782,NUM PUNCT DET,928
783,NOUN ADV ADJ,505
784,SCONJ DET NUM,204
785,VERB ADP NUM,1893
786,NUM PUNCT PUNCT,529
787,PUNCT PUNCT PUNCT,1885
788,PUNCT DET ADP,320
789,DET ADP DET,1439
790,ADP DET AUX,174
791,DET AUX ADJ,657
792,AUX ADJ ADJ,295
793,PROPN AUX AUX,754
794,CCONJ VERB ADJ,881
795,ADJ ADP ADV,112
796,ADP ADV PART,154
797,ADV PART PUNCT,41
798,PART PUNCT VERB,247
799,ADJ PUNCT PUNCT,902
800,PRON SCONJ ADP,80
801,AUX ADP ADJ,349
802,ADP NOUN SCONJ,945
803,SCONJ DET VERB,410
804,VERB PRON DET,1015
805,PRON DET AUX,109
806,AUX AUX PROPN,17
807,AUX PROPN PUNCT,274
808,PROPN CCONJ DET,1743
809,NOUN AUX PUNCT,592
810,AUX PUNCT SCONJ,37
811,ADP ADP NOUN,648
812,CCONJ PRON AUX,2184
813,AUX ADV NUM,347
814,ADV NUM NUM,132
815,NUM NUM PUNCT,249
816,NUM PUNCT ADP,469
817,NOUN DET AUX,1902
818,DET AUX VERB,1664
819,VERB DET ADP,527
820,VERB PROPN PART,1194
821,VERB ADP VERB,1939
822,CCONJ DET PROPN,1231
823,DET PROPN PART,924
824,PROPN PART ADV,210
825,VERB DET AUX,149
826,PRON VERB SCONJ,2049
827,PUNCT ADJ ADP,524
828,ADP ADV PROPN,91
829,ADV PROPN PROPN,365
830,ADP VERB AUX,28
831,CCONJ NOUN DET,348
832,ADJ SCONJ ADP,146
833,SCONJ ADP NOUN,509
834,NOUN PART PROPN,278
835,PART PROPN PUNCT,398
836,ADP ADP PRON,144
837,ADP PRON CCONJ,366
838,PRON CCONJ VERB,283
839,SCONJ PRON PUNCT,176
840,PUNCT VERB VERB,587
841,VERB VERB PART,781
842,DET NOUN NUM,220
843,NOUN NUM NOUN,342
844,ADV PUNCT PUNCT,778
845,PUNCT PUNCT VERB,1296
846,PUNCT PROPN VERB,2322
847,ADP DET CCONJ,80
848,DET CCONJ ADV,7
849,CCONJ ADV VERB,1370
850,VERB SCONJ CCONJ,42
851,SCONJ CCONJ DET,22
852,VERB NOUN PART,1418
853,CCONJ NOUN ADV,368
854,NOUN ADV ADV,1240
855,PROPN CCONJ ADV,329
856,PROPN NOUN SCONJ,216
857,SCONJ DET PUNCT,474
858,ADP DET ADV,1425
859,AUX DET ADP,212
860,DET ADP NOUN,210
861,NOUN DET DET,368
862,ADV CCONJ DET,115
863,NOUN SCONJ PROPN,1001
864,ADV VERB NOUN,2128
865,DET PROPN _,71
866,PROPN ADV ADV,233
867,ADV PUNCT NOUN,595
868,PROPN VERB PUNCT,2186
869,PUNCT PROPN DET,87
870,PROPN DET NOUN,588
