,student_id,error_type,correct_trigram_poss,incorrect_trigram_poss,en,es,correct_sentence,incorrect_sentence
10,TR25*0102*2000*02,DA,PRON ADV _,DET ADV _,-3.242845499760092,-3.3470077166708165, | Yours sincerely , | Your sincerely 
11,TR25*0102*2000*02,MP,NOUN PUNCT PRON,NOUN VERB VERB,-1.7167384335272768,-2.429071015252556,"As you told me in your last letter | , you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First | , I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. ","As you told me in your last letter |  you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First |  I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. "
12,TR25*0102*2000*02,TV,ADJ PART VERB,VERB PART VERB,-1.6929466445705204,-3.63580765265569,"As you told me in your last letter, you were talking about rules in your class and you  | wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. ","As you told me in your last letter, you were talking about rules in your class and you  | want to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. "
13,TR25*0102*2000*02,MP,NOUN PUNCT PRON,NOUN VERB VERB,-1.7167384335272768,-2.429071015252556,"As you told me in your last letter | , you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First | , I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. ","As you told me in your last letter |  you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First |  I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. "
14,TR25*0102*2000*02,MD,ADJ NOUN VERB,NOUN VERB ADJ,-1.7817914458119641,-2.488270806132281,"As you told me in your last letter, you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that  | the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. ","As you told me in your last letter, you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that  |  teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. "
15,TR25*0102*2000*02,MC,PUNCT ADP NOUN,PUNCT NOUN CCONJ,-2.5136195022408883,-2.9841769612018645,"As you told me in your last letter, you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good,  | because mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem  | because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. ","As you told me in your last letter, you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good,  |  mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem  |  she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. "
16,TR25*0102*2000*02,MP,NOUN PUNCT PRON,PROPN VERB VERB,-2.153457591394594,-3.061804433275259,"As you told me in your last letter, you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule | : I must tell them where I am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. ","As you told me in your last letter, you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule |  I must tell them where I am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. "
17,TR25*0102*2000*02,TV,PROPN VERB CCONJ,PROPN CCONJ DET,-4.0063800376975625,-5.626648499365775,"As you told me in your last letter, you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule: I must tell them where I  | am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. ","As you told me in your last letter, you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule: I must tell them where I  | go and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. "
18,TR25*0102*2000*02,MC,PUNCT ADP NOUN,PUNCT NOUN CCONJ,-2.5136195022408883,-2.9841769612018645,"As you told me in your last letter, you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good,  | because mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem  | because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. ","As you told me in your last letter, you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good,  |  mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem  |  she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't take any notice of her. "
19,TR25*0102*2000*02,AGN,NOUN ADP NOUN,VERB ADP NOUN,-1.9282851425070102,-1.7394536372098353,"As you told me in your last letter, you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what  | kinds of clothes I should wear but I don't take any notice of her. ","As you told me in your last letter, you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what  | kind of clothes I should wear but I don't take any notice of her. "
20,TR25*0102*2000*02,R,DET NOUN ADP,ADP PRON PUNCT,-1.900278608198881,-2.3396054972074705,"As you told me in your last letter, you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't  | take any notice of her. ","As you told me in your last letter, you were talking about rules in your class and you wanted to know about school rules in my country and also what I am allowed to do at home. First, I must tell you that the teachers are strict at school. We aren't allowed to eat in the classrooms and in addition to this we must sit down at individual desks. We can't chat with our classmates. How boring! At home everything is quite good, because mum and dad are great but there's one main rule: I must tell them where I am going and what time I'll come back. Granny is the problem because she's a bit bossy! She usually tells me what to do and what kinds of clothes I should wear but I don't  | care about it. "
21,TR208*0102*2000*02,MP,ADV PUNCT PRON,NOUN VERB ADP,-1.7368280037626649,-2.0639475092901503,"I believe that the event was good , however . However  | , I feel that the festival could be improved next year. ","I believe that the event was good , however . However  |  I feel that the festival could be improved next year. "
22,TR208*0102*2000*02,MP,ADV PUNCT PRON,NOUN VERB VERB,-1.7167384335272768,-2.429071015252556,"Firstly | , I would like to tell you that the idea of organizing an International Arts Festival is fantastic, but in your advertisement it said that I would find stars and artists from around the world, when, in fact, they were from only six countries. I do understand that it must be difficult to get these people to come to the festival, but it would be nice if next year we could meet some other personalities. ","Firstly |  I would like to tell you that the idea of organizing an International Arts Festival is fantastic, but in your advertisement it said that I would find stars and artists from around the world, when, in fact, they were from only six countries. I do understand that it must be difficult to get these people to come to the festival, but it would be nice if next year we could meet some other personalities. "
23,TR208*0102*2000*02,UV,NOUN ADP PRON,VERB VERB ADP,-1.952454766351046,-2.265163249577383,"Firstly, I would like to tell you that the idea of organizing an International Arts Festival is fantastic, but in your advertisement it  |  said that I would find stars and artists from around the world, when, in fact, they were from only six countries. I do understand that it must be difficult to get these people to come to the festival, but it would be nice if next year we could meet some other personalities. ","Firstly, I would like to tell you that the idea of organizing an International Arts Festival is fantastic, but in your advertisement it  | was said that I would find stars and artists from around the world, when, in fact, they were from only six countries. I do understand that it must be difficult to get these people to come to the festival, but it would be nice if next year we could meet some other personalities. "
24,TR208*0102*2000*02,MQ,VERB ADJ NOUN,VERB NOUN PUNCT,-1.9821711727393168,-2.0335736711603807,"Firstly, I would like to tell you that the idea of organizing an International Arts Festival is fantastic, but in your advertisement it said that I would find stars and artists from around the world, when, in fact, they were from only six countries. I do understand that it must be difficult to get these people to come to the festival, but it would be nice if next year we could meet  | some other personalities. ","Firstly, I would like to tell you that the idea of organizing an International Arts Festival is fantastic, but in your advertisement it said that I would find stars and artists from around the world, when, in fact, they were from only six countries. I do understand that it must be difficult to get these people to come to the festival, but it would be nice if next year we could meet  |  other personalities. "
25,TR208*0102*2000*02,MP,ADV PUNCT PRON,PROPN VERB PRON,-2.153457591394594,-2.7484841909257387,"Secondly | , I believe you should know that a lot of people, including me, were not able to enjoy the concerts because some concert halls were too small. ","Secondly |  I believe you should know that a lot of people, including me, were not able to enjoy the concerts because some concert halls were too small. "
26,TR208*0102*2000*02,MD,DET NOUN ADP,NOUN ADP DET,-1.5614557259996151,-1.453720561512487,"Secondly, I believe you should know that a lot of people, including me, were not able to enjoy  | the concerts because some concert halls were too small. ","Secondly, I believe you should know that a lot of people, including me, were not able to enjoy  |  concerts because some concert halls were too small. "
27,TR208*0102*2000*02,MP,ADJ PUNCT PRON,PROPN VERB VERB,-2.153457591394594,-3.061804433275259,"Last but not least | , I would like you to know that I think the idea of the weekend ticket for all events was excellent because in the end it was cheaper than paying for each event separately. ",Last but not least |  I would like you to know that I think the idea of the weekend ticket for all events was excellent because in the end it was cheaper than paying for each event separately. 
28,TR208*0102*2000*02,DY,ADJ PUNCT _,NOUN PUNCT _,-1.2828142099474364,-1.2831538180309523,"Last but not least, I would like you to know that I think the idea of the weekend ticket for all events was excellent because in the end it was cheaper than paying for each event  | separately. ","Last but not least, I would like you to know that I think the idea of the weekend ticket for all events was excellent because in the end it was cheaper than paying for each event  | separatelly. "
29,TR208*0102*2000*02,MP,ADV PUNCT NOUN,NOUN ADP DET,-1.5614557259996151,-1.453720561512487,"Once again | , congratulations on the Festival. ",Once again |  congratulations on the Festival. 
30,TR208*0102*2000*02,FV,NOUN ADP PRON,VERB ADP PRON,-2.054161835024529,-1.9960272477710568,"I hope to  | hear from you soon, ","I hope to  | hearing from you soon, "
31,TR208*0102*2000*02,MP,ADV PUNCT _,ADV _ _,-3.857537524165837,-4.1792464699763885,"I hope to hear from you soon | , ",I hope to hear from you soon |  
32,TR208*0102*2000*02,RP,DET ADV PUNCT,PRON ADV PUNCT,-2.268155576982447,-2.635303099746762," | Yours sincerely, "," | yours sincerely, "
33,TR208*0102*2000*02,MT,NOUN VERB NOUN,VERB NOUN _,-2.47519978370427,-2.7089449834466204,Tips  | for earning money ,Tips  |  earning money 
34,TR208*0102*2000*02,FV,VERB NOUN _,VERB VERB NOUN,-2.209356697962377,-2.634250165090774,Tips for  | earning money ,Tips for  | to earn money 
35,TR208*0102*2000*02,MP,VERB PUNCT VERB,VERB NOUN ADP,-1.9149755476639665,-1.9579420169221033,"There are several ways to earn a bit of money in your spare time. One of the most common examples is baby- sitting babysitting  | . Taking care of little children is easy and it doesn't require special skills , : all you need is a lot of patience. ","There are several ways to earn a bit of money in your spare time. One of the most common examples is baby- sitting babysitting  |  taking care of little children is easy and it doesn't require special skills , : all you need is a lot of patience. "
36,TR208*0102*2000*02,M,VERB ADJ NOUN,VERB NOUN PUNCT,-1.9821711727393168,-2.0335736711603807,"If looking after children doesn't suit you, you can try  | the same thing with pets. Lots of people would pay you to take their dog for a walk. So if you like animals this is your chance to earn some money and have fun at the same time. ","If looking after children doesn't suit you, you can try  |  with pets. Lots of people would pay you to take their dog for a walk. So if you like animals this is your chance to earn some money and have fun at the same time. "
37,TR208*0102*2000*02,MQ,VERB NOUN CCONJ,VERB CCONJ VERB,-1.9331187948209427,-3.63580765265569,"If looking after children doesn't suit you, you can try the same thing with pets. Lots of people would pay you to take their dog for a walk. So if you like animals this is your chance to earn  | some money and have fun at the same time. ","If looking after children doesn't suit you, you can try the same thing with pets. Lots of people would pay you to take their dog for a walk. So if you like animals this is your chance to earn  |  money and have fun at the same time. "
38,TR208*0102*2000*02,W,NOUN DET ADV,ADV VERB DET,-1.4339563279235625,-1.9335862053703663,"The most important thing is that you  | choose the most suitable work for you wisely, according to the things you like to do. ","The most important thing is that you  | wisely choose the most suitable work for you, according to the things you like to do. "
39,TR211*0102*2000*02,TV,PROPN NUM NOUN,PROPN VERB NUM,-2.09224678941462,-2.7484841909257387,I  | spent two days at the International Arts Festival recently and I am writing in order to give my opinions about it. ,I  | have spent two days at the International Arts Festival recently and I am writing in order to give my opinions about it. 
40,TR211*0102*2000*02,W,PROPN VERB NUM,PROPN NUM NOUN,-4.778231292365591,-1.7140343299328986,I  | recently spent two days at the International Arts Festival and I am writing in order to give my opinions about it. ,I  |  spent two days at the International Arts Festival recently and I am writing in order to give my opinions about it. 
41,TR211*0102*2000*02,RV,PROPN ADV ADV,PROPN ADV VERB,-2.454250658402555,-3.5226145000449334,"When I  | found out there was going to be an international festival, I got really excited because I would finally have the opportunity to meet stars and artists from around the world, but I felt rather disappointed when I found out that was not at all true. Besides this, I think that some of the concert halls were too small so that I felt very uncomfortable. However, the one-reasonably-priced one reasonably priced weekend ticket for all the events was marvellous because I was able to attend as many concerts as I wished without spending much money. ","When I  | knew there was going to be an international festival, I got really excited because I would finally have the opportunity to meet stars and artists from around the world, but I felt rather disappointed when I found out that was not at all true. Besides this, I think that some of the concert halls were too small so that I felt very uncomfortable. However, the one-reasonably-priced one reasonably priced weekend ticket for all the events was marvellous because I was able to attend as many concerts as I wished without spending much money. "
42,TR211*0102*2000*02,RA,ADV VERB VERB,NOUN VERB VERB,-1.7167384335272768,-2.429071015252556,"When I found out  | there was going to be an international festival, I got really excited because I would finally have the opportunity to meet stars and artists from around the world, but I felt rather disappointed when I found out that was not at all true. Besides this, I think that some of the concert halls were too small so that I felt very uncomfortable. However, the one-reasonably-priced one reasonably priced weekend ticket for all the events was marvellous because I was able to attend as many concerts as I wished without spending much money. ","When I found out  | it was going to be an international festival, I got really excited because I would finally have the opportunity to meet stars and artists from around the world, but I felt rather disappointed when I found out that was not at all true. Besides this, I think that some of the concert halls were too small so that I felt very uncomfortable. However, the one-reasonably-priced one reasonably priced weekend ticket for all the events was marvellous because I was able to attend as many concerts as I wished without spending much money. "
43,TR211*0102*2000*02,MC,ADP DET PRON,ADP PRON VERB,-1.7169015340894882,-2.70228439332907,"When I found out there was going to be an international festival, I got really excited because I would finally have the opportunity to meet stars and artists from around the world, but I felt rather disappointed when I found out that was not at all true. Besides this, I think that some of the concert halls were too small  | so that I felt very uncomfortable. However, the one-reasonably-priced one reasonably priced weekend ticket for all the events was marvellous because I was able to attend as many concerts as I wished without spending much money. ","When I found out there was going to be an international festival, I got really excited because I would finally have the opportunity to meet stars and artists from around the world, but I felt rather disappointed when I found out that was not at all true. Besides this, I think that some of the concert halls were too small  |  that I felt very uncomfortable. However, the one-reasonably-priced one reasonably priced weekend ticket for all the events was marvellous because I was able to attend as many concerts as I wished without spending much money. "
44,TR211*0102*2000*02,MD,DET NOUN VERB,NOUN VERB ADJ,-1.7817914458119641,-2.488270806132281,"When I found out there was going to be an international festival, I got really excited because I would finally have the opportunity to meet stars and artists from around the world, but I felt rather disappointed when I found out that was not at all true. Besides this, I think that some of the concert halls were too small so that I felt very uncomfortable. However, the one-reasonably-priced one reasonably priced weekend ticket for all  | the events was marvellous because I was able to attend as many concerts as I wished without spending much money. ","When I found out there was going to be an international festival, I got really excited because I would finally have the opportunity to meet stars and artists from around the world, but I felt rather disappointed when I found out that was not at all true. Besides this, I think that some of the concert halls were too small so that I felt very uncomfortable. However, the one-reasonably-priced one reasonably priced weekend ticket for all  |  events was marvellous because I was able to attend as many concerts as I wished without spending much money. "
45,TR211*0102*2000*02,TV,VERB ADV VERB,ADV VERB PRON,-1.440811009845352,-2.2808393081722858,"Although that Festival was not well-organized well organized , I would like you to repeat it next year. I wish you could show more plays and films, and there should be more varied art exhibitions. But I  | would really appreciate it if you took into consideration the problem with the lack of space in the concert halls. ","Although that Festival was not well-organized well organized , I would like you to repeat it next year. I wish you could show more plays and films, and there should be more varied art exhibitions. But I  | really appreciate it if you took into consideration the problem with the lack of space in the concert halls. "
46,TR211*0102*2000*02,TV,NOUN ADP NOUN,VERB VERB ADP,-1.952454766351046,-2.265163249577383,"Although that Festival was not well-organized well organized , I would like you to repeat it next year. I wish you could show more plays and films, and there should be more varied art exhibitions. But I would really appreciate it if you  | took into consideration the problem with the lack of space in the concert halls. ","Although that Festival was not well-organized well organized , I would like you to repeat it next year. I wish you could show more plays and films, and there should be more varied art exhibitions. But I would really appreciate it if you  | would take into consideration the problem with the lack of space in the concert halls. "
47,TR211*0102*2000*02,UQ,NOUN PUNCT _,NOUN ADP NOUN,-1.79494205384267,-1.543930972627937,I hope you consider these  |  suggestions. ,I hope you consider these  | pieces of suggestions. 
48,TR211*0102*2000*02,RP,PROPN VERB ADJ,PROPN ADV VERB,-2.454250658402555,-3.5226145000449334,"Personally, I  | cannot imagine human life without rules, especially those that have to do with respecting other people. Moreover, I am in favour of rules at school because it is very important for children to learn how to cooperate with others. ","Personally, I  | can not imagine human life without rules, especially those that have to do with respecting other people. Moreover, I am in favour of rules at school because it is very important for children to learn how to cooperate with others. "
49,TR211*0102*2000*02,M,NOUN VERB VERB,NOUN VERB ADJ,-1.7817914458119641,-2.488270806132281,"As far as I can remember, I had to respect a lot of rules but the most important  | ones were concerning wearing suitable clothes, arriving on time and getting on with every teacher and authority figure. As a consequence, most schoolmates used to complain about those rules but all of us tried to put up with them. ","As far as I can remember, I had to respect a lot of rules but the most important  |  concerning wearing suitable clothes, arriving on time and getting on with every teacher and authority figure. As a consequence, most schoolmates used to complain about those rules but all of us tried to put up with them. "
50,TR211*0102*2000*02,UD,ADJ NOUN PUNCT,DET ADJ NOUN,-1.3740399620404633,-1.7084651563384565,"As far as I can remember, I had to respect a lot of rules but the most important ones were concerning wearing  |  suitable clothes, arriving on time and getting on with every teacher and authority figure. As a consequence, most schoolmates used to complain about those rules but all of us tried to put up with them. ","As far as I can remember, I had to respect a lot of rules but the most important ones were concerning wearing  | the suitable clothes, arriving on time and getting on with every teacher and authority figure. As a consequence, most schoolmates used to complain about those rules but all of us tried to put up with them. "
51,TR211*0102*2000*02,FV,PUNCT VERB ADP,PUNCT PART VERB,-3.2286027457578332,-3.193857345338481,"As far as I can remember, I had to respect a lot of rules but the most important ones were concerning wearing suitable clothes,  | arriving on time and getting on with every teacher and authority figure. As a consequence, most schoolmates used to complain about those rules but all of us tried to put up with them. ","As far as I can remember, I had to respect a lot of rules but the most important ones were concerning wearing suitable clothes,  | to arrive on time and getting on with every teacher and authority figure. As a consequence, most schoolmates used to complain about those rules but all of us tried to put up with them. "
