,ngram,count
232,CC VBD,16465
233,. -RRB-,651
234,-RRB- _,17398
235,VBZ NN,45976
236,: PRP,33804
237,RP RB,6438
238,: RB,17406
239,IN IN,134771
240,DT JJR,23440
241,JJR DT,801
242,"VBZ ,",26945
243,", DT",299469
244,DT RBR,14268
245,RBR PRP,548
246,NN VBN,74329
247,VBZ PRP$,16015
248,PRP$ JJR,529
249,JJR NN,53593
250,"VBG ,",14559
251,VB RBR,10441
252,RBR IN,8923
253,NNP VBZ,201846
254,EX VBD,9047
255,VBD JJ,27528
256,VBN JJ,46748
257,NNS RB,67318
258,RB _SP,122
259,_SP VB,41
260,VB _SP,125
261,_SP PRP$,70
262,WRB IN,1107
263,VBD CC,3372
264,VBD _SP,101
265,_SP DT,2688
266,WDT JJ,5946
267,WP VBP,42428
268,"VBD ,",15863
269,VBD NNS,5776
270,VBD .,7489
271,RB CD,19616
272,NNS MD,88653
273,VBN WRB,3286
274,DT VBD,11586
275,PRP JJ,18317
276,CC VB,72043
277,VBP NNS,23347
278,", PRP$",17202
279,WRB MD,5174
280,CD CD,32512
281,NNS DT,15309
282,NN POS,29227
283,WDT VBD,32304
284,JJS IN,10871
285,IN .,12467
286,NN WP,8722
287,NNS JJR,1876
288,NN JJR,4279
289,MD .,1035
290,VBP PRP$,14059
291,"VBN ,",76462
292,NN PRP,70726
293,NNP VBG,14170
294,NN -RRB-,17665
295,-RRB- .,6240
296,VBZ RBS,1461
297,RBS IN,492
298,PRP TO,38243
299,VB WP,11090
300,WP PRP,32361
301,"VB ,",43101
302,VBD VBD,1127
303,NN HYPH,66950
304,HYPH VBN,24739
305,NN VB,14372
306,RB CC,36511
307,NNP TO,53969
308,PRP NN,4904
309,VB CD,14071
310,NNS TO,75633
311,NNP POS,122785
312,JJ CC,164657
313,VB VBD,505
314,PRP RBR,2405
315,RBR .,2898
316,VB WRB,11094
317,WRB DT,35827
318,NNS VB,5702
319,CC JJ,203980
320,VBN VBG,13785
321,VBG RP,22476
322,JJ VBP,3129
323,VBN NNS,37332
324,RB PRP$,6300
325,NNP MD,99614
326,VB CC,27319
327,VBN NNP,8559
328,NNP '',8403
329,'' .,11309
330,IN XX,28
331,XX PRP,4
332,VBP ``,672
333,`` NNP,4753
334,RB ``,570
335,`` ``,15
336,`` UH,2031
337,UH PRP,219
338,NNP PRP,11570
339,VBP '',465
340,'' _,2725
341,NNS VBZ,39463
342,VBG PRP,24370
343,NNS JJ,27640
344,TO .,375
345,VB JJR,17453
346,JJR RB,737
347,JJ DT,10498
348,IN PDT,32240
349,VBD PDT,860
350,JJ PRP,6724
351,RB EX,4190
352,RB RBR,18854
353,RP PRP$,5121
354,NNS RBR,3491
355,VBN CC,36694
356,", JJ",96702
357,. VBD,46
358,: CD,3013
359,EX MD,15039
360,", VBG",71366
361,. VB,410
362,NNS VBG,52185
363,VBN TO,61512
364,. NFP,1435
365,NFP CD,13
366,CC PRP$,29202
367,RB NN,21990
368,CC NNS,121200
369,PRP$ VBG,3271
370,JJS NNS,10259
371,"CD ,",52847
372,WDT DT,35127
373,PRP RP,3299
374,"JJR ,",5005
375,", VBP",30167
376,VBD RP,11190
377,WDT VBZ,127503
378,IN TO,9395
379,TO RB,9243
380,RB NNPS,351
381,PRP PRP,4027
382,. VBP,261
383,NNS NN,30482
384,: NN,9094
385,CC VBP,19863
386,"IN ,",47506
387,NN _,6417
388,RP NNS,5722
389,NNS WRB,12038
390,", VBN",26474
391,DT PRP$,2058
392,. PRP$,585
393,CD RB,5561
394,RB _,1277
395,RB WRB,8899
396,"VBP ,",35018
397,"NNP ,",482268
398,HYPH JJ,26831
399,", WRB",27143
400,VBP RP,5218
401,NNP NNS,52727
402,VBZ NNS,11816
403,", VBZ",52727
404,VBZ WRB,22622
405,WRB PRP$,2381
406,VBG NNS,71457
407,DT RBS,19229
408,VBD RBR,2244
409,NNS CC,281652
410,CC CD,22230
411,VBP JJR,6113
412,. MD,314
413,JJR JJ,7664
414,NNP DT,17755
415,. DT,13982
416,VBN PRP$,11136
417,VB NNP,34879
418,", ''",2688
419,'' WP,226
420,. '',3152
421,'' NN,6057
422,VBG CD,5421
423,PRP$ XX,3
424,XX -RRB-,75
425,-RRB- RB,765
426,PRP PRP$,1282
427,DT IN,68302
428,PRP$ VBN,2031
429,VBN NN,65538
430,NNS WP,22956
431,WDT NNS,8381
432,", MD",31325
433,RP CC,4434
434,NNP VBD,73956
435,'' VB,546
436,VBG VBN,43508
437,", VBD",20027
438,CD JJ,26505
439,DT VBN,34330
440,NN WDT,139056
441,PRP NNP,1289
442,NNP VBN,4428
443,NNS VBN,82181
444,JJR CC,6067
445,CC JJR,9748
446,RB TO,40262
447,WDT PRP,72195
448,WP TO,465
449,WP NNS,1604
450,EX NN,155
451,"DT ,",34512
452,NNP VBP,35081
453,VBG NNP,19087
454,NNS POS,26737
455,DT MD,31454
456,CC VBZ,31624
457,. CC,2693
458,JJ RBR,681
459,RBR RB,14776
460,VBP PDT,1972
461,NN '',20082
462,'' IN,6353
463,VBN ``,1840
464,`` JJ,9545
465,JJ '',3785
466,'' ``,28
467,JJS PRP,741
468,WP MD,11022
469,NNPS RB,2719
470,POS NNS,35309
471,"RP ,",8398
472,NN PRP$,2232
473,RP JJ,6654
474,IN _SP,1278
475,_SP NN,999
476,_SP PRP,1871
477,RBS JJ,22894
478,JJ HYPH,38083
479,HYPH NN,71498
480,HYPH NNP,56909
481,NNS PRP,27172
482,VBP _SP,32
483,_SP NNS,943
484,IN VBN,24825
485,NNS _SP,277
486,JJ VBG,7646
487,NN _SP,1399
488,IN EX,32267
489,VBN VBZ,5410
490,_SP RB,339
491,_SP UH,83
492,UH IN,714
493,UH CD,49
494,DT FW,1236
495,FW FW,3737
496,FW NN,2066
497,NN FW,1387
498,NNS NNS,17475
499,VBG _SP,69
500,IN FW,643
501,FW CC,142
502,NN NNP,18850
503,IN WDT,57489
504,_SP VBN,41
505,_SP NNP,29497
506,_SP XX,26
507,XX IN,70
508,NN $,4
509,$ TO,1
510,PRP$ $,2
511,$ NN,7
512,JJ $,13
513,NNS _,4451
514,VBG VB,276
515,CC NNP,98889
516,NNP WRB,4468
517,NNS WDT,104835
518,CD HYPH,11267
519,JJ VBN,4176
520,DT _SP,565
521,_SP ``,10
522,`` NNS,1534
523,NNS '',4877
524,JJ _SP,291
525,_SP IN,1483
526,CD VBG,2428
527,VBD ``,741
528,`` DT,2497
529,MD IN,6512
530,VBZ '',535
531,IN CC,15752
532,IN ``,7731
533,`` XX,6
534,XX VBZ,10
535,TO ``,367
536,`` VBP,183
537,VBN _,108
538,NN LS,31
539,LS NN,37
540,JJ _,97
541,WDT VBP,81479
542,JJS JJ,6738
543,DT VBG,40865
544,PRP CC,14336
545,VBD FW,17
546,FW RB,119
547,_SP WRB,53
548,WRB NN,6747
549,IN VB,3260
550,FW NNP,1000
551,NNP FW,884
552,FW DT,921
553,IN -LRB-,655
554,-LRB- -RRB-,64
555,-RRB- IN,9580
556,RB HYPH,23508
557,VBG VBG,3012
558,DT ``,10821
559,'' CC,2810
560,VB _,41
561,HYPH RB,2193
562,NNP _SP,19975
563,_SP _,13
564,WDT VBG,243
565,VBG VBD,1890
566,VBG _,107
567,WRB NNP,4794
568,_SP CC,423
569,CC _SP,177
570,_SP JJ,452
571,CC VBN,20677
572,NN :,74619
573,: IN,32020
574,VBN RBR,3805
575,RBR _,3
576,VBN _SP,71
577,_SP VBP,630
578,WRB NNS,7130
579,FW _,10
580,CC ``,1539
581,`` CD,558
582,VBG XX,5
583,XX NNP,12
584,HYPH IN,15581
585,IN HYPH,17685
586,NNS RBS,499
587,NN RP,4649
588,CD CC,22797
589,CC XX,21
590,CD DT,4145
591,WDT RB,14344
592,VBN CD,5228
593,PRP$ NNP,14800
594,`` EX,87
595,_SP CD,7573
596,'' VBG,427
597,DT PRP,6425
598,VBD WRB,1434
599,VBD _,9
600,NN ``,3215
601,IN VBP,1330
602,'' DT,2322
603,IN RBR,3108
604,RBR VBG,566
605,NN -LRB-,12328
606,-LRB- IN,1528
607,NNS -RRB-,2078
608,-RRB- '',96
609,IN $,197
610,$ CD,455
611,CC $,35
612,CD WRB,582
613,FW JJ,480
614,_SP VBZ,149
615,'' RB,1066
616,CD ``,172
617,`` VBN,623
618,'' JJ,590
619,CC VBG,37542
620,MD NN,812
621,WRB VBG,4958
622,VBN WDT,1609
623,_SP :,3328
624,: VBN,679
625,NNS WP$,1604
626,WP$ NNS,2084
627,NN EX,3565
628,VBG RBR,2315
629,NNS PRP$,705
630,_SP TO,65
631,TO _SP,8
632,`` NN,9292
633,'' VBD,486
634,VBN '',1454
635,'' NNS,1905
636,JJR _SP,3
637,'' VBN,422
638,JJ VBD,1449
639,DT HYPH,2453
640,PRP$ JJS,2631
641,NNS EX,1121
642,_SP VBD,147
643,_SP EX,63
644,_SP WP,23
645,NNS FW,647
646,FW IN,892
647,_SP MD,137
648,MD _SP,37
649,VBP CC,6518
650,HYPH FW,968
651,DT DT,3680
652,VBZ ``,921
653,PRP$ RB,2936
654,VBG '',547
655,PRP '',442
656,'' WDT,552
657,WDT IN,3857
658,JJR NNS,19706
659,VBP VB,5396
660,NN XX,73
661,'' VBZ,3907
662,HYPH NNS,8088
663,_SP FW,24
664,NNP HYPH,60781
665,IN JJS,11804
666,HYPH CD,3934
667,NNS NNP,2275
668,NNP WP,5468
669,TO NN,2894
670,XX NN,92
671,NN JJS,219
672,JJ ``,1298
673,`` VBG,1065
674,FW NNS,684
675,NNS ``,108
676,FW WRB,29
677,POS JJ,30690
678,IN VBD,2729
679,RB RBS,1943
680,RBS CD,1744
681,RB NNP,8098
682,NNS NFP,463
683,NFP FW,16
684,FW VBP,46
685,FW _SP,23
686,PRP$ FW,57
687,HYPH VBG,13678
688,WRB CC,689
689,IN WP,29618
690,NNS CD,2884
691,IN MD,1251
692,FW PRP,82
693,XX FW,19
694,JJ NNP,93884
695,`` VB,1150
696,NNP :,24734
697,NNS :,37854
698,: WDT,5126
699,'' PRP$,122
700,VBG ``,914
701,VBD '',339
702,'' PRP,1114
703,`` IN,936
704,IN WRB,14349
705,RB '',827
706,'' MD,961
707,RP ``,63
708,: DT,35881
709,_SP VBG,141
710,VBD VB,1354
711,POS JJS,2188
712,IN UH,109
713,UH NN,321
714,FW HYPH,803
715,NNP JJ,15511
716,VBZ JJS,516
717,NNP NNPS,61539
718,NNPS IN,26771
719,VBN HYPH,2193
720,WDT MD,53625
721,DT :,4235
722,IN VBZ,19831
723,$ _,1
724,VBD HYPH,105
725,JJ FW,369
726,FW VBZ,109
727,PRP$ ``,412
728,`` RB,847
729,JJS RB,1038
730,VBG JJS,260
731,NN SYM,672
732,SYM NNP,6043
733,IN _,154
734,CC FW,110
735,FW VBD,40
736,VBD $,13
737,$ DT,1
738,VBZ VBD,195
739,NNP RBR,1598
740,PRP _,25
741,JJ JJR,2167
742,JJS HYPH,187
743,JJS VBN,583
744,`` VBD,70
745,WP '',19
746,JJS TO,806
747,IN '',1364
748,'' VBP,456
749,TO CD,3656
750,CC MD,25828
751,WRB VBN,1178
752,NNS RP,1420
753,JJ RBS,206
754,NNS HYPH,2984
755,HYPH RP,4413
756,RP NN,8139
757,VB JJS,723
758,WP RB,4282
759,PRP ``,229
760,`` PRP,1035
761,WP _,1
762,: NNP,11395
763,NN RBS,321
764,RBS VBN,1616
765,DT VBP,19594
766,MD NNS,494
767,WP NN,1900
768,VBN -LRB-,275
769,-LRB- NN,13609
770,-RRB- VBZ,1580
771,NNS UH,59
772,UH VBP,46
773,VBG HYPH,674
774,CC _,370
775,VBP VBZ,4102
776,RB WDT,1593
777,VB ``,1615
778,`` CC,104
779,RP '',181
780,HYPH CC,2905
781,CC HYPH,1328
782,WDT NNP,9153
783,RP WRB,723
784,$ PRP,1
785,RP PRP,133
786,RP _SP,22
787,FW '',334
788,HYPH _,58
789,VBN VBP,3227
790,JJ XX,21
791,XX '',3
792,TO JJ,848
793,CD MD,3604
794,CD _SP,6969
795,VBD VBP,246
796,CD _,909
797,JJ :,12868
798,NNP WDT,16691
799,NNS XX,10
800,XX VBP,3
801,HYPH VBD,327
802,DT XX,74
803,NN WP$,1029
804,CC RBR,7320
805,NN RBR,5390
806,FW WP,13
807,VB HYPH,2596
808,WRB EX,4204
809,JJ POS,465
810,POS CC,1079
811,`` VBZ,271
812,CC TO,28215
813,RBR VBN,2434
814,-RRB- PRP,4924
815,CD JJR,1534
816,MD VBP,30
817,DT -LRB-,127
818,-LRB- JJ,1458
819,JJ -RRB-,478
820,-RRB- NN,1466
821,_SP .,11847
822,. HYPH,9721
823,`` WRB,256
824,CC WP$,534
825,VBN FW,102
826,JJ JJS,339
827,HYPH VB,1034
828,MD VBZ,57
829,DT WP,14968
830,VBZ VBZ,1854
831,DT CC,5671
832,VBZ VBP,547
833,VBP MD,2127
834,FW EX,13
835,VB $,26
836,CD TO,4029
837,TO RBR,360
838,RBR VB,720
839,HYPH HYPH,2
840,CC :,641
841,: VB,5333
842,XX _SP,13
843,NNS -LRB-,6462
844,-LRB- _SP,3
845,XX _,106
846,VBN VBD,1178
847,NNPS :,1746
848,MD _,2
849,_SP RBS,3
850,PRP$ CD,2100
851,VB VBZ,4696
852,VBZ VB,3352
853,VBP UH,242
854,: VBP,2035
855,FW XX,16
856,FW VBN,64
857,`` JJR,334
858,VB '',951
859,FW ``,32
860,'' FW,78
861,WDT PRP$,2948
862,'' TO,638
863,CC WRB,9491
864,IN JJR,22072
865,JJ PRP$,878
866,'' JJS,327
867,_SP WDT,75
868,XX DT,27
869,NNP JJS,26
870,POS RBS,796
871,NNP VB,10186
872,VBZ CC,5800
873,VBZ RP,7906
874,RP TO,2834
875,: NNS,3536
876,`` FW,296
877,CD PRP,1336
878,VBN VB,421
879,'' NNP,1676
880,`` _,1
881,PRP JJR,1903
882,UH NNP,9531
883,DT $,51
884,WP$ NN,3558
885,VBD WP,876
886,VBZ _SP,35
887,XX JJ,17
888,CD RBS,204
889,PRP$ VB,87
890,PRP$ _SP,11
891,-RRB- JJ,557
892,: _SP,50
893,CD VBP,2551
894,VBP :,3736
895,FW JJS,3
896,VBZ FW,93
897,NNPS DT,383
898,NNP ``,207
899,CC CC,776
900,WDT _SP,12
901,DT NFP,44
902,NFP _SP,17
903,: JJR,603
904,: VBZ,4026
905,JJS _SP,4
906,_SP '',7
907,WP DT,11947
908,NNS NNPS,206
909,NNPS CC,15243
910,VBN WP,1071
911,_SP RBR,10
912,UH JJ,86
913,NNP PRP$,539
914,VBZ _,18
915,XX CC,15
916,: TO,3984
917,LS VBG,25
918,", WDT",111616
919,VB FW,136
920,XX HYPH,5
921,HYPH RBS,19
922,XX POS,2
923,RB MD,11923
924,_SP JJS,4
925,'' '',57
926,DT WDT,4452
927,DT VB,3937
928,FW -LRB-,20
929,_SP SYM,2
930,SYM NN,684
931,PRP$ MD,28
932,JJ MD,3233
933,`` PRP$,68
934,CD FW,19
935,CC '',350
936,: CC,25748
937,MD POS,1
938,POS VBN,901
939,HYPH JJR,293
940,FW PRP$,49
941,VBD UH,131
942,-LRB- NNP,58364
943,FW VB,91
944,CC PDT,2795
945,VBD RBS,233
946,RB JJS,5486
947,PRP _SP,208
948,CC JJS,990
949,MD ``,97
950,CC WDT,12786
951,DT UH,161
952,XX XX,8
953,CC EX,8391
954,EX VB,769
955,NNS JJS,96
956,DT _,18
957,VBG JJR,5119
958,PRP$ WRB,2
959,CC -LRB-,186
960,-LRB- WDT,279
961,WDT -RRB-,6
962,-RRB- VBP,1061
963,JJ VB,935
964,NNP -RRB-,57134
965,-RRB- VBN,247
966,VBP JJS,473
967,RBS NN,122
968,RBS VBP,68
969,POS _SP,10
970,: VBG,3146
971,RB :,13104
972,RBS RB,3994
973,HYPH DT,1810
974,VBN $,14
975,VB :,6315
976,_SP HYPH,307
977,XX RB,8
978,NN NFP,510
979,NFP VBD,33
980,JJR VBD,74
981,WP IN,1541
982,`` -LRB-,32
983,-LRB- PRP,205
984,DT -RRB-,92
985,PRP$ DT,75
986,-LRB- DT,4618
987,"'' ,",6299
988,CD NFP,89
989,NFP NN,130
990,UH VBD,9
991,PRP$ IN,103
992,: WP,2667
993,`` TO,65
994,PDT PRP$,4086
995,VBP RBR,3380
996,'' -LRB-,402
997,-RRB- PRP$,155
998,NFP IN,579
999,DT EX,225
1000,MD FW,14
1001,CD '',558
1002,RP VBG,2631
1003,VBG WRB,1986
1004,RP _,26
1005,VBZ WP,8176
1006,WP PRP$,1484
1007,JJS CC,989
1008,DT TO,4044
1009,PRP$ RBS,878
1010,VBN JJR,3100
1011,VBD VBZ,741
1012,VBG RBS,87
1013,RBS HYPH,575
1014,VBN :,9462
1015,: JJ,6176
1016,HYPH _SP,210
1017,JJ NFP,161
1018,VBZ :,4432
1019,: :,232
1020,CC NFP,49
1021,NFP CC,725
1022,JJR HYPH,559
1023,JJ WDT,914
1024,VBP _,10
1025,JJR NNP,2167
1026,JJR PRP,272
1027,", TO",37636
1028,CC RBS,1227
1029,HYPH POS,1
1030,NFP VBZ,288
1031,RP WDT,238
1032,RBR VBP,202
1033,VB WDT,1796
1034,VBZ WDT,480
1035,SYM NNS,152
1036,IN NFP,132
1037,"PRP$ ,",87
1038,RBR HYPH,611
1039,WRB .,1108
1040,LS JJ,3
1041,VBD XX,2
1042,$ JJ,1
1043,NNS PDT,190
1044,$ IN,1
1045,$ NNS,1
1046,`` WP,108
1047,FW WDT,32
1048,VBP -LRB-,58
1049,VBD JJS,114
1050,RP JJR,553
1051,RP CD,987
1052,TO WDT,6863
1053,UH '',1791
1054,`` SYM,1
1055,SYM ``,3
1056,SYM VBD,3
1057,DT SYM,9
1058,SYM VBZ,23
1059,PRP -LRB-,64
1060,JJ SYM,253
1061,SYM MD,5
1062,-LRB- FW,62
1063,VBD :,2614
1064,MD CC,2258
1065,XX MD,7
1066,NNP XX,22
1067,IN :,2421
1068,IN LS,31
1069,LS _,3
1070,'' CD,408
1071,PRP WDT,1273
1072,CD XX,24
1073,FW MD,41
1074,XX JJS,1
1075,. IN,6234
1076,HYPH TO,734
1077,TO HYPH,89
1078,RB -LRB-,142
1079,-LRB- NNS,703
1080,-RRB- PDT,6
1081,PRP$ -LRB-,7
1082,VBP $,6
1083,_SP JJR,12
1084,JJR VBZ,336
1085,JJR VB,153
1086,PRP$ RBR,113
1087,: VBD,657
1088,`` RBS,19
1089,CD JJS,359
1090,PRP CD,844
1091,DT WRB,527
1092,CD UH,31
1093,: PRP$,1647
1094,: _,6827
1095,HYPH ADD,6
1096,ADD NN,51
1097,PRP :,5815
1098,TO VBZ,49
1099,WRB WDT,20
1100,VBG WP,2277
1101,RBR VBD,221
1102,RBR PRP$,58
1103,VB MD,990
1104,JJS VB,1155
1105,FW VBG,115
1106,FW .,2105
1107,JJR PRP$,60
1108,'' WP$,5
1109,VBZ MD,498
1110,JJ EX,324
1111,CC -RRB-,17
1112,-RRB- VBG,592
1113,FW :,80
1114,POS HYPH,80
1115,PRP$ VBD,14
1116,CC WP,9175
1117,`` PDT,9
1118,RBR DT,2011
1119,_SP -LRB-,66
1120,-LRB- RB,594
1121,IN -RRB-,46
1122,HYPH JJS,97
1123,JJS DT,1677
1124,UH CC,346
1125,TO WP,340
1126,_SP LS,3
1127,LS HYPH,120
1128,FW LS,1
1129,NNS LS,7
1130,JJR MD,477
1131,'' _SP,3
1132,_SP PDT,3
1133,", HYPH",17
1134,JJS VBG,325
1135,POS WRB,8
1136,VBG FW,79
1137,. _SP,795
1138,JJ UH,121
1139,VBG UH,91
1140,UH VBG,7
1141,NFP JJ,92
1142,WP VB,27
1143,RBR _SP,10
1144,MD UH,68
1145,RBR NN,551
1146,"CC ,",41064
1147,JJR :,376
1148,"WDT ,",13371
1149,", NNP",133148
1150,VB EX,726
1151,DT NNPS,33103
1152,NNPS VBZ,4426
1153,NNPS .,12322
1154,NNPS MD,3478
1155,-RRB- :,2609
1156,JJ -LRB-,385
1157,NNP -LRB-,14109
1158,NNP EX,1021
1159,CD -RRB-,7305
1160,", EX",23886
1161,", NNS",62549
1162,"-RRB- ,",5111
1163,-LRB- VBG,450
1164,-RRB- CC,3765
1165,WP NNP,3947
1166,POS CD,1645
1167,MD DT,9068
1168,EX RB,979
1169,", NNPS",1938
1170,NNPS NNP,11509
1171,VBG VBZ,2195
1172,: MD,3307
1173,RBR TO,386
1174,"NNPS ,",22684
1175,POS POS,3088
1176,POS VBG,1364
1177,", WP$",2375
1178,WP$ VBG,22
1179,PRP PDT,636
1180,RBR CC,3177
1181,'' POS,1435
1182,CD :,3436
1183,POS VBZ,2937
1184,", RBR",3796
1185,VBN PDT,1547
1186,NNP PDT,147
1187,CC NNPS,4699
1188,VBP VBD,1671
1189,VBP WP,2742
1190,. NN,1204
1191,", CD",30014
1192,IN NNPS,21746
1193,", :",152
1194,JJ WP,942
1195,CD WDT,3910
1196,NNP SYM,5107
1197,"JJS ,",3049
1198,. VBG,422
1199,MD PRP$,291
1200,"WRB ,",4699
1201,VBG VBP,468
1202,PRP WP,3142
1203,"WP ,",3558
1204,. NNP,4943
1205,RP WP,676
1206,VBG :,2764
1207,RBR RBR,12
1208,VBP WRB,2548
1209,VBZ PDT,2993
1210,VB UH,352
1211,". ,",689
1212,", FW",3606
1213,VBP EX,2464
1214,EX VBN,144
1215,NNPS TO,2170
1216,NN PDT,644
1217,NNPS NN,1351
1218,MD TO,4517
1219,: WRB,2588
1220,POS NNP,11071
1221,CD WP,285
1222,RB UH,1212
1223,"RBR ,",2733
1224,NNPS -LRB-,861
1225,PRP$ NNPS,298
1226,NNPS POS,7350
1227,NNPS VBD,4394
1228,WRB RBR,48
1229,RBR VBZ,632
1230,NNPS WDT,1474
1231,RB XX,18
1232,XX .,33
1233,", JJR",5394
1234,JJR NNPS,79
1235,", PDT",2680
1236,NNPS JJ,403
1237,TO JJR,100
1238,-RRB- -LRB-,1482
1239,-RRB- CD,1162
1240,-RRB- -RRB-,2731
1241,VBG MD,557
1242,: ``,1939
1243,"MD ,",13491
1244,: RBR,102
1245,NNPS VB,198
1246,UH TO,989
1247,CC UH,732
1248,WP JJ,1333
1249,-LRB- CD,2336
1250,-LRB- ``,146
1251,'' -RRB-,229
1252,WDT JJS,235
1253,HYPH VBZ,863
1254,UH _,207
1255,POS NNPS,2572
1256,VBN MD,3004
1257,WDT CC,275
1258,. JJ,961
1259,JJS NNP,1130
1260,DT RP,1080
1261,RP :,715
1262,PRP NNS,1685
1263,NN NNPS,374
1264,", RBS",978
1265,NNPS WP,1191
1266,CD SYM,5070
1267,SYM CD,5061
1268,VBP VBP,1318
1269,RB PDT,2162
1270,SYM JJ,306
1271,VBP RBS,1181
1272,RBS :,65
