,ngram,count
418,CD VBN IN,1149
419,PRP VBP NN,11119
420,"VBP NN ,",2202
421,"NN , NN",48618
422,", NN CC",26638
423,NN CC NN,137212
424,CC NN .,25043
425,WRB VBD PRP,315
426,VB DT .,4438
427,NN VBD PRP,1253
428,VBD PRP DT,1116
429,VB VBG .,744
430,VBG . _,11630
431,VBZ PRP VB,1636
432,VBZ EX DT,647
433,EX DT NN,514
434,DT NN VBG,17379
435,NN VBG DT,13719
436,WDT NN VBZ,3125
437,NN VBZ RBR,1223
438,VBZ RBR JJ,2694
439,RBR JJ IN,11109
440,JJ IN VBG,17005
441,IN VBG CC,5455
442,VBG CC NN,754
443,NN VBZ TO,21575
444,VBZ TO VB,72382
445,TO VB VBN,73860
446,VB VBN .,29815
447,VB RB .,9233
448,NN VBD CD,704
449,VBD CD NNS,1943
450,CD NNS IN,27138
451,VBZ DT NNS,10127
452,WRB POS NN,1
453,POS NN IN,28799
454,NN IN PRP$,78680
455,NN IN PRP,60972
456,PRP RB VBD,11396
457,RB VBD NN,1174
458,VBD NN .,920
459,"NN , UH",476
460,", NN VBZ",5703
461,PRP VBD NN,3087
462,VBD NN NN,602
463,PRP VBP NNP,6186
464,VBP NNP JJR,4
465,NNP JJR IN,143
466,IN NN RB,13444
467,PRP VBD RB,21392
468,VBD RB VB,9729
469,RB VB IN,56651
470,NN VBD RB,9798
471,VBD RB JJ,10813
472,UH VB PRP,913
473,TO VB RP,33819
474,VB RP DT,17049
475,RP DT NN,16459
476,RB IN JJ,30318
477,NN DT NNS,3969
478,NN IN VBG,103296
479,IN VBG NN,32302
480,VBG NN JJ,663
481,PRP VB RP,913
482,NN . -LRB-,92
483,. -LRB- CC,8
484,-LRB- CC VBD,4
485,CC VBD PRP,1309
486,NN . -RRB-,179
487,. -RRB- _,378
488,-RRB- _ _,17398
489,NN NN VBZ,34279
490,NN VBZ NN,8245
491,VBZ NN .,3366
492,TO VB PDT,4556
493,WP VBZ RB,5004
494,RB . :,54
495,. : PRP,2336
496,: PRP VBZ,7818
497,PRP VBZ PRP,3027
498,VBZ PRP .,1305
499,RP IN NN,4870
500,NN IN CD,45406
501,IN CD IN,10976
502,CD IN PRP$,3362
503,IN PRP$ JJ,64320
504,PRP$ JJ NNS,36179
505,VBN RP RB,2395
506,RP RB .,917
507,VBZ DT .,758
508,DT . :,4
509,. : RB,162
510,: RB JJ,593
511,VB IN IN,7923
512,IN IN PRP$,5468
513,JJR IN PRP$,656
514,PRP$ NN NN,10466
515,NN NN NN,30073
516,VBD IN PRP$,3778
517,PRP$ NN JJ,847
518,PRP$ NNS VBD,1458
519,NNS VBD PRP$,536
520,VBD PRP$ JJ,1541
521,DT JJR DT,484
522,JJR DT NN,549
523,"NN VBZ ,",7975
524,"VBZ , DT",1578
525,", DT RBR",987
526,DT RBR PRP,404
527,RBR PRP MD,153
528,MD VB .,9596
529,DT NN MD,52405
530,DT NN VBN,35716
531,NN VBN RP,3397
532,VBN RP .,3904
533,RP . _,8799
534,DT VBZ PRP$,2000
535,VBZ PRP$ JJR,12
536,PRP$ JJR NN,268
537,JJR NN .,5934
538,"RB VBG ,",2969
539,"VBG , DT",1012
540,", DT NN",109297
541,MD VB RBR,3998
542,VB RBR IN,1152
543,RBR IN DT,3441
544,NNP VBZ DT,29567
545,EX VBD JJ,1007
546,VBD JJ JJ,790
547,JJ JJ NNS,87376
548,NNS VBP IN,17755
549,VBP IN DT,84646
550,PRP$ NNS VBP,8549
551,DT NN JJ,10071
552,VBP VBG TO,9664
553,VB VBN JJ,6510
554,VBN JJ NN,12307
555,VB IN PRP$,13519
556,DT NNS RB,11376
557,NNS RB .,9217
558,PRP VBZ RBR,829
559,RBR JJ TO,2221
560,VBZ NNP .,535
561,JJ IN NN,27935
562,PRP VBZ TO,10072
563,VBP RB _SP,6
564,RB _SP VB,2
565,_SP VB _SP,4
566,VB _SP PRP$,2
567,_SP PRP$ NN,41
568,IN NN NN,69686
569,NN . :,7278
570,: UH .,26
571,WRB IN VBG,22
572,IN VBG DT,90019
573,VBP RB RB,27145
574,RB RB DT,13501
575,NN VBZ PRP,3824
576,PRP VBD CC,877
577,VBD CC VBD,888
578,CC VBD _SP,9
579,VBD _SP DT,2
580,_SP DT NN,873
581,IN NN IN,272163
582,MD VB NNS,10450
583,PRP VBD JJ,9657
584,VBD JJ IN,6047
585,WDT JJ JJ,466
586,VBP RB .,2351
587,WP VBP PRP,2722
588,JJR NN VBZ,1369
589,NNS VBD PRP,679
590,VBD PRP IN,4513
591,"NN VBD ,",1567
592,"VBD , DT",1928
593,", DT NNS",21637
594,DT NNS VBD,8084
595,NNS VBD RB,5069
596,NN VBD NNS,468
597,VBD NNS IN,3001
598,NNS IN NN,133595
599,NNS VBD .,629
600,VBD . _,7260
601,PRP VBD VBG,3883
602,RB VBD DT,7867
603,PRP RB JJ,4159
604,JJ IN NNP,18625
605,RB . PRP,931
606,PRP VBZ VBN,26387
607,VBZ VBN .,15258
608,RB CD IN,2465
609,CD IN JJ,1987
610,IN JJ NNS,256210
611,JJ NNS MD,26115
612,NNS MD VB,65947
613,RP . PRP,90
614,. PRP VBP,5975
615,VB JJ .,8619
616,VBD RB VBN,14539
617,RB VBN WRB,530
618,VBN WRB PRP,829
619,WRB PRP DT,101
620,PRP DT VBD,568
621,DT VBD .,86
622,VBZ PRP JJ,3264
623,PRP JJ TO,4942
624,VB IN NNP,15897
625,IN NNP CC,56034
626,NNP CC VB,3519
627,CC VB RB,2398
628,"VBD JJ ,",1627
629,"JJ , PRP",8553
630,IN PRP VBP,135318
631,PRP VBP NNS,6347
632,"VBP NNS ,",1798
633,"NNS , PRP$",2807
634,", PRP$ NNS",3327
635,NN VBG IN,11332
636,VBG IN PRP$,5773
637,IN PRP$ NNS,55973
638,VBD RB RB,7821
639,VB DT RB,9679
640,DT RB .,1276
641,PRP VB VBN,1344
642,NN VBD DT,7495
643,RB RB VB,23885
644,WRB MD PRP,3082
645,JJ NN DT,7420
646,CD CD NNS,9797
647,CD NNS DT,1584
648,NNS DT NN,7353
649,PRP$ NN POS,1569
650,NN POS NN,17068
651,WDT VBD RB,5001
652,"VBD RB ,",1580
653,"RB , DT",53250
654,UH VB RP,73
655,NN NN IN,97193
656,RB VB PRP,16570
657,"VB PRP ,",7419
658,", RB VB",2285
659,RB VB .,5483
660,JJS IN DT,5771
661,NNPS VBP NNS,145
662,VBP NNS RB,697
663,NNS RB IN,11360
664,RB IN NNS,13280
665,WP VBD PRP$,440
666,PRP$ JJ JJ,7854
667,VB IN .,2222
668,IN . _,12021
669,DT NN WP,2827
670,NN WP VBZ,4195
671,WP VBZ CD,74
672,VBZ CD NNS,1619
673,CD NNS JJR,550
674,NNS JJR IN,851
675,"JJ NN ,",206023
676,"NN , PRP",86768
677,VBZ PRP$ NN,8944
678,POS NN .,12319
679,VB NN JJR,390
680,NN JJR TO,183
681,RB RB IN,73035
682,RB IN PRP,25127
683,IN PRP MD,67239
684,PRP MD .,822
685,MD . _,1002
686,NNP VBZ RB,44239
687,JJ IN DT,138162
688,VBP RB VB,40149
689,RB VB VBG,5530
690,VB VBG IN,7290
691,PRP VBP PRP$,7104
692,VBP PRP$ NN,6425
693,MD VB VBG,13745
694,VB VBG RB,1685
695,VBG RB .,3183
696,NNS VBP VBG,14174
697,VBP VBG IN,22897
698,VBG IN VBG,2454
699,IN PRP VBD,34432
700,PRP VBD VBN,12363
701,"VBD VBN ,",3867
702,"VBN , PRP",8357
703,TO VB RB,47031
704,VB RB DT,5422
705,DT NN PRP,33878
706,NN PRP VBD,9719
707,PRP VBD .,2262
708,WRB VBZ NNP,180
709,VBZ NNP VBG,111
710,NNP VBG RB,502
711,NNS IN PRP$,28667
712,IN PRP$ JJR,350
713,JJR NN -RRB-,8
714,NN -RRB- .,648
715,-RRB- . _,6082
716,VB NN IN,57255
717,VBP VBN .,9319
718,VBP IN NNS,5443
719,IN NNS VBP,16231
720,VBP DT JJS,1657
721,NN VBZ RBS,301
722,VBZ RBS IN,44
723,RBS IN NN,196
724,VBD PRP TO,1346
725,PRP TO VB,37552
726,NN PRP MD,15363
727,RB VB WP,2205
728,VB WP PRP,3344
729,WP PRP VBD,4324
730,VB NN NN,10624
731,"UH , VB",221
732,", VB IN",3077
733,IN NN TO,38556
734,"MD VB ,",11260
735,"VB , WP",144
736,", WP PRP",2767
737,PRP VBD VBD,674
738,VBD VBD JJ,113
739,VBD JJ .,1811
740,POS NN VBD,1402
741,NN VBD JJ,3558
742,IN VBG .,1933
743,VBZ JJ NN,16015
744,VBZ NN HYPH,849
745,NN HYPH VBN,9255
746,HYPH VBN .,613
747,DT NN VB,4448
748,NN VB IN,2005
749,VBD PRP VBD,1034
750,PRP DT JJ,4309
751,JJ NN PRP,13867
752,VBZ RB IN,20302
753,RB IN IN,11308
754,IN IN PRP,16680
755,PRP VBG .,169
756,JJ NN VBD,12924
757,VBD IN PRP,7574
758,VBP PRP RB,8109
759,PRP RB VBN,595
760,RB VBN DT,19759
761,NN . PRP,6263
762,VBD PRP JJ,1207
763,PRP JJ IN,7261
764,JJ NN NN,86559
765,VB RB CC,4065
766,RB CC VB,3087
767,DT NN POS,16099
768,NN IN .,1007
769,WRB IN DT,380
770,VBG IN NNP,9808
771,IN NNP TO,7491
772,NNP TO VB,52552
773,TO VB NN,70388
774,VB NN JJ,1571
775,JJ NNS VBD,9110
776,VB PRP NN,1243
777,PRP NN TO,255
778,MD VB PRP$,14353
779,PRP$ NN WRB,565
780,MD VB CD,3393
781,VB CD NNS,3551
782,CD NNS TO,1913
783,NNS TO VB,73052
784,VB RB VBG,724
785,VBG DT NNP,22472
786,DT NNP POS,46861
787,NNP POS NN,63455
788,POS NN VB,123
789,NN VB PRP,497
790,VBP JJ IN,33393
791,JJ IN JJ,22046
792,NNP VBZ NN,3256
793,VBZ NN IN,17177
794,VB JJ CC,9248
795,JJ CC VB,2042
796,CC VB DT,19752
797,MD VB VBD,195
798,VB VBD PRP,39
799,VBD PRP RBR,86
800,PRP RBR .,116
801,RBR . _,2794
802,TO VB WRB,5531
803,VB WRB DT,2743
804,WRB DT NN,13067
805,CC NN VBP,4305
806,NN VBP JJ,4615
807,DT NNS VB,1285
808,NNS VB IN,811
809,VB IN RB,4294
810,IN RB RB,7370
811,"RB RB ,",29835
812,"RB , PRP",66929
813,WRB JJ .,428
814,VBZ NN CD,234
815,PRP VBD CD,1539
816,CD NNS RB,8044
817,MD VB NN,27236
818,VBP NN RB,726
819,JJ CC JJ,110616
820,CC JJ NNS,67137
821,VBZ VBN VBG,3650
822,VBN VBG RP,691
823,VBG RP IN,5209
824,VBD VBN IN,32026
825,VBN IN DT,259099
826,VBZ RB RB,39711
827,RB IN RB,4519
828,. PRP MD,4186
829,RB VBZ DT,19243
830,PRP VB WRB,390
831,VB WRB PRP,3045
832,VBD RB .,1190
833,VBP DT JJ,41631
834,JJ NNS RB,19050
835,EX VBP CD,3180
836,VBP CD NNS,3176
837,NNS . WRB,85
838,. WRB JJ,32
839,WRB JJ VBP,155
840,JJ VBP PRP,143
841,PRP . WRB,19
842,VBZ IN PRP,19210
843,NNS VBP JJ,16279
844,PRP VBN NNS,47
845,VBN NNS .,5829
846,NNS VBD IN,5208
847,NN NN CC,40277
848,NN CC RB,22461
849,CC RB PRP$,1363
850,RB PRP$ NN,3488
851,RB VB PRP$,8546
852,PRP$ NNS IN,31962
853,NNS IN VBG,32480
854,IN JJ IN,12858
855,"IN NN ,",151741
856,"NN , PRP$",5048
857,", PRP$ NN",9066
858,NNP MD RB,22522
859,RB VB CC,2423
860,VB CC VB,16770
861,DT NNS .,40598
862,PRP VBN NNP,16
863,VBN NNP NNP,2298
864,NNP NNP '',3456
865,NNP '' .,1646
866,'' . PRP,87
867,. PRP VBD,1482
868,JJ IN XX,2
869,IN XX PRP,2
870,XX PRP VBP,1
871,PRP VBP ``,331
872,VBP `` NNP,31
873,`` NNP NNP,1824
874,VBD RB ``,21
875,RB `` ``,2
876,`` `` UH,1
877,`` UH PRP,9
878,UH PRP VBP,92
879,NNP NNP PRP,3294
880,NNP PRP VBP,2964
881,PRP VBP '',313
882,VBP '' _,1
883,'' _ _,2725
884,WDT NN IN,1542
885,IN NN VBP,6960
886,JJ NN CC,106211
887,NN CC VB,19331
888,NN RB IN,21541
889,VBG IN NNS,8647
890,IN NNS VBZ,7427
891,NNS VBZ JJ,3988
892,IN PRP TO,11707
893,VBD RB CC,648
894,RB CC VBD,1068
895,CC VBD NN,694
896,RB IN VBG,17613
897,IN VBG PRP,8435
898,VBG PRP .,2683
899,PRP RB IN,5125
900,RB IN NN,35190
901,", IN NN",84454
902,", PRP MD",103739
903,IN DT NNP,676583
904,DT NNP _,325
905,"VB , PRP",3491
906,IN NN VBZ,29600
907,CD NNS JJ,1172
908,NNS JJ .,1579
909,RB VB TO,31994
910,VB TO .,95
911,TO . _,371
912,VB WRB TO,579
913,VBD IN JJ,3910
914,VBP PRP MD,7837
915,MD VB JJR,6175
916,VB JJR RB,100
917,JJR RB .,121
918,DT JJ RB,1918
919,NN VBD VBN,17216
920,VBN IN IN,13876
921,IN IN DT,54625
922,VBP VBG RB,6824
923,RB JJ DT,1998
924,JJ DT NNS,1016
925,IN NNS TO,8893
926,TO VB PRP$,46534
927,VB IN PDT,2182
928,IN PDT DT,30074
929,TO VB PRP,44618
930,VBP NNS IN,9978
931,VBZ VBN RB,13506
932,VBN RB IN,20765
933,NN VBD PDT,81
934,VBD PDT DT,800
935,PDT DT JJ,13451
936,JJ NN MD,32150
937,RB JJ PRP,685
938,JJ PRP VBZ,1855
939,PRP VBZ PRP$,4282
940,VBZ PRP$ NNS,1967
941,CC VB RP,2009
942,IN DT JJR,9740
943,DT JJR NN,14328
944,VBZ RB EX,16
945,RB EX DT,8
946,EX DT JJR,12
947,JJR NN TO,1479
948,VBZ VBG .,2145
949,UH VB IN,458
950,JJ . PRP,1005
951,VB RB RBR,2528
952,RB RBR .,941
953,JJ NN POS,2757
954,POS NN VBZ,8180
955,PRP VB VBG,495
956,VBD RB DT,4523
957,NN RB DT,1456
958,VB RB VBN,9262
959,WRB VBP RB,64
960,VBP RB PRP,221
961,RB PRP VB,121
962,VB RP PRP$,2933
963,RP PRP$ NN,2001
964,VB VBN DT,8499
965,WRB MD RB,73
966,MD RB PRP,99
967,VB . :,13
968,NN CC VBD,4783
969,CC VBD .,132
970,VB DT RBR,2404
971,DT RBR JJ,11323
972,RBR JJ NN,10899
973,PRP RB VB,8299
974,RB VB NNS,6877
975,VB NNS RBR,327
976,NNS RBR JJ,1185
977,RBR JJ .,4977
978,VBZ VBN CC,3971
979,VBN CC NN,741
980,CC NN VBZ,4678
981,VBD NN VBG,109
982,NN VBG PRP$,880
983,VBG PRP$ NN,10096
984,VBD PRP$ NNS,1770
985,"NNS , JJ",18761
986,", JJ NNS",21053
987,WRB VBZ PRP$,47
988,NN . VBD,17
989,. VBD RB,4
990,VBD RB PRP,132
991,WRB JJ IN,460
992,. : CD,29
993,: CD .,103
994,PRP . :,20
995,PRP VBZ CD,1590
996,VBZ CD CD,436
997,CD CD .,2743
998,EX MD VB,12004
999,NNP VBZ JJ,12945
1000,JJ IN NNS,13936
1001,VBP NN VBN,301
1002,NN VBN IN,55679
1003,VBP PRP VBD,909
1004,NN VBZ PRP$,2123
1005,NN JJ .,2866
1006,IN NN NNS,60558
1007,RB VB NN,14560
1008,VB NN RB,3504
1009,"NN , VBG",24863
1010,", VBG .",50
1011,VBZ RB PRP,205
1012,RB PRP RB,1324
1013,JJ . VB,20
1014,. VB IN,34
1015,IN NN JJR,421
1016,NN JJR .,400
1017,MD VB RP,10506
1018,RP IN CD,1416
1019,VB NNS VBG,1556
1020,NNS VBG RB,1613
1021,VBZ JJR .,179
1022,NNS MD PRP,517
1023,"RB , NN",6710
1024,VBZ JJ NNS,9848
1025,WP VBD IN,3506
1026,: PRP VBD,3242
1027,. VB PRP,227
1028,NN NN RB,7321
1029,RB VBN TO,7797
1030,VBN TO VB,60668
1031,VB NNS RB,2259
1032,PRP$ NN VBG,1123
1033,NN . VB,137
1034,PRP . NFP,8
1035,. NFP CD,7
1036,NFP CD NNS,1
1037,NN CC PRP$,7986
1038,CC PRP$ NNS,8486
1039,PRP$ NN TO,11873
1040,VB JJ NNS,41235
1041,VB NNS VB,585
1042,NNS VB .,253
1043,DT VBZ DT,40318
1044,VBP RB NN,1210
1045,RB NN CC,1180
1046,NN CC NNS,15290
1047,CC NNS .,15534
1048,RB VB VBN,41765
1049,VB VBN IN,120282
1050,VBZ PRP$ VBG,67
1051,PRP$ VBG RB,95
1052,PRP$ NN CC,17564
1053,NN CC PRP,16985
1054,VBZ VBN IN,55812
1055,IN DT JJS,13158
1056,DT JJS NNS,5981
1057,JJS NNS .,1290
1058,VB PRP WRB,998
1059,PRP WRB DT,402
