,ngram,count
202,PART SPACE,40
203,X SPACE,36
204,ADP INTJ,109
205,INTJ NOUN,339
206,SYM _,1
207,ADJ X,422
208,SYM PROPN,6061
209,ADP _,154
210,VERB SYM,119
211,SYM DET,42
212,PRON _,26
213,PART NUM,6288
214,PUNCT PART,50056
215,CCONJ _,370
216,SYM PRON,13
217,PART PRON,1179
218,NUM SPACE,6969
219,NUM _,909
220,CCONJ PART,28306
221,DET CCONJ,6695
222,NUM PART,4362
223,PUNCT SPACE,1148
224,VERB INTJ,1165
225,PART PART,5972
226,NUM PRON,1621
227,INTJ PROPN,9533
228,CCONJ AUX,956
229,CCONJ CCONJ,776
230,INTJ ADJ,110
231,X PART,109
232,SPACE SYM,2
233,NUM X,46
234,AUX PART,1
235,PRON SPACE,211
236,DET INTJ,184
237,DET _,19
238,NOUN AUX,7251
239,AUX X,1
240,PART _,31
241,DET PART,6494
242,SYM ADJ,308
243,SYM ADP,20
244,PUNCT SYM,46
245,SYM PUNCT,52
246,SYM VERB,57
247,PRON NUM,953
248,AUX ADP,1
249,NUM INTJ,31
250,INTJ CCONJ,346
251,ADJ INTJ,125
252,AUX INTJ,1
253,PROPN SYM,6116
254,PUNCT AUX,1186
255,PROPN AUX,4063
256,PART PROPN,14688
257,ADV INTJ,1216
258,ADV X,129
259,INTJ PART,991
260,CCONJ INTJ,732
261,INTJ _,207
262,DET AUX,2244
263,NUM SYM,5071
264,PRON INTJ,345
265,X NUM,69
266,ADJ AUX,161
267,INTJ SPACE,89
268,PROPN INTJ,145
269,INTJ DET,220
270,NUM AUX,124
271,INTJ INTJ,81
272,PRON X,36
273,PART SYM,15
274,VERB AUX,185
275,SYM ADV,6
276,PRON SYM,15
277,ADV SYM,34
278,PART INTJ,30
279,PART X,77
280,SYM SYM,2
281,X AUX,4
282,PART AUX,13
283,INTJ SYM,4
284,ADP AUX,16
285,INTJ X,39
286,X INTJ,20
287,SYM CCONJ,36
288,SYM X,4
289,AUX DET,1
290,SPACE AUX,3
291,SYM INTJ,2
292,AUX SPACE,1
