,english,spanish,en_pos,es_pos
10,But I believe we still have more progress to make there.,Pero creo que aún debemos lograr más avances a ese respecto.,CCONJ PRON VERB PRON ADV VERB ADJ NOUN PART VERB ADV PUNCT ,CCONJ VERB SCONJ ADV AUX VERB ADV NOUN ADP DET NOUN PUNCT 
11,Earlier on today we were debating the budget for next year and the difficulty of the European Union finding sufficient finance to fund the operation in Kosovo.,Hoy hemos debatido el presupuesto para el año próximo y la dificultad de la Unión Europea para conseguir fondos suficientes con vistas a financiar la operación en Kosovo.,ADV ADV NOUN PRON VERB VERB DET NOUN ADP ADJ NOUN CCONJ DET NOUN ADP DET PROPN PROPN VERB ADJ NOUN PART VERB DET NOUN ADP PROPN PUNCT ,ADV AUX VERB DET NOUN ADP DET NOUN ADJ CCONJ DET NOUN ADP DET PROPN PROPN ADP VERB NOUN ADJ ADP NOUN ADP VERB DET NOUN ADP PROPN PUNCT 
12,I therefore ask the Commission if it has done any analysis on what the cost would be if there was to be instability in Macedonia; and to what extent - to take him up on his last point - it is true that we need to ensure there is stability in Albania in order to maintain stability in FYROM.,"Así, pues, pregunto a la Comisión si ha hecho algún análisis del costo que entrañaría la inestabilidad en Macedonia, si la hubiere, y hasta qué punto es cierto -por tomarle la palabra respecto de su última observación- que debemos velar por que haya estabilidad en Albania para mantener la estabilidad en la ARYM.",PRON ADV VERB DET PROPN ADP PRON VERB VERB DET NOUN ADP PRON DET NOUN VERB VERB ADP ADV VERB PART VERB NOUN ADP PROPN PUNCT CCONJ PART DET NOUN PUNCT PART VERB PRON PART ADP DET ADJ NOUN PUNCT PRON VERB ADJ ADP PRON VERB PART VERB ADV VERB NOUN ADP PROPN ADP NOUN PART VERB NOUN ADP PROPN PUNCT ,ADV PUNCT SCONJ PUNCT VERB ADP DET PROPN SCONJ AUX VERB DET NOUN ADP NOUN PRON VERB DET NOUN ADP PROPN PUNCT SCONJ PRON VERB PUNCT CCONJ ADP DET NOUN AUX ADJ PUNCT VERB DET NOUN NOUN ADP DET ADJ NOUN PRON AUX VERB ADP SCONJ AUX NOUN ADP PROPN ADP VERB DET NOUN ADP DET PROPN PUNCT 
13,"What we should have learnt from the fairly grim experiences of the last few years in the Balkans is that it is much better to prevent instability by early political and economic action than to have to pay later on for the costs of instability knocking on into disaster, not just in one country but in several countries.","Lo que deberíamos haber aprendido de las experiencias, bastante nefastas, de los últimos años en los Balcanes es que es mucho mejor prevenir la inestabilidad mediante medidas políticas y económicas tempranas que haber de pagar después los costos de una inestabilidad que provoque desastres no sólo en un país, sino en varios países.",PRON PRON VERB VERB VERB ADP DET ADV ADJ NOUN ADP DET ADJ ADJ NOUN ADP DET PROPN VERB ADP PRON VERB ADV ADJ PART VERB NOUN ADP ADJ ADJ CCONJ ADJ NOUN ADP PART VERB PART VERB ADV ADV ADP DET NOUN ADP NOUN VERB ADP ADP NOUN PUNCT ADV ADV ADP NUM NOUN CCONJ ADP ADJ NOUN PUNCT ,DET PRON AUX AUX VERB ADP DET NOUN PUNCT ADV ADJ PUNCT ADP DET ADJ NOUN ADP DET PROPN AUX SCONJ AUX ADV ADJ VERB DET NOUN ADP NOUN ADJ CCONJ ADJ NOUN PRON AUX ADP VERB ADV DET NOUN ADP DET NOUN PRON VERB NOUN PART ADV ADP DET NOUN PUNCT CCONJ ADP DET NOUN PUNCT 
14,That is the story of the last few years.,Ésa es la historia de los últimos años.,DET VERB DET NOUN ADP DET ADJ ADJ NOUN PUNCT ,PRON AUX DET NOUN ADP DET ADJ NOUN PUNCT 
15,We talk a good deal about conflict prevention and crisis management.,Hablamos mucho de prevención de conflictos y gestión de crisis.,PRON VERB DET ADJ NOUN ADP NOUN NOUN CCONJ NOUN NOUN PUNCT ,VERB ADV ADP NOUN ADP NOUN CCONJ NOUN ADP NOUN PUNCT 
16,"If we want a very good indication of what would have been the benefits of conflict prevention, again we should look at the Balkans.","Si queremos una indicación muy buena de cuáles habrían sido los beneficios de la prevención de conflictos, debemos mirar una vez más a los Balcanes.",ADP PRON VERB DET ADV ADJ NOUN ADP PRON VERB VERB VERB DET NOUN ADP NOUN NOUN PUNCT ADV PRON VERB VERB ADP DET PROPN PUNCT ,SCONJ VERB DET NOUN ADV ADJ ADP PRON AUX AUX DET NOUN ADP DET NOUN ADP NOUN PUNCT AUX VERB DET NOUN ADV ADP DET PROPN PUNCT 
17,"I have no doubt at all that instability in Macedonia, Albania and Montenegro would have consequences for the whole region.","No me cabe la menor duda de que la inestabilidad en Macedonia, Albania y Montenegro tendría consecuencias para toda la región.",PRON VERB DET NOUN ADV ADV DET NOUN ADP PROPN PUNCT PROPN CCONJ PROPN VERB VERB NOUN ADP DET ADJ NOUN PUNCT ,ADV PRON VERB DET ADJ NOUN ADP SCONJ DET NOUN ADP PROPN PUNCT PROPN CCONJ PROPN VERB NOUN ADP DET DET NOUN PUNCT 
18,"I therefore want to see us in a position proactively to support capacity-building, to support economic and social development that, we hope, will prevent that instability.","Así, pues, quiero que nos encontremos en condiciones de apoyar de forma previsora la creación de capacidad y apoyar el desarrollo económico y social que prevenga -esperamos- esa inestabilidad.",PRON ADV VERB PART VERB PRON ADP DET NOUN ADV PART VERB NOUN PUNCT NOUN PUNCT PART VERB ADJ CCONJ ADJ NOUN DET PUNCT PRON VERB PUNCT VERB VERB DET NOUN PUNCT ,ADV PUNCT SCONJ PUNCT VERB SCONJ PRON VERB ADP NOUN ADP VERB ADP NOUN ADJ DET NOUN ADP NOUN CCONJ VERB DET NOUN ADJ CCONJ ADJ PRON VERB PUNCT DET NOUN PUNCT 
19,"At the risk of being suspected of reverting provocatively to earlier discussions in Parliament, I very much hope that the important programmes that we are trying to launch in the Balkans will not be held hostage as Parliament and the Council argue and disagree about funding for next year.","A riesgo de que se sospeche que me remito de forma provocativa a debates anteriores en el Parlamento, espero encarecidamente que, mientras el Parlamento y el Consejo discuten y discrepan sobre la financiación para el año próximo, no resulten rehenes los importantes programas que estamos intentando lanzar en los Balcanes.",ADP DET NOUN ADP VERB VERB ADP VERB ADV ADP ADJ NOUN ADP PROPN PUNCT PRON ADV ADV VERB ADP DET ADJ NOUN DET PRON VERB VERB PART VERB ADP DET PROPN VERB ADV VERB VERB NOUN ADP PROPN CCONJ DET PROPN VERB CCONJ VERB ADP VERB ADP ADJ NOUN PUNCT ,ADP NOUN ADP SCONJ PRON VERB SCONJ PRON VERB ADP NOUN ADJ ADP NOUN ADJ ADP DET PROPN PUNCT VERB ADV SCONJ PUNCT SCONJ DET PROPN CCONJ DET PROPN VERB CCONJ VERB ADP DET NOUN ADP DET NOUN ADJ PUNCT ADV AUX ADJ DET ADJ NOUN PRON AUX AUX VERB ADP DET PROPN PUNCT 
20,"I can understand what the constitutional arguments are, what the political arguments are; but try explaining them to somebody without a roof over their head in Kosovo; try explaining them to a pensioner who wants to receive welfare benefit in Montenegro; try explaining them to somebody in FYROM who thinks that the difficult steps that have been taken in that country in the last few years deserve rather more support from the European Union.","Entiendo los argumentos constitucionales, los argumentos políticos, pero inténtese explicarlos a alguien que carece de un techo sobre su cabeza en Kosovo, inténtese explicarlos a un pensionista que quiere recibir el subsidio social en Montenegro, inténtese explicarlos a alguien de la ARYM que piense que las difíciles medidas que se han adoptado en ese país en los últimos años merecen bastante más apoyo de la Unión Europea.",PRON VERB VERB PRON DET ADJ NOUN VERB PUNCT PRON DET ADJ NOUN VERB PUNCT CCONJ VERB VERB PRON ADP NOUN ADP DET NOUN ADP DET NOUN ADP PROPN PUNCT VERB VERB PRON ADP DET NOUN PRON VERB PART VERB NOUN NOUN ADP PROPN PUNCT VERB VERB PRON ADP NOUN ADP PROPN PRON VERB ADP DET ADJ NOUN DET VERB VERB VERB ADP DET NOUN ADP DET ADJ ADJ NOUN VERB ADV ADJ NOUN ADP DET PROPN PROPN PUNCT ,VERB DET NOUN ADJ PUNCT DET NOUN ADJ PUNCT CCONJ VERB NOUN ADP PRON PRON VERB ADP DET NOUN ADP DET NOUN ADP PROPN PUNCT VERB VERB ADP DET NOUN PRON VERB VERB DET NOUN ADJ ADP PROPN PUNCT VERB VERB ADP PRON ADP DET PROPN PRON VERB SCONJ DET ADJ NOUN PRON PRON AUX VERB ADP DET NOUN ADP DET ADJ NOUN VERB ADV ADV NOUN ADP DET PROPN PROPN PUNCT 
21,I understand that these political arguments rage.,Comprendo el enconamiento de esas disputas políticas.,PRON VERB ADP DET ADJ NOUN VERB PUNCT ,VERB DET NOUN ADP DET NOUN ADJ PUNCT 
22,I am sure they are way above the head of a mere Commissioner for External Relations; but I hope I do not find myself next year having to explain these complex constitutional issues to people on the ground in the Balkans or elsewhere in the world who are not getting the support they deserve.,"Estoy seguro de que está muy por encima de un simple Comisario de Asuntos Exteriores, pero espero que el año próximo no me vea obligado a explicar en el terreno esas complejas cuestiones constitucionales a personas de los Balcanes o de cualquier otra parte del mundo que no reciban el apoyo que merecen.",PRON VERB ADJ PRON VERB NOUN ADP DET NOUN ADP DET ADJ PROPN ADP PROPN PROPN PUNCT CCONJ PRON VERB PRON VERB ADV VERB PRON ADJ NOUN VERB PART VERB DET ADJ ADJ NOUN ADP NOUN ADP DET NOUN ADP DET PROPN CCONJ ADV ADP DET NOUN PRON VERB ADV VERB DET NOUN PRON VERB PUNCT ,AUX ADJ ADP SCONJ AUX ADV ADP ADV ADP DET ADJ PROPN ADP PROPN PROPN PUNCT CCONJ VERB SCONJ DET NOUN ADJ ADV PRON VERB ADJ ADP VERB ADP DET NOUN DET ADJ NOUN ADJ ADP NOUN ADP DET PROPN CCONJ ADP DET DET NOUN ADP NOUN PRON ADV VERB DET NOUN PRON VERB PUNCT 
23,We are grateful to Mr Patten for dedicating his time to this Parliament this afternoon.,Agradecemos al Sr. Patten la dedicación que ha tenido con el Parlamento esta tarde.,PRON VERB ADJ ADP PROPN PROPN ADP VERB DET NOUN ADP DET PROPN DET NOUN PUNCT ,VERB ADP PROPN PROPN DET NOUN PRON AUX VERB ADP DET PROPN DET NOUN PUNCT 
24,"Since the time allocated to Questions to Mr Patten has elapsed, Question Nos 44 to 47 will be replied to in writing.","Al haberse agotado el tiempo asignado al turno de preguntas dirigidas al Sr. Patten, las preguntas núms. 44 a 47 se contestarán por escrito.",ADP DET NOUN VERB ADP NOUN ADP PROPN PROPN VERB VERB PUNCT PROPN PROPN NUM ADP NUM VERB VERB VERB ADP ADP NOUN PUNCT ,ADP AUX VERB DET NOUN ADJ ADP NOUN ADP NOUN ADJ ADP PROPN PROPN PUNCT DET NOUN ADJ PUNCT NUM ADP NUM PRON VERB ADP NOUN PUNCT 
25,Question No 48 by (H-0677/99):,Pregunta nº 48 formulada por (H-0677/99):,NOUN NOUN NUM ADP PUNCT PROPN PUNCT PUNCT ,VERB ADP NUM ADJ ADP PUNCT PROPN PUNCT PUNCT 
26,"Subject: Gaming houses The Court of Justice has ruled that the organisation of games of chance is an economic activity constituting the provision of services and falling within the scope of the EC Treaty and that the measures adopted by a Member State with regard to the award of licences to open gaming houses must be proportionate and non-discriminatory (Case C275/92, Schindler). The Italian Government requires proof of effectiveness as a tourist attraction and of the sound financial standing of applicants.","Asunto: Locales de juego El Tribunal de Justicia ha reconocido que, en el ámbito de aplicación del Tratado CE, la organización de juegos de azar constituye una actividad económica de prestación de servicios, si bien con la precisión de que las disposiciones de los Estados miembros para autorizar la apertura de locales de juego deben ser proporcionadas y no discriminatorias (Asunto Schindler C-275/92).",NOUN PUNCT NOUN NOUN DET PROPN ADP PROPN VERB VERB ADP DET NOUN ADP NOUN ADP NOUN VERB DET ADJ NOUN VERB DET NOUN ADP NOUN CCONJ VERB ADP DET NOUN ADP DET PROPN PROPN CCONJ ADP DET NOUN VERB ADP DET PROPN PROPN ADP NOUN ADP DET NOUN ADP NOUN PART VERB NOUN NOUN VERB VERB ADJ CCONJ ADJ ADJ ADJ PUNCT NOUN PROPN PUNCT PROPN PUNCT PUNCT DET ADJ PROPN VERB NOUN ADP NOUN ADP DET NOUN NOUN CCONJ ADP DET ADJ ADJ NOUN ADP NOUN PUNCT ,NOUN PUNCT PROPN ADP NOUN DET PROPN ADP PROPN AUX VERB SCONJ PUNCT ADP DET NOUN ADP NOUN ADP PROPN PROPN PUNCT DET NOUN ADP NOUN ADP NOUN VERB DET NOUN ADJ ADP NOUN ADP NOUN PUNCT SCONJ ADV ADP DET NOUN ADP SCONJ DET NOUN ADP DET NOUN NOUN ADP VERB DET NOUN ADP NOUN ADP NOUN AUX AUX VERB CCONJ ADV ADJ PUNCT PROPN PROPN PROPN PUNCT PUNCT 
27,"It does not however define those criteria, which leads to arbitrary decision making in many cases. Up to now only four casinos have opened as the result of all the licences granted in Italy (in the United Kingdom there are 119 casinos and in Germany approximately 102).","El Gobierno italiano pretende que se comprueben la rentabilidad turística y la solidez del candidato, si bien no define dichos criterios, lo que puede teñir de arbitrariedad el procedimiento de toma de decisiones.",PRON VERB ADV ADV VERB DET NOUN PUNCT DET VERB ADP ADJ NOUN VERB ADP ADJ NOUN PUNCT ADP ADP ADV ADV NUM NOUN VERB VERB ADP DET NOUN ADP DET DET NOUN VERB ADP PROPN PUNCT ADP DET PROPN PROPN ADV VERB NUM NOUN CCONJ ADP PROPN ADV NUM PUNCT PUNCT ,DET PROPN ADJ VERB SCONJ PRON VERB DET NOUN ADJ CCONJ DET NOUN ADP NOUN PUNCT SCONJ ADV ADV VERB ADJ NOUN PUNCT DET PRON AUX VERB ADP NOUN DET NOUN ADP NOUN ADP NOUN PUNCT 
28,All the casinos are located in Northern Italy.,,DET DET NOUN VERB VERB ADP PROPN PROPN PUNCT ,
29,"This clearly leads to discrimination against the regions coming within Objective 1. In terms of tourist revenue and economic expansion, those regions could benefit greatly from the opening of gaming houses.","Todas las licencias concedidas hasta la fecha en Italia han permitido únicamente la apertura de cuatro casinos (frente a los 119 del Reino Unido y al aproximadamente 102 de Alemania), todos ellos situados en el Norte de Italia, lo que origina una discriminación evidente en detrimento de las regiones del objetivo 1, que podrían obtener importantes beneficios en términos de ingresos por turismo y de expansión económica con la apertura de locales de juego.",DET ADV VERB ADP NOUN ADP DET NOUN VERB ADP PROPN NUM PUNCT ADP NOUN ADP NOUN NOUN CCONJ ADJ NOUN PUNCT DET NOUN VERB VERB ADV ADP DET NOUN ADP VERB NOUN PUNCT ,DET DET NOUN ADJ ADP DET NOUN ADP PROPN AUX VERB ADV DET NOUN ADP NUM NOUN PUNCT NOUN ADP DET NUM ADP PROPN PROPN CCONJ ADP ADV NUM ADP PROPN PUNCT PUNCT DET PRON ADJ ADP DET PROPN ADP PROPN PUNCT DET PRON VERB DET NOUN ADJ ADP NOUN ADP DET NOUN ADP NOUN NUM PUNCT PRON AUX VERB ADJ NOUN ADP NOUN ADP NOUN ADP NOUN CCONJ ADP NOUN ADJ ADP DET NOUN ADP NOUN ADP NOUN PUNCT 
30,"Does the Commission believe that the conduct of the Italian Government amounts to an infringement of the Community rules against discrimination and on free competition, having regard in particular to Articles 12 and 86 of the Treaty?","¿No considera la Comisión que puede observarse en la conducta del Gobierno italiano un incumplimiento de la normativa comunitaria en materia de no-discriminación y de libre competencia, en especial con respecto a los artículos 12 y 86 del Tratado?",VERB DET PROPN VERB ADP DET NOUN ADP DET ADJ PROPN VERB ADP DET NOUN ADP DET PROPN NOUN ADP NOUN CCONJ ADP ADJ NOUN PUNCT VERB NOUN ADP ADJ ADP NOUN NUM CCONJ NUM ADP DET PROPN PUNCT ,PUNCT ADV VERB DET PROPN PRON AUX VERB ADP DET NOUN ADP PROPN ADJ DET NOUN ADP DET NOUN ADJ ADP NOUN ADP ADV PUNCT NOUN CCONJ ADP ADJ NOUN PUNCT ADP ADJ ADP NOUN ADP DET NOUN NUM CCONJ NUM ADP PROPN PUNCT 
31,The Commission considers that the position of the Court of Justice is clear as far as the special rights in the games of chance sector are concerned.,La Comisión considera que la posición del Tribunal de Justicia es clara en lo referente a los derechos especiales en el sector de los juegos de azar.,DET PROPN VERB ADP DET NOUN ADP DET PROPN ADP PROPN VERB ADJ ADV ADV ADP DET ADJ NOUN ADP DET NOUN ADP NOUN NOUN VERB VERB PUNCT ,DET PROPN VERB SCONJ DET NOUN ADP PROPN ADP PROPN AUX ADJ ADP DET ADJ ADP DET NOUN ADJ ADP DET NOUN ADP DET NOUN ADP NOUN PUNCT 
32,"The Court recently confirmed that, even if a Member State authorises games of chance, it still has the power to impose limits on the availability of these games and this is in consideration of public interest objectives, such as controlling the desire to play games of chance, the prevention of fraud or crimes occurring and using the profits thus obtained in the public interest.","Recientemente el Tribunal ha confirmado que, aunque un Estado miembro autorice los juegos de azar, el mismo tiene la facultad de poner límites a la oferta di dichos juegos y ello en consideración a los objetivos de interés público como el control del deseo de jugar, la prevención de los fraudes o de los delitos y el empleo de los beneficios obtenidos para fines de interés público.",DET PROPN ADV VERB ADP PUNCT ADV ADP DET PROPN PROPN VERB NOUN ADP NOUN PUNCT PRON ADV VERB DET NOUN PART VERB NOUN ADP DET NOUN ADP DET NOUN CCONJ DET VERB ADP NOUN ADP ADJ NOUN NOUN PUNCT ADJ ADP VERB DET NOUN PART VERB NOUN ADP NOUN PUNCT DET NOUN ADP NOUN CCONJ NOUN VERB CCONJ VERB DET NOUN ADV VERB ADP DET ADJ NOUN PUNCT ,ADV DET PROPN AUX VERB SCONJ PUNCT SCONJ DET PROPN NOUN VERB DET NOUN ADP NOUN PUNCT DET PRON VERB DET NOUN ADP VERB NOUN ADP DET NOUN NOUN ADJ NOUN CCONJ PRON ADP NOUN ADP DET NOUN ADP NOUN ADJ SCONJ DET NOUN ADP NOUN ADP VERB PUNCT DET NOUN ADP DET NOUN CCONJ ADP DET NOUN CCONJ DET NOUN ADP DET NOUN ADJ ADP NOUN ADP NOUN ADJ PUNCT 
33,Each Member State has the power to determine the extent of protection in its territory as regards games of chance.,Cada Estado miembro tiene la facultad de establecer el alcance de la protección que hay que conceder en su territorio respecto a los juegos de azar.,DET PROPN PROPN VERB DET NOUN PART VERB DET NOUN ADP NOUN ADP DET NOUN ADP VERB NOUN ADP NOUN PUNCT ,DET PROPN NOUN VERB DET NOUN ADP VERB DET NOUN ADP DET NOUN PRON AUX SCONJ VERB ADP DET NOUN NOUN ADP DET NOUN ADP NOUN PUNCT 
34,"The Commission is therefore unable to object to the fact that currently in Italy, only four gaming houses have been authorised and that they are located in Northern Italy, since there is nothing that leads us to believe that foreign businesses are being discriminated against, with regard to national businesses.","La Comisión, por lo tanto, no puede deplorar ni el hecho de que actualmente en Italia estén autorizados solo cuatro casinos ni que todos ellos estén situados en el norte de Italia, porque no existen datos que demuestren que las empresas extranjeras sufren una discriminación respecto a las nacionales.",DET PROPN VERB ADV ADJ PART VERB ADP DET NOUN ADP ADV ADP PROPN PUNCT ADV NUM NOUN NOUN VERB VERB VERB CCONJ ADP PRON VERB VERB ADP PROPN PROPN PUNCT ADP ADV VERB NOUN DET VERB PRON PART VERB ADP ADJ NOUN VERB VERB VERB ADP PUNCT ADP NOUN ADP ADJ NOUN PUNCT ,DET PROPN PUNCT ADP DET NOUN PUNCT ADV AUX VERB ADV DET NOUN ADP SCONJ ADV ADP PROPN AUX ADJ ADV NUM NOUN CCONJ SCONJ DET PRON AUX ADJ ADP DET NOUN ADP PROPN PUNCT SCONJ ADV VERB NOUN PRON VERB SCONJ DET NOUN ADJ VERB DET NOUN NOUN ADP DET ADJ PUNCT 
35,"Commissioner, I believe that this issue holds particular importance within the Member State because the Italian Government' s attitude is not fair but clearly discriminatory.","Señor Comisario, considero que el tema reviste una gran importancia dentro del Estado miembro porque la actitud adoptada por el Gobierno italiano no es justa sino discriminatoria.",NOUN PUNCT PRON VERB ADP DET NOUN VERB ADJ NOUN ADP DET PROPN PROPN ADP DET ADJ PROPN PART NOUN NOUN VERB ADV ADJ CCONJ ADV ADJ PUNCT ,NOUN PROPN PUNCT VERB SCONJ DET NOUN VERB DET ADJ NOUN ADV ADP PROPN NOUN SCONJ DET NOUN ADJ ADP DET PROPN ADJ ADV AUX ADJ CCONJ ADJ PUNCT 
36,"Recently, the Italian Government denied the request made by a clearly tourist-oriented local authority, Taormina, to establish a gaming house and, at the same time, it authorised Venice casino to open a branch in Mestre.","Recientemente el Gobierno italiano ha rechazado la solicitud de un ayuntamiento con una clara vocación turística, Taormina, de abrir un casino y, al mismo tiempo, ha autorizado el casino de Venecia a abrir una sucursal en Mestre.",ADV PUNCT DET ADJ PROPN VERB DET NOUN VERB ADP DET ADV NOUN PUNCT VERB ADJ NOUN PUNCT PROPN PUNCT PART VERB DET NOUN NOUN CCONJ PUNCT ADP DET ADJ NOUN PUNCT PRON VERB PROPN NOUN PART VERB DET NOUN ADP PROPN PUNCT ,ADV DET PROPN ADJ AUX VERB DET NOUN ADP DET NOUN ADP DET ADJ NOUN ADJ PUNCT PROPN PUNCT ADP VERB DET NOUN CCONJ PUNCT ADP DET NOUN PUNCT AUX VERB DET NOUN ADP PROPN ADP VERB DET NOUN ADP PROPN PUNCT 
