,incorrect_trigram_poss,correct_trigram_poss,count
323,ADV NOUN ADJ,DET NOUN ADJ,3
324,ADV NOUN ADP,ADJ NOUN ADP,3
949,PUNCT ADV PRON,PUNCT ADV PRON,3
346,ADV PRON VERB,DET NOUN PRON,3
383,ADV PUNCT _,ADJ PUNCT _,3
915,PROPN PUNCT DET,NOUN PUNCT DET,3
474,DET NOUN CCONJ,ADP NOUN CCONJ,3
911,PROPN PUNCT ADV,NOUN PUNCT ADV,3
881,PROPN ADP DET,NOUN ADP DET,3
1099,VERB DET ADP,VERB DET ADP,3
874,PRON PRON VERB,ADP PRON VERB,3
461,DET NOUN ADP,VERB DET NOUN,3
464,DET NOUN ADV,DET NOUN ADV,3
468,DET NOUN ADV,NOUN ADV PUNCT,3
1097,VERB DET ADP,PART VERB DET,3
349,ADV PRON VERB,INTJ PUNCT ADP,3
1159,VERB PART DET,VERB PART DET,3
6,ADJ ADP DET,VERB ADP DET,3
1172,VERB PUNCT ADV,VERB PUNCT ADV,3
109,ADP DET NOUN,DET NOUN DET,3
110,ADP DET NOUN,DET NOUN NOUN,3
95,ADP DET NOUN,ADV DET NOUN,3
53,ADJ VERB PUNCT,ADV VERB PUNCT,3
1206,VERB PUNCT _,VERB PART PUNCT,3
107,ADP DET NOUN,DET NOUN ADV,3
129,ADP DET NOUN,PUNCT _ _,3
1124,VERB DET NOUN,CCONJ PUNCT ADP,3
904,PROPN PROPN PUNCT,NOUN NOUN PUNCT,2
407,CCONJ PRON VERB,PRON VERB VERB,2
418,DET DET NOUN,DET NOUN CCONJ,2
404,CCONJ PRON VERB,PRON CCONJ PRON,2
1143,VERB DET NOUN,VERB PART VERB,2
908,PROPN PUNCT ADP,DET PROPN PUNCT,2
898,PROPN NOUN ADP,NOUN NOUN ADP,2
909,PROPN PUNCT ADP,PUNCT ADP DET,2
416,DET DET NOUN,DET DET NOUN,2
399,CCONJ PRON VERB,ADP PRON VERB,2
1142,VERB DET NOUN,VERB PART DET,2
419,DET DET NOUN,DET NOUN PUNCT,2
87,ADP DET NOUN,ADP DET NOUN,2
894,PROPN DET PROPN,NOUN PUNCT PUNCT,2
892,PROPN DET NOUN,PRON PUNCT PROPN,2
425,DET DET NOUN,PRON DET DET,2
426,DET DET NOUN,VERB DET DET,2
1145,VERB DET NOUN,VERB PUNCT ADP,2
438,DET NOUN ADP,ADP NOUN ADP,2
443,DET NOUN ADP,DET NOUN CCONJ,2
446,DET NOUN ADP,NOUN ADP NOUN,2
869,PRON PART VERB,PART VERB DET,2
72,ADP ADV PRON,PRON VERB ADV,2
866,PRON NOUN VERB,DET NOUN VERB,2
460,DET NOUN ADP,VERB ADP DET,2
1156,VERB DET VERB,PROPN DET VERB,2
469,DET NOUN ADV,PART DET NOUN,2
913,PROPN PUNCT CCONJ,NOUN PUNCT CCONJ,2
150,ADP NOUN ADP,ADP DET NOUN,2
919,PROPN PUNCT PRON,ADV PUNCT PRON,2
327,ADV NOUN PUNCT,ADJ NOUN PUNCT,2
983,PUNCT _ _,ADP PRON PUNCT,2
981,PUNCT _ _,ADP DET NOUN,2
301,ADV ADP PRON,ADP PRON VERB,2
309,ADV ADV ADJ,PRON VERB ADV,2
310,ADV ADV PRON,ADJ PUNCT ADV,2
972,PUNCT PUNCT DET,ADP DET NOUN,2
100,ADP DET NOUN,CCONJ ADP DET,2
316,ADV DET NOUN,ADV DET NOUN,2
966,PUNCT NOUN PUNCT,NOUN PUNCT NOUN,2
99,ADP DET NOUN,ADV VERB DET,2
98,ADP DET NOUN,ADV PUNCT _,2
97,ADP DET NOUN,ADV PUNCT NOUN,2
325,ADV NOUN ADP,DET NOUN ADP,2
960,PUNCT DET VERB,ADV PUNCT DET,2
382,ADV PUNCT PRON,PUNCT PRON VERB,2
332,ADV NOUN VERB,ADP NOUN VERB,2
952,PUNCT ADV PUNCT,VERB PUNCT ADV,2
96,ADP DET NOUN,ADV PRON VERB,2
345,ADV PRON VERB,CCONJ PRON VERB,2
351,ADV PRON VERB,PRON ADV VERB,2
352,ADV PRON VERB,PRON PRON VERB,2
353,ADV PRON VERB,PRON VERB ADV,2
363,ADV PUNCT CCONJ,DET NOUN PUNCT,2
365,ADV PUNCT DET,CCONJ PUNCT ADV,2
934,PUNCT ADP NOUN,PUNCT ADP NOUN,2
369,ADV PUNCT DET,PUNCT DET VERB,2
926,PROPN PUNCT VERB,NOUN PUNCT VERB,2
381,ADV PUNCT PRON,PRON PUNCT PROPN,2
378,ADV PUNCT PRON,CCONJ PUNCT ADV,2
479,DET NOUN CCONJ,NOUN CCONJ ADV,2
476,DET NOUN CCONJ,DET NOUN CCONJ,2
1201,VERB PUNCT VERB,VERB PUNCT VERB,2
1184,VERB PUNCT NOUN,VERB VERB PUNCT,2
756,NOUN DET NOUN,DET PUNCT ADP,2
618,DET VERB PUNCT,PRON VERB PUNCT,2
1189,VERB PUNCT PRON,PART VERB PUNCT,2
748,NOUN CCONJ PRON,DET NOUN CCONJ,2
1192,VERB PUNCT PRON,VERB VERB PUNCT,2
632,NOUN ADJ PUNCT,NOUN ADJ PUNCT,2
634,NOUN ADJ PUNCT,PUNCT NOUN ADJ,2
640,NOUN ADP ADJ,VERB ADP ADJ,2
731,NOUN ADP VERB,DET NOUN ADP,2
647,NOUN ADP ADV,PRON PUNCT ADV,2
724,NOUN ADP PROPN,PROPN PART NOUN,2
723,NOUN ADP PROPN,PROPN ADP PROPN,2
721,NOUN ADP PROPN,NOUN PUNCT NUM,2
15,ADJ DET ADJ,DET ADJ NOUN,2
290,ADV ADP DET,VERB ADP DET,2
663,NOUN ADP DET,NOUN NOUN PUNCT,2
12,ADJ ADP VERB,ADV ADP VERB,2
11,ADJ ADP PROPN,DET NOUN ADP,2
715,NOUN ADP PRON,VERB ADP PRON,2
670,NOUN ADP DET,PROPN ADP DET,2
675,NOUN ADP NOUN,ADJ PUNCT NOUN,2
677,NOUN ADP NOUN,ADV ADP NOUN,2
679,NOUN ADP NOUN,CCONJ PUNCT ADV,2
709,NOUN ADP PRON,NOUN DET PRON,2
4,ADJ ADP DET,ADV ADP DET,2
2,ADJ ADP DET,ADJ ADP DET,2
688,NOUN ADP NOUN,NOUN PUNCT DET,2
691,NOUN ADP NOUN,PART VERB ADP,2
699,NOUN ADP PRON,ADJ ADP PRON,2
603,DET VERB ADP,DET VERB ADP,2
592,DET PRON VERB,CCONJ PRON VERB,2
34,ADJ PUNCT PRON,VERB PUNCT PRON,2
783,NOUN PUNCT ADP,PART VERB PUNCT,2
484,DET NOUN CCONJ,PRON DET NOUN,2
488,DET NOUN DET,DET ADJ VERB,2
1164,VERB PUNCT ADP,VERB PUNCT ADP,2
495,DET NOUN NOUN,ADJ NOUN CCONJ,2
509,DET NOUN NOUN,VERB DET NOUN,2
515,DET NOUN PRON,ADJ NOUN PRON,2
516,DET NOUN PRON,ADP DET NOUN,2
829,NUM NOUN ADV,ADP NUM NOUN,2
521,DET NOUN PRON,DET NOUN PRON,2
817,NOUN PUNCT VERB,NOUN PUNCT VERB,2
535,DET NOUN PUNCT,DET NOUN ADP,2
52,ADJ VERB PART,ADJ PUNCT PRON,2
539,DET NOUN PUNCT,NOUN PUNCT ADP,2
542,DET NOUN PUNCT,NOUN PUNCT DET,2
811,NOUN PUNCT PUNCT,PUNCT PUNCT ADP,2
1175,VERB PUNCT CCONJ,VERB PUNCT CCONJ,2
549,DET NOUN PUNCT,NUM NOUN PUNCT,2
809,NOUN PUNCT PUNCT,NOUN PUNCT PUNCT,2
808,NOUN PUNCT PUNCT,DET NOUN PUNCT,2
804,NOUN PUNCT DET,PROPN PUNCT DET,2
557,DET NOUN PUNCT,VERB DET NOUN,2
44,ADJ PUNCT _,VERB PUNCT _,2
562,DET NOUN VERB,ADV VERB DET,2
798,NOUN PUNCT ADV,VERB PUNCT ADV,2
568,DET NOUN VERB,NOUN PUNCT DET,2
41,ADJ PUNCT _,NOUN PUNCT _,2
39,ADJ PUNCT _,ADV PUNCT _,2
790,NOUN PUNCT ADV,ADV PUNCT ADV,2
787,NOUN PUNCT ADP,VERB PUNCT ADP,2
101,ADP DET NOUN,CCONJ DET NOUN,2
697,NOUN ADP NUM,NOUN ADP NUM,2
1002,VERB ADP DET,ADJ PUNCT VERB,2
232,ADP PROPN PROPN,PROPN PROPN CCONJ,2
998,VERB ADP ADV,VERB ADP ADV,2
209,ADP NUM NOUN,ADP DET NUM,2
104,ADP DET NOUN,DET ADJ NOUN,2
1117,VERB DET NOUN,ADP DET NOUN,2
272,ADV ADJ PUNCT,ADJ PUNCT CCONJ,2
1020,VERB ADP DET,VERB VERB PRON,2
222,ADP PART VERB,PART VERB PRON,2
1085,VERB DET ADJ,DET ADJ NOUN,2
128,ADP DET NOUN,PRON VERB ADV,2
1017,VERB ADP DET,VERB PART ADP,2
1076,VERB ADV PUNCT,VERB VERB ADV,2
179,ADP NOUN NOUN,NOUN NOUN PUNCT,2
234,ADP PROPN PUNCT,PROPN PUNCT _,2
178,ADP NOUN NOUN,DET NOUN NOUN,2
140,ADP DET PRON,CCONJ ADP DET,2
201,ADP NOUN PUNCT,VERB NOUN PUNCT,2
1129,VERB DET NOUN,DET VERB DET,2
1118,VERB DET NOUN,ADP DET VERB,2
198,ADP NOUN PUNCT,NOUN PUNCT _,2
1127,VERB DET NOUN,DET NOUN PRON,2
1120,VERB DET NOUN,ADV DET NOUN,2
258,ADV ADJ ADP,NOUN PUNCT ADP,2
1063,VERB ADV ADP,ADV VERB ADP,2
259,ADV ADJ ADP,PRON ADV ADJ,2
1022,VERB ADP NOUN,CCONJ VERB ADP,2
194,ADP NOUN PUNCT,INTJ PUNCT ADP,2
288,ADV ADP DET,PRON ADV ADP,2
1051,VERB ADP PRON,VERB VERB ADP,2
119,ADP DET NOUN,NOUN VERB VERB,2
1050,VERB ADP PRON,VERB PRON PUNCT,2
239,ADP VERB ADP,VERB ADP DET,2
210,ADP NUM NOUN,NUM NOUN ADP,2
992,VERB ADP ADJ,VERB ADJ NOUN,2
158,ADP NOUN ADP,NOUN ADP NOUN,2
103,ADP DET NOUN,CCONJ PUNCT PRON,2
149,ADP NOUN ADP,ADP ADP DET,2
1033,VERB ADP NOUN,VERB NOUN PUNCT,2
1123,VERB DET NOUN,ADV VERB DET,2
281,ADV ADP DET,ADJ ADP DET,2
1094,VERB DET ADJ,VERB PART DET,2
1121,VERB DET NOUN,ADV PUNCT ADP,2
797,NOUN PUNCT ADV,PROPN VERB ADV,1
778,NOUN PUNCT ADP,ADP NOUN PUNCT,1
1110,VERB DET DET,DET VERB DET,1
777,NOUN PROPN PUNCT,PROPN NOUN PUNCT,1
795,NOUN PUNCT ADV,NOUN PUNCT PUNCT,1
1065,VERB ADV ADP,VERB ADJ ADP,1
776,NOUN PROPN PUNCT,NOUN PROPN PUNCT,1
794,NOUN PUNCT ADV,NOUN PUNCT PRON,1
775,NOUN PRON PUNCT,VERB PRON PUNCT,1
799,NOUN PUNCT DET,DET NOUN ADP,1
796,NOUN PUNCT ADV,PROPN PUNCT ADV,1
785,NOUN PUNCT ADP,PUNCT ADP PRON,1
1070,VERB ADV PUNCT,ADP DET PUNCT,1
780,NOUN PUNCT ADP,DET PUNCT ADP,1
786,NOUN PUNCT ADP,PUNCT ADP PROPN,1
1069,VERB ADV ADP,VERB VERB VERB,1
788,NOUN PUNCT ADV,ADJ NOUN PUNCT,1
1109,VERB DET DET,ADP NOUN ADP,1
1178,VERB PUNCT DET,VERB ADP PUNCT,1
789,NOUN PUNCT ADV,ADV ADJ PUNCT,1
1068,VERB ADV ADP,VERB PROPN ADV,1
1181,VERB PUNCT INTJ,VERB VERB PUNCT,1
1183,VERB PUNCT NOUN,NOUN PUNCT NOUN,1
1180,VERB PUNCT INTJ,VERB PUNCT INTJ,1
781,NOUN PUNCT ADP,NOUN NOUN PUNCT,1
1067,VERB ADV ADP,VERB ADV PUNCT,1
793,NOUN PUNCT ADV,NOUN PUNCT CCONJ,1
1179,VERB PUNCT DET,VERB PUNCT DET,1
1182,VERB PUNCT NOUN,DET VERB PUNCT,1
990,VERB ADP ADJ,ADV ADP ADJ,1
810,NOUN PUNCT PUNCT,PROPN PUNCT PUNCT,1
1177,VERB PUNCT DET,ADJ PUNCT DET,1
1169,VERB PUNCT ADV,PART VERB PUNCT,1
818,NOUN PUNCT VERB,PART VERB PUNCT,1
819,NOUN PUNCT VERB,PUNCT VERB PUNCT,1
820,NUM ADP NOUN,NOUN ADP NOUN,1
821,NUM NOUN ADJ,ADJ PUNCT ADJ,1
822,NUM NOUN ADJ,NUM NOUN ADJ,1
823,NUM NOUN ADJ,NUM PUNCT NOUN,1
824,NUM NOUN ADP,ADJ NOUN ADP,1
825,NUM NOUN ADP,ADP NUM NOUN,1
826,NUM NOUN ADP,ADP VERB PRON,1
1168,VERB PUNCT ADV,ADV PUNCT ADV,1
802,NOUN PUNCT DET,NOUN PUNCT ADV,1
827,NUM NOUN ADP,DET NOUN ADP,1
828,NUM NOUN ADP,NUM PUNCT NOUN,1
1052,VERB ADP PRON,VERB VERB VERB,1
830,NUM NOUN ADV,CCONJ NUM NOUN,1
1167,VERB PUNCT ADV,ADJ PUNCT ADV,1
831,NUM NOUN CCONJ,ADP NUM NOUN,1
832,NUM NOUN NOUN,NUM NOUN CCONJ,1
833,NUM NOUN NOUN,NUM NOUN NOUN,1
1049,VERB ADP PRON,VERB DET NOUN,1
1053,VERB ADP PROPN,ADP PROPN PUNCT,1
816,NOUN PUNCT VERB,NOUN PUNCT NOUN,1
1112,VERB DET DET,PART VERB DET,1
1055,VERB ADP PROPN,PRON VERB ADP,1
1064,VERB ADV ADP,PRON VERB VERB,1
1062,VERB ADV ADP,ADP ADP PRON,1
805,NOUN PUNCT DET,PUNCT DET VERB,1
806,NOUN PUNCT NOUN,NOUN CCONJ NOUN,1
1176,VERB PUNCT CCONJ,VERB VERB PUNCT,1
1061,VERB ADP VERB,VERB PART VERB,1
774,NOUN PRON PART,VERB PRON PART,1
1060,VERB ADP VERB,ADJ ADP VERB,1
1174,VERB PUNCT CCONJ,PART VERB PUNCT,1
1059,VERB ADP PUNCT,VERB VERB ADP,1
1058,VERB ADP PUNCT,VERB PART PUNCT,1
812,NOUN PUNCT PUNCT,VERB NOUN PUNCT,1
813,NOUN PUNCT VERB,ADP DET NOUN,1
1057,VERB ADP PUNCT,PRON VERB ADP,1
1171,VERB PUNCT ADV,PROPN VERB ADV,1
1170,VERB PUNCT ADV,PRON VERB PUNCT,1
1111,VERB DET DET,NUM PUNCT VERB,1
814,NOUN PUNCT VERB,CCONJ NOUN PUNCT,1
815,NOUN PUNCT VERB,DET NOUN PUNCT,1
1071,VERB ADV PUNCT,ADV PUNCT INTJ,1
1072,VERB ADV PUNCT,ADV VERB ADV,1
773,NOUN PRON CCONJ,VERB PRON CCONJ,1
730,NOUN ADP VERB,ADV ADP VERB,1
1106,VERB DET CCONJ,DET NOUN ADP,1
716,NOUN ADP PROPN,ADJ NOUN PUNCT,1
717,NOUN ADP PROPN,ADP PROPN CCONJ,1
1107,VERB DET DET,ADJ DET DET,1
1088,VERB DET ADJ,NOUN DET ADJ,1
1202,VERB PUNCT VERB,VERB VERB PUNCT,1
1087,VERB DET ADJ,DET VERB DET,1
1086,VERB DET ADJ,DET PRON VERB,1
720,NOUN ADP PROPN,NOUN NOUN NOUN,1
1200,VERB PUNCT VERB,PART VERB PUNCT,1
1084,VERB DET ADJ,DET ADJ ADP,1
722,NOUN ADP PROPN,PRON NOUN ADP,1
1083,VERB DET ADJ,CCONJ VERB DET,1
1082,VERB DET ADJ,CCONJ PUNCT ADP,1
725,NOUN ADP PROPN,PROPN PROPN NOUN,1
1199,VERB PUNCT VERB,ADV PUNCT VERB,1
726,NOUN ADP PROPN,VERB ADP PROPN,1
727,NOUN ADP PUNCT,ADJ ADP PUNCT,1
728,NOUN ADP PUNCT,NOUN ADP PUNCT,1
1198,VERB PUNCT PUNCT,PART VERB PUNCT,1
729,NOUN ADP VERB,ADP VERB DET,1
1091,VERB DET ADJ,PUNCT PUNCT DET,1
1204,VERB PUNCT _,NOUN PUNCT _,1
1205,VERB PUNCT _,PRON VERB PUNCT,1
1102,VERB DET ADV,DET VERB DET,1
1100,VERB DET ADP,VERB VERB DET,1
700,NOUN ADP PRON,ADJ NOUN ADP,1
701,NOUN ADP PRON,ADP NOUN ADP,1
702,NOUN ADP PRON,ADP PRON VERB,1
703,NOUN ADP PRON,ADP PUNCT ADV,1
704,NOUN ADP PRON,ADV ADP PRON,1
705,NOUN ADP PRON,CCONJ ADP PRON,1
1098,VERB DET ADP,VERB CCONJ ADP,1
706,NOUN ADP PRON,DET ADP PRON,1
1209,X PUNCT CCONJ,ADV PUNCT CCONJ,1
713,NOUN ADP PRON,PART VERB ADP,1
1103,VERB DET ADV,PRON VERB DET,1
1096,VERB DET ADP,ADP VERB DET,1
710,NOUN ADP PRON,NOUN PUNCT ADP,1
1208,X NOUN DET,PRON VERB VERB,1
1104,VERB DET ADV,VERB ADP ADV,1
711,NOUN ADP PRON,NOUN PUNCT ADV,1
712,NOUN ADP PRON,NOUN VERB PART,1
1105,VERB DET ADV,VERB DET ADV,1
1092,VERB DET ADJ,VERB ADJ NOUN,1
1081,VERB DET ADJ,ADV VERB DET,1
1080,VERB DET ADJ,ADP VERB DET,1
772,NOUN PRON CCONJ,PART VERB PRON,1
732,NOUN ADP VERB,NOUN ADP NOUN,1
753,NOUN DET NOUN,ADV ADP DET,1
1188,VERB PUNCT PRON,NOUN PUNCT PRON,1
754,NOUN DET NOUN,DET NOUN NOUN,1
755,NOUN DET NOUN,DET NOUN PUNCT,1
1108,VERB DET DET,ADP DET DET,1
757,NOUN DET NOUN,NOUN DET NOUN,1
758,NOUN DET NOUN,NOUN PUNCT ADP,1
1187,VERB PUNCT PRON,ADJ PUNCT PRON,1
1186,VERB PUNCT PART,VERB PUNCT PART,1
1185,VERB PUNCT PART,VERB ADJ PUNCT,1
762,NOUN DET PRON,DET PRON VERB,1
763,NOUN DET PRON,NOUN ADP DET,1
1073,VERB ADV PUNCT,NOUN ADV PUNCT,1
835,NUM NOUN PRON,DET NUM NOUN,1
765,NOUN DET PRON,NOUN PUNCT ADP,1
766,NOUN DET PRON,VERB ADP PRON,1
767,NOUN NUM NOUN,ADP NUM NOUN,1
768,NOUN PRON ADP,ADP NOUN PRON,1
769,NOUN PRON ADP,NOUN PUNCT VERB,1
770,NOUN PRON ADV,DET NOUN PRON,1
771,NOUN PRON AUX,NOUN PRON AUX,1
752,NOUN DET NOUN,ADP NOUN DET,1
1075,VERB ADV PUNCT,VERB PUNCT PRON,1
751,NOUN DET NOUN,ADJ NOUN PUNCT,1
1078,VERB CCONJ DET,VERB VERB CCONJ,1
733,NOUN ADP VERB,NOUN ADP VERB,1
1197,VERB PUNCT PUNCT,NOUN PUNCT PUNCT,1
734,NOUN ADP X,ADJ ADP X,1
1079,VERB DET ADJ,ADJ PUNCT _,1
735,NOUN ADV ADJ,ADJ ADV ADJ,1
1196,VERB PUNCT PUNCT,ADV PUNCT PUNCT,1
1195,VERB PUNCT PUNCT,ADJ PUNCT VERB,1
737,NOUN ADV ADJ,NOUN ADV ADJ,1
1194,VERB PUNCT PROPN,VERB VERB PUNCT,1
1193,VERB PUNCT PROPN,ADJ PUNCT PROPN,1
750,NOUN CCONJ PRON,PROPN CCONJ PRON,1
1077,VERB CCONJ DET,VERB CCONJ DET,1
740,NOUN ADV ADP,VERB ADV ADP,1
741,NOUN ADV ADP,VERB VERB ADV,1
742,NOUN ADV DET,DET NOUN ADV,1
743,NOUN ADV DET,NOUN PUNCT VERB,1
744,NOUN AUX ADV,NOUN PUNCT DET,1
745,NOUN AUX ADV,NOUN PUNCT NOUN,1
746,NOUN AUX ADV,NOUN PUNCT PRON,1
1190,VERB PUNCT PRON,VERB PUNCT CCONJ,1
834,NUM NOUN NOUN,NUM PUNCT NOUN,1
847,PRON ADJ PUNCT,ADJ PUNCT PRON,1
836,NUM NOUN PUNCT,ADV VERB ADP,1
940,PUNCT ADV ADP,ADP DET NOUN,1
1015,VERB ADP DET,VERB ADV PUNCT,1
932,PUNCT ADJ PUNCT,ADV PUNCT ADJ,1
933,PUNCT ADP NOUN,PUNCT ADP DET,1
935,PUNCT ADP NOUN,PUNCT PUNCT ADP,1
1126,VERB DET NOUN,DET NOUN PART,1
936,PUNCT ADP PRON,ADP PUNCT ADP,1
937,PUNCT ADP PRON,ADV PUNCT ADP,1
938,PUNCT ADP PRON,PART PUNCT ADP,1
939,PUNCT ADP PRON,X PUNCT ADP,1
941,PUNCT ADV ADP,PART VERB PUNCT,1
930,PROPN PUNCT _,NOUN PUNCT _,1
942,PUNCT ADV ADV,PUNCT ADV ADV,1
943,PUNCT ADV ADV,PUNCT ADV PUNCT,1
944,PUNCT ADV ADV,VERB PUNCT ADV,1
1013,VERB ADP DET,VERB ADJ ADP,1
