,ngram,count
489,CCONJ NOUN NOUN,2653
490,INTJ PUNCT _,229
491,CCONJ DET PRON,99
492,AUX ADV ADP,984
493,DET NOUN SCONJ,3749
494,NOUN SCONJ PRON,2048
495,AUX PART ADV,1218
496,ADJ PUNCT CCONJ,1275
497,PUNCT CCONJ ADV,2244
498,CCONJ ADV SCONJ,154
499,ADV SCONJ PRON,933
500,AUX VERB SCONJ,2090
501,NOUN NOUN CCONJ,3894
502,CCONJ NOUN VERB,1401
503,PART VERB PUNCT,3010
504,VERB PUNCT CCONJ,1362
505,PUNCT CCONJ SCONJ,660
506,CCONJ SCONJ ADJ,82
507,VERB ADP ADV,1203
508,ADP ADV CCONJ,87
509,ADV CCONJ VERB,398
510,VERB ADP PRON,2465
511,ADP PRON PUNCT,2897
512,PRON PUNCT _,3564
513,PART AUX ADJ,1231
514,SCONJ NUM NUM,142
515,NUM NUM ADJ,109
516,NUM ADJ NOUN,1862
517,CCONJ DET PROPN,1286
518,PROPN VERB VERB,1338
519,VERB VERB PRON,1137
520,PART AUX NOUN,434
521,AUX NOUN CCONJ,229
522,CCONJ NOUN DET,420
523,AUX DET PRON,83
524,PRON VERB NOUN,1872
525,ADV ADV SCONJ,1412
526,ADV SCONJ VERB,250
527,SCONJ VERB ADV,82
528,VERB ADV PRON,645
529,ADV PRON AUX,2074
530,PRON AUX SCONJ,198
531,CCONJ DET NOUN,6565
532,DET AUX DET,1362
533,CCONJ SCONJ DET,451
534,SCONJ DET AUX,362
535,PART NOUN VERB,901
536,VERB AUX ADV,697
537,AUX ADV VERB,6068
538,VERB SCONJ ADJ,901
539,ADP CCONJ AUX,32
540,CCONJ AUX DET,282
541,ADP PUNCT _,1417
542,DET VERB PUNCT,593
543,PRON DET NOUN,1117
544,VERB PUNCT SCONJ,439
545,PUNCT SCONJ DET,1656
546,DET AUX ADV,1363
547,ADV VERB PUNCT,1924
548,VERB PUNCT AUX,271
549,PART VERB PART,869
550,PART AUX PROPN,81
551,AUX PROPN PROPN,472
552,VERB PUNCT ADV,784
553,PUNCT ADV PRON,1156
554,ADJ SCONJ PRON,733
555,NOUN PRON PUNCT,247
556,VERB PUNCT PROPN,1143
557,PUNCT NOUN PART,301
558,NOUN PART PROPN,295
559,PART PROPN PROPN,1161
560,PROPN PUNCT PUNCT,5383
561,NOUN PUNCT PRON,6319
562,AUX PART ADJ,1126
563,PART ADJ PUNCT,558
564,PRON AUX ADP,1141
565,PROPN PROPN ADV,1030
566,PROPN ADV VERB,1586
567,ADV VERB PRON,1461
568,VERB PRON ADP,3129
569,PRON ADP SCONJ,16
570,ADP SCONJ PRON,143
571,PUNCT CCONJ PRON,2575
572,CCONJ PRON VERB,2713
573,PRON VERB VERB,6045
574,VERB VERB VERB,631
575,VERB VERB ADP,3418
576,PROPN NOUN AUX,1389
577,SCONJ VERB SCONJ,43
578,SCONJ PROPN VERB,786
579,ADJ ADJ CCONJ,343
580,CCONJ ADJ ADJ,887
581,NOUN ADV CCONJ,392
582,ADV CCONJ DET,134
583,NOUN VERB VERB,4187
584,VERB VERB NOUN,1854
585,NOUN ADP PRON,2755
586,ADP PRON PRON,591
587,PRON PRON VERB,1343
588,PRON VERB ADJ,1606
589,ADV PUNCT PRON,1844
590,PRON AUX PROPN,340
591,AUX PROPN NOUN,84
592,PROPN NOUN PRON,186
593,NOUN AUX ADJ,3415
594,AUX ADJ PUNCT,3061
595,NOUN SCONJ PROPN,1164
596,SCONJ PROPN PART,405
597,ADP PRON AUX,1023
598,NOUN SCONJ NUM,198
599,NUM NOUN PRON,286
600,PRON PUNCT VERB,387
601,PUNCT VERB ADV,863
602,VERB ADV ADJ,1611
603,NOUN AUX AUX,2506
604,AUX AUX VERB,4209
605,PUNCT PUNCT VERB,1393
606,PUNCT VERB NOUN,3778
607,PART ADV DET,225
608,ADV PUNCT PUNCT,847
609,PUNCT PROPN X,96
610,PROPN X PROPN,268
611,X PROPN PUNCT,146
612,ADP NOUN PART,1888
613,NOUN ADV NOUN,430
614,ADV NOUN ADP,547
615,NOUN VERB PUNCT,3116
616,ADP PROPN PART,4124
617,PUNCT PUNCT AUX,367
618,DET VERB PRON,557
619,VERB PRON ADJ,657
620,PRON ADJ ADP,313
621,ADJ ADP NOUN,1516
622,PUNCT PUNCT PRON,1315
623,VERB VERB ADJ,1063
624,CCONJ VERB DET,3186
625,PROPN PROPN ADP,7694
626,ADP DET DET,1125
627,DET DET NOUN,1986
628,VERB SCONJ PUNCT,549
629,PUNCT VERB ADJ,1244
630,DET ADJ ADV,212
631,ADJ ADV AUX,23
632,ADV AUX VERB,1210
633,AUX VERB VERB,557
634,PUNCT ADJ PUNCT,1941
635,PUNCT NOUN PRON,164
636,PUNCT NOUN PUNCT,7128
637,PUNCT VERB AUX,326
638,VERB AUX ADP,311
639,AUX ADP PUNCT,107
640,PUNCT ADJ ADP,582
641,NOUN PROPN VERB,774
642,PUNCT ADV ADV,1266
643,ADV ADV DET,421
644,PART NOUN CCONJ,642
645,CCONJ NOUN PRON,279
646,ADV VERB DET,4934
647,NOUN ADV VERB,2966
648,ADV VERB ADV,890
649,VERB ADV AUX,886
650,ADV AUX ADP,159
651,AUX ADP NOUN,1078
652,NOUN SCONJ NOUN,969
653,SCONJ NOUN VERB,860
654,VERB PUNCT ADP,853
655,PUNCT ADP VERB,463
656,PUNCT NOUN VERB,1861
657,VERB VERB SCONJ,632
658,VERB SCONJ SCONJ,326
659,SCONJ SCONJ PRON,364
660,SCONJ PRON VERB,5025
661,PRON VERB AUX,2982
662,CCONJ PUNCT PRON,101
663,DET ADV PUNCT,691
664,ADV PUNCT ADJ,762
665,DET AUX PART,799
666,PRON VERB PRON,3388
667,VERB PRON ADV,1259
668,PRON ADV PART,76
669,PROPN ADV PROPN,107
670,ADV PROPN PROPN,426
671,VERB ADJ CCONJ,577
672,VERB PROPN DET,176
673,PROPN DET VERB,399
674,CCONJ VERB SCONJ,510
675,VERB DET ADV,802
676,ADP PUNCT PRON,179
677,ADV NOUN PROPN,31
678,PROPN PROPN AUX,4087
679,PUNCT AUX PRON,401
680,AUX PRON NOUN,74
681,PRON NOUN PUNCT,207
682,NOUN PUNCT SCONJ,2771
683,PRON PART VERB,1205
684,PUNCT SCONJ PRON,1548
685,NOUN CCONJ PART,434
686,PART PUNCT PUNCT,60
687,SCONJ SCONJ VERB,19
688,SCONJ VERB DET,431
689,ADP PROPN NOUN,2979
690,SCONJ PROPN AUX,941
691,PROPN AUX PART,1161
692,NOUN PART ADJ,1083
693,PART ADJ ADJ,318
694,ADJ NOUN _,548
695,NOUN _ _,2926
696,ADJ PROPN CCONJ,322
697,PUNCT ADP DET,4625
698,PART VERB PROPN,1532
699,ADP ADJ NUM,128
700,ADJ NUM NOUN,914
701,NUM NOUN AUX,1012
702,NUM NOUN ADV,1075
703,NOUN VERB ADV,2671
704,VERB ADV CCONJ,567
705,PROPN DET NOUN,669
706,VERB PRON PROPN,166
707,PRON PROPN PROPN,121
708,PROPN PART PUNCT,338
709,PART PUNCT X,4
710,PUNCT X AUX,5
711,X AUX PROPN,1
712,AUX PROPN ADP,68
713,ADV ADP ADJ,694
714,SCONJ NOUN ADP,1118
715,VERB VERB DET,3904
716,PROPN VERB AUX,724
717,VERB AUX DET,1376
718,PROPN VERB ADV,995
719,VERB ADV NUM,312
720,ADV NUM NOUN,1509
721,NUM NOUN CCONJ,752
722,NOUN VERB PART,3150
723,NOUN CCONJ PRON,1168
724,PART NOUN PRON,58
725,NUM ADP PROPN,527
726,PROPN PART ADJ,1972
727,PART ADJ NOUN,2515
728,NOUN AUX PROPN,374
729,PROPN PROPN PRON,461
730,PROPN PRON AUX,554
731,PART NOUN AUX,1062
732,PROPN AUX NOUN,277
733,AUX NOUN ADP,2091
734,ADJ NOUN PRON,2030
735,AUX ADV NUM,364
736,NUM NOUN SYM,24
737,NOUN SYM NOUN,313
738,SYM NOUN PUNCT,210
739,CCONJ PART VERB,548
740,NOUN ADJ SCONJ,892
741,ADJ SCONJ NOUN,574
742,SCONJ NOUN CCONJ,339
743,CCONJ NOUN PART,400
744,PART VERB PRON,3307
745,VERB PRON PUNCT,2768
746,ADP PROPN PRON,416
747,PROPN PRON VERB,695
748,PART NOUN PART,445
749,AUX ADP PROPN,557
750,PROPN PART NUM,147
751,ADP ADJ DET,117
752,ADJ DET ADJ,99
753,PROPN NUM PROPN,343
754,NUM PROPN VERB,125
755,ADP NOUN PROPN,517
756,VERB AUX PRON,154
757,AUX PRON VERB,1158
758,PUNCT AUX PROPN,108
759,AUX PROPN VERB,97
760,AUX VERB ADV,2592
761,ADJ ADP PROPN,1214
762,CCONJ VERB ADJ,884
763,VERB PROPN PART,1331
764,PRON VERB ADV,3047
765,VERB ADV VERB,2073
766,ADP NOUN ADV,1098
767,ADV NOUN AUX,371
768,PUNCT NOUN ADJ,263
769,SCONJ NOUN PUNCT,764
770,PUNCT ADP ADP,282
771,VERB NOUN AUX,780
772,PUNCT CCONJ NOUN,1615
773,DET VERB ADP,1625
774,NOUN NOUN DET,1295
775,DET VERB DET,1717
776,PROPN PART PROPN,2314
777,NOUN NOUN PART,1159
778,NOUN CCONJ ADV,1526
779,CCONJ ADV ADV,535
780,PUNCT PUNCT ADV,540
781,PUNCT ADV AUX,565
782,NOUN CCONJ ADP,888
783,CCONJ ADP PROPN,311
784,ADP PROPN DET,606
785,VERB NOUN ADV,827
786,NOUN ADV SCONJ,427
787,PUNCT ADP NUM,524
788,ADP NUM ADP,857
789,NUM ADP NUM,289
790,ADP NUM PUNCT,2101
791,NUM PUNCT _,3394
792,ADJ ADJ PUNCT,614
793,PUNCT CCONJ ADJ,1232
794,VERB NOUN VERB,1606
795,VERB DET ADP,654
796,DET ADP NOUN,241
797,VERB PRON VERB,2897
798,PUNCT PUNCT PUNCT,2221
799,AUX ADV NOUN,313
800,CCONJ ADV NOUN,290
801,PART ADJ SCONJ,118
802,ADJ SCONJ DET,1477
803,ADP NOUN ADJ,432
804,NOUN ADJ PUNCT,644
805,PART ADV ADV,167
806,ADV ADV ADV,506
807,ADV ADV PUNCT,2639
808,PROPN DET ADP,15
809,DET ADP DET,1657
810,CCONJ PUNCT PROPN,156
811,DET ADJ PROPN,2638
812,PUNCT PROPN ADP,1299
813,NOUN PROPN DET,56
814,PROPN DET ADJ,250
815,DET ADJ NUM,1023
816,DET ADJ SYM,50
817,ADJ SYM ADJ,61
818,SYM ADJ NOUN,90
819,DET ADV VERB,1072
820,ADV VERB NOUN,2369
821,PUNCT PRON ADV,792
822,NOUN ADV AUX,551
823,PRON DET VERB,412
824,AUX ADJ PART,2155
825,NOUN SCONJ PART,82
826,SCONJ PART DET,47
827,PART DET ADP,28
828,DET DET VERB,148
829,CCONJ ADJ ADP,421
830,PUNCT ADV SCONJ,577
831,ADV SCONJ NUM,55
832,SCONJ NUM AUX,36
833,NUM AUX ADJ,46
834,CCONJ ADJ PUNCT,950
835,CCONJ ADJ CCONJ,207
836,ADJ PUNCT DET,580
837,PRON PRON AUX,767
838,AUX PUNCT _,691
839,ADP AUX ADJ,103
840,CCONJ ADJ AUX,81
841,ADJ AUX PROPN,17
842,ADP DET ADP,664
843,DET ADP PRON,450
844,PRON PUNCT PRON,431
845,PUNCT PRON DET,162
846,PRON DET PRON,45
847,CCONJ ADV VERB,1413
848,ADV VERB AUX,153
849,DET PROPN ADV,302
850,PROPN ADV ADV,264
851,AUX SCONJ ADV,29
852,SCONJ ADV PROPN,33
853,ADV PROPN AUX,251
854,AUX VERB PRON,1028
855,VERB PRON CCONJ,477
856,PRON CCONJ ADV,75
857,ADV ADV ADP,667
858,ADV ADP VERB,572
859,ADV VERB CCONJ,454
860,PUNCT ADV DET,1100
861,ADV DET ADJ,1888
862,AUX SCONJ NOUN,92
863,CCONJ PROPN VERB,592
864,SCONJ PRON PRON,110
865,VERB PRON SCONJ,892
