,ngram,count
147,CCONJ PUNCT,385
148,CCONJ PRON,478
149,DET PRON,94
150,PUNCT X,403
151,NUM _,281
152,PROPN X,307
153,ADV ADJ,1593
154,SCONJ ADV,443
155,NUM PRON,205
156,SCONJ PROPN,392
157,PRON NUM,342
158,PRON CCONJ,381
159,INTJ PUNCT,192
160,PRON PRON,477
161,ADP X,100
162,PROPN SCONJ,59
163,PRON PROPN,281
164,SCONJ DET,222
165,ADV SCONJ,264
166,NUM CCONJ,379
167,ADJ DET,105
168,X NUM,180
169,ADJ ADP,53
170,PUNCT INTJ,99
171,ADP SCONJ,27
172,PRON ADJ,286
173,ADP _,9
174,CCONJ PART,30
175,DET PUNCT,259
176,ADJ NUM,363
177,PRON SCONJ,129
178,DET INTJ,4
179,INTJ PART,16
180,INTJ INTJ,4
181,SCONJ NUM,102
182,X ADP,40
183,SCONJ PUNCT,21
184,PRON _,52
185,CCONJ X,61
186,ADJ CCONJ,66
187,DET X,55
188,ADP CCONJ,23
189,SCONJ SCONJ,6
190,PART SCONJ,18
191,SCONJ ADJ,75
192,ADJ X,6
193,X PART,18
194,X ADJ,146
195,PART CCONJ,122
196,ADJ ADV,60
197,ADJ PRON,8
198,SCONJ X,38
199,CCONJ CCONJ,13
200,ADV _,42
201,PROPN INTJ,9
202,INTJ VERB,9
203,PRON INTJ,2
204,PART INTJ,21
205,INTJ ADP,3
206,X _,18
207,SCONJ CCONJ,4
208,VERB INTJ,7
209,DET _,8
210,INTJ ADV,5
211,INTJ DET,1
212,X X,34
213,INTJ PROPN,15
214,ADV INTJ,5
215,INTJ PRON,5
216,INTJ NOUN,17
217,NOUN INTJ,3
218,VERB SPACE,5
219,SPACE NOUN,3
220,NOUN SPACE,3
221,SPACE PROPN,5
222,NUM SCONJ,6
223,DET CCONJ,4
224,INTJ CCONJ,1
225,INTJ _,6
226,DET SCONJ,2
227,X CCONJ,2
228,CCONJ INTJ,1
229,X INTJ,1
230,CCONJ _,2
231,CCONJ SCONJ,1
232,ADJ INTJ,2
233,PART SPACE,1
234,SPACE VERB,1
