,en,zhs,zhs_ud
23,-6.341533917490175,-8.01499848799505,PRON ADV VERB VERB ADP NOUN CCONJ NOUN PUNCT 
24,-32.099648022169895,-26.197230175915436,PROPN NOUN VERB VERB VERB VERB PRON PUNCT ADV VERB NOUN VERB PUNCT PUNCT PROPN PUNCT PROPN PUNCT 
25,-inf,-1.7150224030076724,DET VERB PROPN NOUN PART NOUN PUNCT 
26,-29.355986364734026,-25.30656034654537,PUNCT NOUN VERB PRON PUNCT PUNCT NOUN NOUN PROPN VERB NOUN VERB VERB PROPN PART NOUN 
27,0.0,0.0,VERB PART NOUN PUNCT 
28,-12.471556459164939,-7.590465320357073,ADV VERB NOUN VERB VERB NOUN PART NOUN NOUN PUNCT 
29,-3.078921092825971,-1.251998734602612,NOUN ADP NOUN VERB PUNCT 
30,0.0,0.0,PROPN VERB PUNCT 
31,-inf,-48.28891546626718,ADV NOUN NOUN PUNCT PROPN NOUN CCONJ NOUN PART PUNCT NOUN ADV VERB PART NOUN CCONJ NOUN NOUN PUNCT NUM NUM ADJ NOUN CCONJ NOUN NOUN VERB VERB PRON PART NOUN PUNCT 
32,-inf,-5.965933389979886,NUM ADJ NOUN ADV ADV VERB ADJ NOUN PUNCT 
33,-inf,-30.865105617712693,VERB PUNCT PRON NUM NUM VERB ADJ NOUN VERB ADP NOUN VERB DET PROPN PUNCT PROPN PUNCT VERB VERB PUNCT 
34,-inf,-6.064018056456804,ADV NOUN ADV VERB ADJ PART NOUN PUNCT 
35,-inf,-11.148002691674005,ADP VERB VERB VERB VERB PART NOUN PART ADJ NOUN PUNCT 
36,-2.456735772821304,-1.5547650947218974,NOUN VERB NUM NUM PUNCT 
37,-inf,-inf,ADV PUNCT NOUN NOUN ADP NOUN NOUN NOUN PUNCT VERB PROPN NOUN PUNCT NOUN PUNCT PROPN NOUN NOUN ADJ NOUN PUNCT PROPN NOUN NOUN PUNCT ADJ PROPN NOUN ADJ NOUN PUNCT 
38,-inf,-15.76279193710704,PROPN PROPN ADP PROPN VERB NOUN NUM NUM PROPN NOUN PART NOUN PUNCT 
39,-inf,-inf,X VERB PART PROPN CCONJ PROPN VERB NOUN VERB ADP DET NOUN CCONJ ADP DET NOUN ADV PUNCT VERB PUNCT PUNCT 
40,-inf,-inf,VERB PART ADV VERB PART PRON ADP NUM NOUN PUNCT 
41,-inf,-2.0277657922870596,ADV ADV PRON PART NOUN ADV VERB PUNCT 
42,-6.563502855041962,-3.717063314430619,NOUN VERB NOUN PART NOUN ADV VERB PUNCT 
43,-inf,-29.819199504912845,DET NOUN NOUN CCONJ NOUN PUNCT NOUN CCONJ NOUN PART NOUN PUNCT PROPN NOUN PROPN NUM NUM VERB PROPN PART NOUN 
44,-1.6199092123013958,-1.1925441085023132,PROPN NOUN PROPN VERB PUNCT 
45,-3.367295829986474,-2.3978952727983707,PROPN CCONJ NOUN PROPN VERB PUNCT 
46,-inf,-inf,NOUN VERB NUM PART NOUN PUNCT ADV PROPN NUM PROPN NOUN ADV VERB PUNCT ADV VERB VERB DET NOUN PART PUNCT 
47,-inf,-17.752511214409346,PUNCT VERB PART DET NOUN VERB PRON NOUN PUNCT PROPN VERB PUNCT 
48,-inf,-12.0528172285905,PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT NUM NUM ADJ PART NOUN 
49,-2.1557248464294667,-1.3059738370811835,NOUN NOUN VERB NOUN NOUN PUNCT 
50,-0.362531685199563,-0.2739222438635676,PROPN PUNCT PROPN CCONJ PROPN NOUN 
51,0.0,0.0,NOUN NOUN 
52,-11.289163442872493,-8.0202767483522,PROPN PUNCT PROPN NOUN VERB NOUN VERB PART NOUN 
53,-9.94371181799482,-11.206648802585908,NOUN PART NOUN PUNCT ADJ NOUN VERB ADJ NOUN 
54,-inf,-15.861266041989303,NOUN NOUN PART PROPN ADP DET NUM VERB ADJ NOUN PUNCT 
55,-8.258799216725366,-3.434383919196687,ADP PROPN ADV ADV VERB NOUN VERB PUNCT 
56,-inf,-21.37649634981774,ADV VERB NOUN NOUN PART NOUN PROPN ADP DET NOUN PART NOUN NOUN VERB NOUN PUNCT 
57,-inf,-3.3174623525499225,VERB VERB PART NOUN NOUN NOUN PUNCT 
58,0.0,0.0,ADJ NOUN PUNCT 
59,-2.44088040103151,-1.62159611691391,DET NOUN ADV VERB NOUN PUNCT 
60,-inf,-10.773083206826355,VERB NOUN NOUN ADV VERB VERB DET NUM ADJ NOUN PUNCT 
61,-inf,-inf,PRON VERB X NOUN VERB VERB X VERB CCONJ VERB NOUN PUNCT 
62,-7.833798302298971,-4.865250539288835,NOUN NUM NOUN ADV VERB PART VERB PUNCT 
63,-7.384345706516344,-6.609294108358936,NOUN NOUN PART NOUN PUNCT VERB NOUN PUNCT PUNCT 
64,-2.8290028115198727,-1.4816045409242156,NOUN VERB PRON VERB NOUN PUNCT 
65,-inf,-22.872463179897963,ADV VERB PART PUNCT PROPN NOUN NOUN PUNCT ADV VERB PRON VERB VERB ADJ NOUN PART NOUN PUNCT 
66,-inf,-5.597899935317203,PROPN NOUN NUM NUM NOUN NOUN ADV VERB PUNCT 
67,-inf,-inf,NUM VERB PROPN NOUN NOUN VERB PUNCT SCONJ ADV ADP NOUN VERB PUNCT ADV ADP PROPN VERB ADJ PROPN VERB ADP PROPN NOUN PART NUM NOUN PUNCT NOUN VERB NOUN VERB PUNCT 
68,-inf,-3.2474401535579274,ADV ADV PROPN ADV VERB NOUN NOUN PUNCT 
69,-2.1484344131667874,-0.9804348534798932,VERB NUM NOUN VERB PUNCT 
70,-inf,-17.70470454683268,VERB PART NOUN VERB PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN PUNCT 
71,-inf,-20.306478355509576,ADP NOUN PART NOUN PART PUNCT PROPN ADV VERB NOUN PUNCT ADV ADP NOUN ADV VERB PUNCT 
72,-inf,-45.79829923353926,PROPN VERB PUNCT ADP PROPN NOUN NOUN ADP NOUN NOUN VERB NOUN NOUN PART VERB PART PUNCT NOUN NOUN ADP NUM NUM PART ADV VERB NOUN PUNCT NOUN CCONJ NOUN NOUN PUNCT 
73,-2.8576793962106226,-1.0051376934882679,PROPN PUNCT ADP NOUN NOUN NOUN 
74,-inf,-18.757633908772874,NOUN NOUN VERB NOUN NOUN CCONJ ADJ NOUN PART VERB PRON NOUN PART NOUN PUNCT 
75,-22.47969044687569,-inf,ADP VERB ADJ NOUN PUNCT NOUN ADP NOUN NOUN ADP ADJ ADJ NOUN PUNCT VERB ADJ NOUN PUNCT 
76,-inf,-inf,NUM VERB ADP ADP NOUN PRON ADV ADV VERB PUNCT 
77,-24.133867253394204,-20.053196790786778,PROPN NOUN PROPN PROPN PART NOUN NOUN NOUN NOUN SCONJ ADV ADV VERB PUNCT 
78,-11.926908124102908,-8.311038481125793,ADV VERB ADV VERB PROPN NOUN PART NOUN NOUN PUNCT 
79,-inf,-41.53589510612198,PROPN CCONJ NOUN PART NOUN ADV VERB PUNCT PROPN NOUN NOUN NOUN ADV VERB VERB NOUN NOUN PART NOUN NOUN PUNCT VERB NOUN NOUN CCONJ NOUN ADV VERB PUNCT ADV VERB NOUN PUNCT 
80,-2.890371757896165,-1.7227665977411035,PROPN NOUN ADV VERB PUNCT 
81,-inf,-23.55529487155736,PROPN NUM NOUN PROPN VERB VERB PUNCT ADJ NOUN PUNCT PUNCT ADP NOUN PROPN NOUN PUNCT 
82,-inf,-inf,PROPN NOUN PROPN VERB ADP NOUN NOUN PART NOUN DET NOUN PART X VERB PROPN NOUN NOUN PART NOUN NOUN PUNCT 
83,-8.021160956947554,-7.146916380099284,VERB PROPN NOUN VERB VERB VERB ADJ NOUN PUNCT 
84,0.0,0.0,NOUN PUNCT VERB 
85,-inf,-29.44816682386079,DET NOUN ADV ADV VERB VERB PROPN NOUN PUNCT ADJ NOUN ADP NUM NUM PART PUNCT NUM NUM NOUN PUNCT PUNCT 
86,-inf,-11.480450998832513,ADP DET NUM NUM VERB NOUN CCONJ NOUN PART NOUN NOUN PUNCT 
87,-inf,-30.50239683063872,ADP PROPN NOUN NOUN NUM NOUN NOUN VERB PART VERB NOUN NOUN PART NOUN NOUN ADV VERB VERB NUM NUM NOUN PUNCT 
88,-inf,-44.409156249455286,ADP PROPN NOUN NOUN VERB NUM NOUN NOUN PUNCT PROPN NOUN NOUN PROPN NOUN NOUN ADP NOUN NOUN VERB NUM NOUN CCONJ NOUN ADJ ADJ NOUN PUNCT 
89,-inf,-19.979918695033426,PROPN VERB PUNCT PUNCT PROPN ADP NOUN VERB PART PRON PRON PART NOUN PUNCT PUNCT 
90,-2.4277482359480516,-2.0981336746919883,NOUN VERB PROPN VERB VERB PUNCT 
91,-7.25128250252806,-5.60944542016968,NOUN NOUN NOUN ADV ADV VERB ADV PUNCT 
92,-9.489646841789238,-5.574401168975728,NOUN ADV VERB VERB VERB NOUN VERB PUNCT 
93,0.0,0.0,PROPN PROPN VERB PUNCT 
94,-inf,-26.83549411296883,ADP NOUN PART PUNCT ADV NOUN CCONJ NOUN NOUN PUNCT VERB NOUN ADP NUM NUM ADV VERB PUNCT 
95,-4.112572075981366,-3.2603866227979514,PROPN NOUN PART ADV VERB NOUN NOUN PUNCT 
96,-6.052286599043022,-4.573405914693521,PROPN NOUN PROPN ADP PROPN VERB NOUN PUNCT 
97,-inf,-33.963470921230794,ADJ PART NOUN ADV VERB PART PROPN NUM NOUN PUNCT ADV ADP PROPN VERB CCONJ PROPN NOUN PART NOUN PART PUNCT 
98,-12.65671777660421,-8.356690239101592,ADV ADV VERB PRON VERB VERB PROPN NOUN NOUN PUNCT 
99,-9.478696771757939,-7.540527534796407,NOUN CCONJ NOUN NOUN PROPN VERB NOUN PUNCT 
100,-inf,-inf,ADP PROPN PROPN ADV ADJ NOUN NOUN VERB ADJ ADJ NUM NOUN PART PROPN PUNCT 
101,-13.103101199872198,-12.84543888667142,NOUN VERB NOUN VERB PRON VERB ADV ADJ NOUN PUNCT 
102,-12.213212003403147,-6.738325130566986,PRON ADV VERB PRON ADV VERB VERB PROPN PUNCT 
103,-inf,-1.3862943611198906,ADV X ADV NOUN VERB NOUN PUNCT 
104,-inf,-44.02507508955094,NOUN NOUN VERB PROPN NOUN PART NOUN PUNCT ADV ADP NOUN NOUN PART PUNCT ADV VERB PART PROPN NOUN NOUN PUNCT PRON ADP PROPN NOUN PART ADV VERB VERB PART PUNCT 
105,-inf,-inf,PROPN CCONJ NOUN NOUN ADV VERB NOUN VERB PUNCT PROPN PART PROPN PROPN VERB NOUN NOUN PART NOUN ADV ADV NOUN ADP PROPN VERB PUNCT 
106,-inf,-inf,VERB DET NOUN ADV ADV VERB PUNCT VERB DET PRON VERB VERB PART NOUN PUNCT VERB ADP PRON NOUN PART VERB ADJ NOUN PUNCT PRON ADV VERB ADP VERB CCONJ VERB PRON PUNCT 
107,-inf,-59.8182314780838,ADV ADP ADJ NOUN PUNCT NOUN VERB PART NOUN ADV VERB ADV VERB PUNCT ADV ADP PROPN PUNCT PROPN PUNCT PROPN PUNCT NOUN PART NOUN PART PUNCT NOUN NOUN ADV VERB PART NOUN NOUN ADV ADV VERB CCONJ VERB PUNCT 
108,0.0,0.0,ADV PUNCT 
109,-inf,-45.437365777078526,NUM NUM NOUN PART PUNCT PROPN NOUN NOUN VERB NOUN PROPN NOUN NOUN VERB ADP PROPN VERB NOUN ADP ADJ NOUN VERB ADJ NOUN PART PROPN PUNCT 
110,-3.469634543215384,-1.9602473122017205,ADV VERB NOUN NOUN PART PUNCT 
111,-inf,-7.3772181427740735,PRON VERB PART ADP NOUN VERB VERB PART NOUN PUNCT 
112,-inf,-inf,DET VERB VERB PUNCT VERB PART VERB PRON PUNCT PART NOUN PUNCT VERB ADV VERB PRON PUNCT 
113,-inf,-56.786190564275955,ADV VERB ADV VERB PART NOUN PUNCT ADV ADP NOUN VERB VERB NOUN NOUN PUNCT NOUN ADV VERB ADP NOUN ADP NOUN PART VERB VERB PUNCT NOUN ADV VERB ADP NOUN PART PART ADJ NOUN VERB PUNCT 
114,-3.3482829451725875,-3.669027207266116,PROPN PUNCT VERB NOUN CCONJ NOUN VERB 
115,-inf,-20.863136450950396,ADV NOUN VERB PART NOUN PUNCT PUNCT ADV VERB NOUN PART NOUN ADP PROPN ADV VERB PUNCT 
116,-39.00712421784121,-34.63034873334518,PROPN ADP NOUN PART VERB PUNCT VERB ADP VERB NOUN VERB ADV VERB ADP PROPN PART NOUN NOUN PUNCT VERB ADJ NOUN PUNCT 
117,-7.693696851140782,-4.315793420342925,PROPN PUNCT PROPN VERB NOUN PART NOUN NOUN 
118,0.0,0.0,ADV ADV PUNCT 
119,-inf,-inf,NOUN PUNCT NOUN ADJ NOUN VERB NOUN PUNCT PROPN PROPN NOUN ADP PROPN PROPN NOUN VERB VERB PART PRON PART NUM PUNCT NUM NUM NOUN PUNCT 
120,-14.828021311241645,-12.171772417991964,NOUN ADV ADP NOUN NOUN PUNCT NOUN NOUN PUNCT NOUN VERB NOUN PUNCT 
121,-12.64484655765737,-7.010125937318246,ADJ NOUN ADV ADV ADV VERB NOUN NOUN NOUN PUNCT 
122,-inf,-2.7906504632914,PROPN VERB VERB ADV VERB VERB PUNCT 
123,-inf,-inf,PROPN ADV VERB ADP PROPN VERB VERB PUNCT NOUN NUM ADJ NOUN NOUN ADV VERB ADP NOUN PART VERB PUNCT 
124,0.0,0.0,NOUN VERB PUNCT 
125,-inf,-23.52111581529467,ADV VERB NOUN DET NOUN PUNCT DET NOUN ADV NUM NUM VERB ADP PROPN NOUN PART PUNCT 
126,-11.647651201722221,-inf,ADV PRON VERB DET NOUN NOUN ADV PART PUNCT 
127,-inf,-16.256330628084903,ADV VERB NUM NOUN PART PUNCT ADV ADV VERB VERB PART VERB PUNCT 
128,0.0,0.0,ADP NOUN PUNCT 
129,0.0,0.0,PUNCT PROPN 
130,-1.7740598921286541,-1.027075838342894,ADV ADV VERB NOUN PUNCT 
131,-7.343426229147367,-4.122992424649784,PRON VERB ADV VERB NUM NUM PUNCT 
132,-inf,-24.896450144852157,VERB NOUN ADP NOUN PART ADP NOUN PUNCT ADV NOUN NOUN NOUN DET NOUN PUNCT 
133,-inf,-inf,NOUN PROPN SCONJ VERB PART ADV VERB VERB PUNCT 
134,0.0,0.0,PUNCT PUNCT 
135,-inf,-28.89167046901614,DET NOUN NOUN VERB NOUN CCONJ NOUN NOUN ADP VERB PART ADJ NOUN PART VERB PRON VERB NOUN PUNCT 
136,-17.914957404182182,-14.795024404038763,NOUN VERB ADP DET NOUN PUNCT NOUN VERB NOUN PART NOUN CCONJ NOUN PUNCT 
137,-inf,-42.37881155059329,DET NOUN VERB PUNCT ADP NOUN PART NOUN PUNCT DET NUM NOUN ADV VERB PUNCT ADJ PART NOUN ADV VERB PUNCT ADV ADV VERB VERB PART ADJ NOUN PUNCT 
138,-26.483389185381906,-15.424417730192626,PROPN VERB PROPN CCONJ PROPN NOUN VERB PROPN NOUN NOUN VERB NOUN PART NOUN PUNCT 
139,-inf,-11.808364423672803,NOUN NUM PART NOUN ADV VERB PART NOUN PART ADJ NOUN PUNCT 
140,-inf,-8.279222271276524,NOUN PROPN NOUN PART NOUN VERB PART PROPN NOUN PUNCT 
141,-inf,-37.203959059117665,NUM NUM NOUN ADV VERB VERB NOUN VERB PROPN PUNCT NUM NUM ADJ PART PROPN NOUN CCONJ PROPN NOUN PROPN PART NOUN PUNCT 
142,-3.6375861597263857,-1.995455885606743,NOUN PROPN VERB NOUN PART PUNCT 
143,-inf,-inf,ADP NOUN VERB VERB VERB NOUN PUNCT PRON X NOUN VERB DET NOUN PUNCT 
144,-inf,-inf,NOUN CCONJ NOUN VERB PRON NOUN PART ADJ NOUN PUNCT CCONJ ADP ADJ NOUN X NOUN VERB ADP ADJ VERB PART PUNCT 
145,-3.2037621870581527,-1.6913250719062847,CCONJ VERB NOUN NOUN NOUN PUNCT 
146,-inf,-7.543269829123027,VERB PROPN NOUN NOUN PART ADV VERB NOUN PUNCT 
147,-4.1752140578716315,-2.9741191918804617,NOUN NOUN ADV VERB NOUN NOUN PUNCT 
148,-11.253183422655882,-7.637504534815966,ADP NOUN CCONJ NOUN NOUN NOUN ADJ NOUN PUNCT 
149,-11.689567094313015,-6.179245351738108,PROPN ADV ADV VERB NOUN NOUN NOUN NOUN PUNCT 
150,-1.845826690498331,-1.2582548252963182,ADV ADV ADV VERB PUNCT 
151,-9.862629555063627,-8.598321570200415,ADV VERB NUM NUM NOUN NOUN VERB PART VERB PUNCT 
152,-inf,-inf,ADV PROPN VERB PRON NOUN ADV ADP DET PROPN NOUN VERB PART NUM NUM PART NOUN PUNCT ADV DET NOUN VERB NUM NUM VERB VERB PART NOUN VERB PART PUNCT 
153,-9.863830837682514,-5.64705527222938,NUM NOUN NOUN ADP PROPN NOUN ADV VERB PUNCT 
154,-inf,-47.97629416081253,NOUN VERB PROPN NOUN ADV NUM NUM PUNCT VERB PROPN NOUN PART NOUN NOUN NOUN PUNCT NOUN VERB NUM NUM ADJ NOUN PUNCT NOUN NOUN PUNCT NOUN NOUN NOUN CCONJ NOUN NOUN PUNCT 
155,-inf,-inf,DET NOUN VERB PRON ADV VERB PUNCT DET VERB PROPN PUNCT PART NOUN NOUN ADV ADV VERB VERB VERB PART NOUN NOUN PUNCT 
156,0.0,0.0,NOUN PUNCT NOUN 
157,-inf,-23.355008891341466,NOUN PART ADJ NOUN VERB PROPN NOUN NOUN NOUN PART NUM NUM ADV VERB PART NOUN NOUN PUNCT 
158,-31.33842070420176,-22.27843609507903,PUNCT NOUN ADV ADV VERB PART VERB VERB PUNCT PUNCT PRON ADV VERB PRON ADV ADV VERB PUNCT 
159,-inf,-12.159065478433277,CCONJ NOUN PART VERB PART NOUN PUNCT NUM NOUN NOUN VERB PUNCT 
160,-inf,-13.81401841492638,ADP NOUN NOUN VERB NUM NUM VERB PROPN PART NOUN PART PUNCT 
161,0.0,0.0,ADV PUNCT 
162,-10.538167274980507,-6.420142667647606,ADV VERB DET NOUN NOUN PART NOUN VERB PUNCT 
163,-2.969033940274873,-2.660871088406398,PROPN PROPN VERB PROPN PART NOUN PUNCT 
164,0.0,0.0,NOUN VERB PUNCT 
165,0.0,0.0,ADV VERB 
166,-inf,-27.27804363058238,VERB ADJ NOUN NOUN PUNCT NOUN PUNCT PROPN VERB PART NOUN ADV VERB PUNCT NOUN PROPN VERB NOUN PUNCT 
167,0.0,0.0,NOUN PUNCT 
168,-inf,-12.7301492277584,VERB VERB ADP PUNCT NOUN PUNCT PART NOUN VERB ADV VERB VERB PUNCT 
169,-inf,-2.2246235515243336,ADV NUM NUM NUM PART PUNCT 
170,-3.9219733362813143,-1.9403403451941965,NOUN ADV ADV VERB VERB PUNCT 
171,-3.9844693662097477,-3.5536780495283966,VERB ADP NOUN PART ADJ NOUN PUNCT 
172,-inf,-17.631254081093733,VERB PROPN NOUN VERB VERB NOUN NOUN PUNCT ADV NOUN PART NOUN ADV VERB NOUN PUNCT 
173,-inf,-inf,DET PROPN NOUN VERB NOUN PART PROPN VERB PART NOUN PUNCT ADV ADV VERB PART PROPN PUNCT PRON NOUN ADP DET ADJ NOUN VERB PUNCT NOUN NOUN NOUN CCONJ ADJ NOUN PROPN VERB NOUN NOUN PUNCT 
174,-7.707466160173391,-5.3840631825943,SCONJ DET NOUN ADV ADP PROPN VERB PUNCT 
175,-inf,-37.61133105558725,VERB NOUN PART PUNCT NOUN PUNCT CCONJ PUNCT NOUN PUNCT PUNCT NOUN VERB PUNCT ADP PROPN VERB NOUN PART ADJ NOUN PUNCT ADV PRON PUNCT 
176,-inf,-inf,VERB VERB PRON VERB ADJ ADJ NOUN ADJ NOUN PUNCT NOUN ADV VERB PART NOUN NOUN VERB DET PUNCT NOUN NOUN PUNCT PUNCT 
177,-inf,-2.0149030205422647,NOUN ADV ADV NUM PUNCT 
178,-15.723356016444548,-6.791691491716782,ADP NOUN PART VERB PART VERB PART NOUN PUNCT 
179,0.0,0.0,ADP NOUN NOUN PUNCT 
180,-inf,-33.26617412137202,NOUN NUM NUM NOUN ADV VERB PUNCT ADV VERB VERB ADV NUM NOUN PUNCT NOUN ADV VERB ADV NUM NOUN ADV VERB NOUN PUNCT 
181,-24.07178434923318,-17.894833230746375,DET NOUN NOUN ADP PRON PART VERB PART VERB PRON PART NOUN VERB PUNCT 
182,-38.58234799061208,-23.76305955358082,NOUN ADV ADP NOUN NOUN NOUN VERB PUNCT ADJ NOUN NOUN VERB NOUN NOUN NOUN PART VERB PART NOUN PUNCT 
183,-inf,-12.857509076177273,NOUN PUNCT PROPN VERB NUM PART NOUN VERB PART NOUN NOUN PUNCT 
184,-8.645431157989577,-8.846861412312478,SCONJ PRON VERB NOUN CCONJ NOUN PROPN PUNCT 
185,-1.3652409519220583,-1.9070703157390494,NOUN NOUN PROPN NOUN PUNCT 
186,-inf,-inf,PROPN VERB PUNCT VERB NOUN PUNCT PRON X NOUN VERB VERB ADV VERB PUNCT NUM NOUN ADP VERB PART CCONJ NOUN ADV NUM NUM VERB NOUN PUNCT 
187,-inf,-7.339603850451702,NUM NOUN ADV VERB VERB DET NUM NOUN PUNCT 
188,0.0,0.0,ADV VERB PART PUNCT 
189,-8.503690849489338,-3.381473701852733,ADV VERB ADP PROPN NOUN PART NOUN PUNCT 
190,-inf,-19.231614691016333,NOUN PUNCT NOUN NOUN ADV VERB PART DET PUNCT NOUN PUNCT PART NOUN NOUN PUNCT 
191,-31.89222237513007,-22.225342768376642,NOUN VERB PUNCT SCONJ VERB NOUN NOUN NOUN PUNCT VERB ADV VERB NOUN PUNCT ADV VERB ADJ NOUN PUNCT 
192,0.0,0.0,PRON VERB PUNCT 
193,-21.89572912683046,-15.908103990557283,PROPN NOUN ADV ADV VERB ADJ NOUN VERB NOUN NOUN CCONJ VERB NOUN NOUN PUNCT 
194,-29.267795732769564,-23.025685965389073,DET NOUN VERB NOUN PART NOUN NOUN PART VERB DET NOUN ADP NOUN PART VERB PART NOUN PUNCT 
195,-inf,-9.70341654885649,PROPN VERB VERB VERB NUM NUM NOUN ADV VERB NOUN PUNCT 
196,-10.053441342490661,-8.78691470107415,PRON ADV VERB VERB ADP PROPN VERB VERB PUNCT 
197,-3.6640005527714976,-1.7121495289705275,NOUN PUNCT PRON ADV VERB VERB PUNCT 
198,-inf,-44.43043912645315,PRON VERB PROPN NOUN VERB PUNCT PUNCT PRON VERB NOUN ADV VERB VERB NOUN NOUN PUNCT SCONJ VERB NOUN VERB PART VERB PART NOUN NOUN CCONJ NOUN PUNCT PUNCT 
199,-inf,-17.04001712169194,PRON VERB DET NUM NOUN PART NOUN PART VERB PART PART NOUN NOUN PUNCT 
200,-inf,-8.38613121609249,NOUN NOUN ADV VERB VERB PART VERB NOUN PUNCT 
201,-inf,-inf,ADV VERB ADV VERB PUNCT ADV PRON PART NOUN NOUN ADV VERB VERB PRON PUNCT ADP DET NOUN PART DET NOUN VERB NOUN PUNCT 
202,-inf,-inf,PROPN ADV ADP ADJ PART NOUN NOUN NOUN PART NOUN PUNCT 
203,-inf,-4.7163561663827345,ADP PRON ADV VERB NUM NOUN PUNCT 
204,-2.8903717578961645,-3.196402969016142,ADV PROPN DET NOUN NOUN NOUN PUNCT 
205,-inf,-71.94063477813606,DET NUM VERB PROPN NOUN PART NOUN VERB PART PROPN ADV VERB ADV ADV VERB VERB VERB ADJ PART NOUN PUNCT ADV VERB PART PROPN ADV ADV VERB VERB PROPN PUNCT ADV VERB VERB PROPN PUNCT ADV ADV VERB VERB PROPN PUNCT 
206,-35.335733127007565,-27.276983631310685,NUM NOUN NOUN PUNCT DET NOUN NOUN NOUN PART NOUN CCONJ DET NOUN NOUN PART NOUN ADV ADV VERB PUNCT 
207,-inf,-3.8880326766018185,PRON PART NOUN VERB NOUN VERB PUNCT 
208,-1.7420968315410128,-1.6506808709681495,PRON VERB VERB PRON PUNCT 
209,-3.9636662385799846,-1.892610290620167,PRON VERB ADV ADV VERB NOUN PUNCT 
210,-inf,-8.252382702448012,PROPN PUNCT ADV VERB VERB PROPN VERB NOUN PUNCT 
211,-inf,-95.11089803058056,ADV DET NOUN PUNCT PROPN VERB NOUN VERB NOUN NOUN PUNCT ADJ NOUN PUNCT VERB VERB PUNCT NOUN VERB NOUN ADV VERB VERB PUNCT ADV ADV VERB VERB PUNCT VERB VERB PUNCT VERB PART VERB PART NOUN VERB ADV PUNCT NOUN NOUN VERB ADV ADP NOUN PART PROPN NOUN PART VERB PUNCT 
212,-4.298760040974477,-4.542549894339866,ADV PRON ADV ADV VERB ADJ NOUN PUNCT 
