,incorrect_trigram_poss,correct_trigram_poss,count
1213,PRON ADV PUNCT,ADP PRON ADV,5
166,ADP DET VERB,ADP DET VERB,5
583,DET NOUN PRON,NOUN PRON VERB,5
1332,PRON VERB DET,ADV VERB DET,5
1242,PRON DET NOUN,ADP PRON DET,5
147,ADP DET NOUN,VERB ADP DET,5
713,DET VERB NOUN,PRON VERB NOUN,5
136,ADP DET NOUN,PART VERB ADP,5
1125,NOUN PUNCT _,PUNCT _ _,5
897,NOUN CCONJ VERB,DET NOUN CCONJ,5
700,DET VERB ADV,PRON VERB ADV,5
1099,NOUN PUNCT PROPN,NOUN PUNCT PROPN,5
1385,PRON VERB VERB,DET VERB VERB,5
230,ADP NOUN PUNCT,DET NOUN PUNCT,5
769,NOUN ADP DET,NOUN PART NOUN,5
1094,NOUN PUNCT PRON,PROPN PUNCT PRON,5
530,DET NOUN CCONJ,ADP DET NOUN,5
1261,PRON PART VERB,ADP PRON PART,5
100,ADP DET NOUN,ADP ADP DET,5
904,NOUN DET ADJ,NOUN DET ADJ,5
705,DET VERB DET,PRON VERB DET,5
1305,PRON VERB ADP,DET VERB ADP,5
95,ADP DET DET,ADP DET DET,5
1052,NOUN PUNCT ADP,PUNCT ADP DET,5
1298,PRON VERB ADJ,DET VERB ADJ,4
41,ADP ADP PRON,ADP PRON VERB,4
1329,PRON VERB ADV,VERB ADV VERB,4
1290,PRON PUNCT _,ADP PRON PUNCT,4
537,DET NOUN CCONJ,NOUN CCONJ DET,4
1390,PRON VERB VERB,PRON VERB DET,4
960,NOUN NOUN DET,NOUN NOUN DET,4
840,NOUN ADV ADP,NOUN ADV ADP,4
253,ADP NUM NOUN,ADP NUM NOUN,4
426,DET ADJ NOUN,PUNCT DET ADJ,4
924,NOUN DET VERB,DET VERB VERB,4
470,DET DET NOUN,ADP DET DET,4
867,NOUN CCONJ ADJ,NOUN CCONJ ADJ,4
1365,PRON VERB PRON,PRON VERB PRON,4
914,NOUN DET NOUN,VERB DET NOUN,4
913,NOUN DET NOUN,NOUN DET NOUN,4
24,ADP ADP DET,ADP DET NOUN,4
942,NOUN NOUN ADP,NOUN PART NOUN,4
907,NOUN DET DET,NOUN DET DET,4
945,NOUN NOUN ADV,ADJ NOUN ADV,4
946,NOUN NOUN ADV,DET NOUN NOUN,4
950,NOUN NOUN CCONJ,ADJ NOUN CCONJ,4
519,DET NOUN ADV,ADP DET NOUN,4
1346,PRON VERB NOUN,PUNCT PRON VERB,4
1115,NOUN PUNCT _,ADJ PUNCT _,4
610,DET NOUN PUNCT,NOUN PUNCT VERB,4
750,NOUN ADP ADP,NOUN ADP ADP,4
1119,NOUN PUNCT _,ADV PUNCT _,4
122,ADP DET NOUN,DET NOUN CCONJ,4
697,DET VERB ADV,DET VERB ADV,4
339,ADP PROPN CCONJ,ADP PROPN CCONJ,4
672,DET PROPN PROPN,DET PROPN PROPN,4
324,ADP PRON VERB,PRON VERB ADP,4
1095,NOUN PUNCT PRON,PUNCT PRON VERB,4
1127,NOUN VERB ADJ,DET NOUN VERB,4
318,ADP PRON VERB,CCONJ PRON VERB,4
632,DET NOUN VERB,NOUN VERB ADP,4
1073,NOUN PUNCT DET,NOUN NOUN PUNCT,4
1182,NOUN _ _,NOUN _ _,4
1192,PRON ADP NOUN,ADP PRON ADP,4
742,NOUN ADJ PUNCT,NOUN ADJ PUNCT,4
775,NOUN ADP DET,VERB ADP DET,4
559,DET NOUN NOUN,DET NOUN NOUN,4
758,NOUN ADP DET,ADP DET NOUN,3
525,DET NOUN ADV,NOUN ADV PUNCT,3
468,DET DET ADJ,DET ADJ NOUN,3
820,NOUN ADP PROPN,DET NOUN ADP,3
693,DET VERB ADP,PRON VERB ADP,3
326,ADP PRON VERB,PRON VERB DET,3
674,DET PROPN PROPN,PROPN PROPN PUNCT,3
428,DET ADJ NOUN,VERB DET ADJ,3
328,ADP PRON VERB,PRON VERB VERB,3
816,NOUN ADP PRON,PROPN ADP PRON,3
777,NOUN ADP NOUN,ADJ ADP NOUN,3
531,DET NOUN CCONJ,ADP NOUN CCONJ,3
547,DET NOUN DET,DET NOUN DET,3
452,DET ADV ADJ,DET ADV ADJ,3
683,DET PUNCT PRON,PRON PUNCT PRON,3
450,DET ADV ADJ,ADV ADJ NOUN,3
442,DET ADP DET,DET ADP DET,3
250,ADP NUM ADJ,ADP NUM ADJ,3
419,DET ADJ NOUN,DET NOUN ADP,3
659,DET PRON VERB,DET PRON VERB,3
756,NOUN ADP DET,ADJ ADP DET,3
344,ADP PROPN PART,ADP PROPN PART,3
838,NOUN ADV ADJ,NOUN ADV ADJ,3
581,DET NOUN PRON,ADV PRON VERB,3
749,NOUN ADP ADP,DET NOUN ADP,3
263,ADP PART VERB,PART VERB ADJ,3
603,DET NOUN PUNCT,NOUN PUNCT ADV,3
521,DET NOUN ADV,DET NOUN ADV,3
837,NOUN ADV ADJ,ADV ADJ NOUN,3
269,ADP PART VERB,PART VERB PART,3
312,ADP PRON VERB,ADP PRON ADP,3
518,DET NOUN ADP,VERB DET NOUN,3
544,DET NOUN DET,ADP DET NOUN,3
574,DET NOUN PART,NOUN PART VERB,3
722,DET VERB VERB,DET VERB VERB,3
271,ADP PART VERB,PART VERB PUNCT,3
859,NOUN ADV VERB,NOUN ADV VERB,3
350,ADP PROPN PUNCT,ADP PROPN PUNCT,3
273,ADP PRON ADP,ADP PRON ADP,3
788,NOUN ADP NOUN,NOUN NOUN PUNCT,3
952,NOUN NOUN CCONJ,DET NOUN NOUN,3
889,NOUN CCONJ PRON,CCONJ PRON VERB,3
1117,NOUN PUNCT _,ADP NOUN PUNCT,3
121,ADP DET NOUN,DET NOUN ADV,3
123,ADP DET NOUN,DET NOUN DET,3
124,ADP DET NOUN,DET NOUN NOUN,3
1113,NOUN PUNCT X,NOUN PUNCT X,3
1097,NOUN PUNCT PRON,VERB PUNCT PRON,3
1087,NOUN PUNCT PRON,ADJ PUNCT PRON,3
146,ADP DET NOUN,PUNCT _ _,3
156,ADP DET PRON,ADP DET PRON,3
1065,NOUN PUNCT CCONJ,ADP NOUN PUNCT,3
1059,NOUN PUNCT ADV,DET NOUN PUNCT,3
168,ADP DET VERB,PUNCT ADP DET,3
1051,NOUN PUNCT ADP,PART VERB PUNCT,3
180,ADP NOUN ADP,DET NOUN ADP,3
1022,NOUN PRON ADV,NOUN PRON ADV,3
1017,NOUN PART VERB,PART VERB PART,3
1114,NOUN PUNCT _,ADJ NOUN PUNCT,3
1126,NOUN PUNCT _,VERB PUNCT _,3
189,ADP NOUN ADV,ADP NOUN ADV,3
1150,NOUN VERB DET,DET VERB DET,3
1402,PRON VERB VERB,VERB VERB ADP,3
11,ADP ADJ NOUN,ADP DET ADJ,3
1381,PRON VERB VERB,ADP PRON VERB,3
1361,PRON VERB PART,VERB PRON VERB,3
1356,PRON VERB PART,NOUN PRON VERB,3
1341,PRON VERB DET,VERB PRON VERB,3
1333,PRON VERB DET,DET VERB DET,3
1283,PRON PUNCT PRON,ADP PRON PUNCT,3
1271,PRON PRON VERB,DET PRON VERB,3
1269,PRON PRON VERB,ADP PRON VERB,3
1223,PRON ADV VERB,PUNCT PRON ADV,3
77,ADP DET ADJ,DET ADJ NOUN,3
1196,PRON ADP PRON,ADP PRON VERB,3
1172,NOUN VERB VERB,DET VERB VERB,3
92,ADP DET ADV,ADP DET ADV,3
187,ADP NOUN ADP,PUNCT ADP NOUN,3
110,ADP DET NOUN,ADV DET NOUN,3
947,NOUN NOUN ADV,NOUN NOUN ADV,3
988,NOUN NOUN PUNCT,VERB NOUN PUNCT,3
1008,NOUN PART NOUN,NOUN PART NOUN,3
983,NOUN NOUN PUNCT,NOUN PUNCT _,3
1006,NOUN PART NOUN,NOUN NOUN PUNCT,3
219,ADP NOUN PRON,PUNCT ADP NOUN,3
989,NOUN NOUN VERB,ADJ NOUN VERB,3
968,NOUN NOUN PRON,ADJ NOUN PRON,3
949,NOUN NOUN ADV,PROPN NOUN ADV,3
977,NOUN NOUN PUNCT,NOUN PART NOUN,3
970,NOUN NOUN PRON,NOUN NOUN PRON,3
223,ADP NOUN PUNCT,ADJ ADP NOUN,3
935,NOUN NOUN ADP,DET NOUN ADP,3
1275,PRON PUNCT ADV,PRON PUNCT ADV,2
790,NOUN ADP NOUN,NOUN PUNCT DET,2
536,DET NOUN CCONJ,NOUN CCONJ ADV,2
1287,PRON PUNCT PRON,PUNCT PRON VERB,2
541,DET NOUN CCONJ,PRON DET NOUN,2
1294,PRON VERB ADJ,ADJ PUNCT ADP,2
1296,PRON VERB ADJ,DET ADJ NOUN,2
526,DET NOUN ADV,PART DET NOUN,2
1299,PRON VERB ADJ,PRON VERB ADJ,2
1314,PRON VERB ADV,CCONJ PRON VERB,2
1291,PRON PUNCT _,DET PUNCT _,2
554,DET NOUN NOUN,ADJ NOUN CCONJ,2
546,DET NOUN DET,DET ADJ VERB,2
864,NOUN CCONJ ADJ,ADJ CCONJ ADJ,2
1263,PRON PART VERB,PART VERB DET,2
1258,PRON NOUN VERB,DET NOUN VERB,2
1249,PRON DET NOUN,PUNCT PRON DET,2
570,DET NOUN NOUN,VERB DET NOUN,2
573,DET NOUN PART,DET NOUN PART,2
1231,PRON AUX VERB,PUNCT PRON AUX,2
576,DET NOUN PRON,ADJ NOUN PRON,2
577,DET NOUN PRON,ADP DET NOUN,2
1226,PRON AUX ADV,PUNCT PRON AUX,2
1214,PRON ADV PUNCT,DET ADV PUNCT,2
1211,PRON ADV PART,ADP PRON ADV,2
1209,PRON ADV CCONJ,ADP PRON ADV,2
598,DET NOUN PUNCT,DET NOUN ADP,2
1319,PRON VERB ADV,NOUN PRON VERB,2
515,DET NOUN ADP,PUNCT DET NOUN,2
1339,PRON VERB DET,VERB DET ADJ,2
1387,PRON VERB VERB,PRON AUX VERB,2
1374,PRON VERB PUNCT,PRON PRON VERB,2
1375,PRON VERB PUNCT,PRON VERB PUNCT,2
921,NOUN DET PUNCT,NOUN DET PUNCT,2
467,DET DET ADJ,ADP DET DET,2
1382,PRON VERB VERB,ADV VERB VERB,2
1383,PRON VERB VERB,CCONJ PRON VERB,2
460,DET ADV PUNCT,ADV PUNCT PRON,2
473,DET DET NOUN,DET DET NOUN,2
895,NOUN CCONJ VERB,ADV CCONJ VERB,2
454,DET ADV ADJ,VERB DET ADV,2
1389,PRON VERB VERB,PRON VERB ADP,2
1401,PRON VERB VERB,VERB VERB ADJ,2
882,NOUN CCONJ NOUN,ADP NOUN CCONJ,2
1407,PRON VERB VERB,VERB VERB PUNCT,2
1372,PRON VERB PUNCT,DET VERB PUNCT,2
475,DET DET NOUN,DET NOUN CCONJ,2
517,DET NOUN ADP,VERB ADP DET,2
495,DET NOUN ADP,ADP NOUN ADP,2
602,DET NOUN PUNCT,NOUN PUNCT ADP,2
1340,PRON VERB DET,VERB DET NOUN,2
502,DET NOUN ADP,NOUN ADP NOUN,2
938,NOUN NOUN ADP,NOUN ADP DET,2
499,DET NOUN ADP,DET NOUN CCONJ,2
1344,PRON VERB NOUN,DET NOUN PUNCT,2
1351,PRON VERB NUM,PRON VERB NUM,2
1371,PRON VERB PUNCT,DET NOUN PUNCT,2
489,DET NOUN ADJ,DET NOUN ADJ,2
483,DET DET NOUN,VERB DET DET,2
482,DET DET NOUN,PRON DET DET,2
922,NOUN DET VERB,ADP NOUN DET,2
1369,PRON VERB PRON,VERB PRON VERB,2
476,DET DET NOUN,DET NOUN PUNCT,2
1200,PRON ADP PRON,PRON ADP PRON,2
1185,PRON ADJ NOUN,DET ADJ NOUN,2
956,NOUN NOUN CCONJ,NOUN PART NOUN,2
720,DET VERB PUNCT,PRON VERB PUNCT,2
739,NOUN ADJ NOUN,VERB ADJ NOUN,2
726,DET VERB VERB,VERB DET VERB,2
1063,NOUN PUNCT ADV,VERB PUNCT ADV,2
1064,NOUN PUNCT CCONJ,ADJ PUNCT CCONJ,2
817,NOUN ADP PRON,VERB ADP PRON,2
1076,NOUN PUNCT DET,PROPN PUNCT DET,2
1078,NOUN PUNCT INTJ,NOUN PUNCT INTJ,2
965,NOUN NOUN PART,ADJ NOUN PART,2
1081,NOUN PUNCT NUM,NOUN PUNCT NUM,2
1084,NOUN PUNCT PART,NOUN PUNCT PART,2
1086,NOUN PUNCT PRON,ADJ NOUN PUNCT,2
1,ADP ADJ ADP,ADP ADJ ADP,2
824,NOUN ADP PROPN,PROPN ADP PROPN,2
1090,NOUN PUNCT PRON,ADV PUNCT PRON,2
991,NOUN NOUN VERB,DET NOUN VERB,2
743,NOUN ADJ PUNCT,PUNCT NOUN ADJ,2
1058,NOUN PUNCT ADV,ADV PUNCT ADV,2
747,NOUN ADP ADJ,VERB ADP ADJ,2
992,NOUN NOUN VERB,NOUN ADP DET,2
812,NOUN ADP PRON,NOUN DET PRON,2
1045,NOUN PUNCT ADJ,NOUN PUNCT ADJ,2
1044,NOUN PUNCT ADJ,DET NOUN PUNCT,2
1043,NOUN PROPN VERB,PROPN PROPN VERB,2
1037,NOUN PRON VERB,VERB PRON VERB,2
767,NOUN ADP DET,NOUN NOUN PUNCT,2
1033,NOUN PRON VERB,DET PRON VERB,2
1001,NOUN PART NOUN,DET NOUN PART,2
773,NOUN ADP DET,PROPN ADP DET,2
1023,NOUN PRON AUX,NOUN PRON AUX,2
780,NOUN ADP NOUN,ADV ADP NOUN,2
803,NOUN ADP PRON,ADJ ADP PRON,2
825,NOUN ADP PROPN,PROPN PART NOUN,2
1100,NOUN PUNCT PUNCT,DET NOUN PUNCT,2
1103,NOUN PUNCT PUNCT,PUNCT PUNCT ADP,2
658,DET PRON VERB,CCONJ PRON VERB,2
605,DET NOUN PUNCT,NOUN PUNCT DET,2
793,NOUN ADP NOUN,PART VERB ADP,2
1181,NOUN X PUNCT,NOUN X PUNCT,2
612,DET NOUN PUNCT,NUM NOUN PUNCT,2
619,DET NOUN PUNCT,PUNCT DET NOUN,2
621,DET NOUN PUNCT,VERB DET NOUN,2
625,DET NOUN VERB,ADV VERB DET,2
1170,NOUN VERB VERB,ADP NOUN VERB,2
1162,NOUN VERB PRON,DET NOUN VERB,2
969,NOUN NOUN PRON,DET NOUN PRON,2
1160,NOUN VERB PART,VERB NOUN VERB,2
1158,NOUN VERB PART,NOUN NOUN VERB,2
1147,NOUN VERB CCONJ,NOUN VERB CCONJ,2
650,DET NUM NOUN,DET NUM NOUN,2
1141,NOUN VERB ADV,DET VERB ADV,2
698,DET VERB ADV,PRON DET VERB,2
1134,NOUN VERB ADP,DET VERB ADP,2
668,DET PROPN PART,PROPN PART NOUN,2
890,NOUN CCONJ PRON,DET NOUN CCONJ,2
1123,NOUN PUNCT _,PROPN PUNCT _,2
676,DET PROPN PUNCT,DET PROPN PUNCT,2
979,NOUN NOUN PUNCT,NOUN PUNCT NOUN,2
685,DET PUNCT _,PRON PUNCT _,2
690,DET VERB ADJ,PUNCT DET VERB,2
691,DET VERB ADP,DET VERB ADP,2
980,NOUN NOUN PUNCT,NOUN PUNCT PRON,2
981,NOUN NOUN PUNCT,NOUN PUNCT PUNCT,2
694,DET VERB ADP,PUNCT DET VERB,2
832,NOUN ADP VERB,DET NOUN ADP,2
984,NOUN NOUN PUNCT,PROPN NOUN PUNCT,2
437,DET ADJ PUNCT,CCONJ ADJ PUNCT,2
1408,PRON VERB VERB,VERB VERB VERB,2
336,ADP PROPN ADP,PUNCT ADP PROPN,2
113,ADP DET NOUN,ADV PUNCT _,2
397,AUX ADV VERB,VERB ADV VERB,2
399,DET ADJ ADJ,ADJ ADJ NOUN,2
349,ADP PROPN PROPN,PROPN PROPN CCONJ,2
118,ADP DET NOUN,DET ADJ NOUN,2
116,ADP DET NOUN,CCONJ DET NOUN,2
115,ADP DET NOUN,CCONJ ADP DET,2
254,ADP NUM NOUN,NUM NOUN ADP,2
114,ADP DET NOUN,ADV VERB DET,2
112,ADP DET NOUN,ADV PUNCT NOUN,2
208,ADP NOUN NOUN,DET NOUN NOUN,2
252,ADP NUM NOUN,ADP DET NUM,2
251,ADP NUM ADP,ADP NUM ADP,2
111,ADP DET NOUN,ADV PRON VERB,2
76,ADP DET ADJ,ADV PUNCT DET,2
345,ADP PROPN PRON,ADP PROPN PRON,2
245,ADP NOUN VERB,PUNCT ADP NOUN,2
409,DET ADJ NOUN,ADJ NOUN CCONJ,2
410,DET ADJ NOUN,ADJ NOUN PRON,2
396,AUX ADV VERB,PRON AUX ADV,2
352,ADP PROPN PUNCT,PROPN PUNCT _,2
133,ADP DET NOUN,NOUN VERB VERB,2
389,ADP VERB VERB,ADP VERB VERB,2
165,ADP DET PUNCT,PUNCT ADP DET,2
158,ADP DET PRON,CCONJ ADP DET,2
374,ADP VERB ADP,VERB ADP DET,2
63,ADP ADV VERB,ADP ADV VERB,2
57,ADP ADV PRON,PRON VERB ADV,2
173,ADP NOUN ADP,ADP ADP DET,2
174,ADP NOUN ADP,ADP DET NOUN,2
365,ADP PUNCT VERB,ADP PUNCT VERB,2
54,ADP ADV PRON,ADP ADV PRON,2
274,ADP PRON ADV,ADP PRON ADV,2
362,ADP PUNCT PRON,ADV PUNCT PRON,2
50,ADP ADV DET,ADP ADV DET,2
359,ADP PUNCT CCONJ,ADV PUNCT CCONJ,2
270,ADP PART VERB,PART VERB PRON,2
182,ADP NOUN ADP,NOUN ADP NOUN,2
292,ADP PRON PART,PRON PART VERB,2
142,ADP DET NOUN,PRON VERB ADV,2
207,ADP NOUN NOUN,ADP NOUN NOUN,2
60,ADP ADV PUNCT,ADV PUNCT DET,2
309,ADP PRON VERB,ADP DET NOUN,2
234,ADP NOUN PUNCT,NOUN PUNCT _,2
87,ADP DET ADJ,VERB DET ADJ,2
14,ADP ADJ NOUN,VERB ADJ NOUN,2
13,ADP ADJ NOUN,DET ADJ NOUN,2
320,ADP PRON VERB,DET PRON VERB,2
238,ADP NOUN PUNCT,VERB NOUN PUNCT,2
83,ADP DET ADJ,PRON ADP DET,2
214,ADP NOUN PART,PUNCT ADP NOUN,2
240,ADP NOUN VERB,ADP NOUN VERB,2
314,ADP PRON VERB,ADV ADP PRON,2
420,DET ADJ NOUN,DET NOUN PUNCT,2
88,ADP DET ADP,ADP DET ADP,2
209,ADP NOUN NOUN,NOUN NOUN PUNCT,2
216,ADP NOUN PRON,ADP NOUN PRON,2
2,ADP ADJ ADP,PUNCT ADP ADJ,2
210,ADP NOUN NOUN,PUNCT ADP NOUN,2
342,ADP PROPN NOUN,ADP PROPN NOUN,2
1089,NOUN PUNCT PRON,ADP NOUN PUNCT,1
1079,NOUN PUNCT NOUN,NOUN CCONJ NOUN,1
140,ADP DET NOUN,PRON ADP PRON,1
148,ADP DET NOUN,VERB ADP NOUN,1
145,ADP DET NOUN,PUNCT CCONJ DET,1
1085,NOUN PUNCT PART,PART VERB PUNCT,1
99,ADP DET NOUN,ADP ADJ PROPN,1
97,ADP DET DET,DET NOUN VERB,1
1082,NOUN PUNCT PART,ADJ PUNCT PART,1
1083,NOUN PUNCT PART,DET NOUN PUNCT,1
141,ADP DET NOUN,PRON NOUN PRON,1
144,ADP DET NOUN,PUNCT ADV DET,1
150,ADP DET NOUN,VERB PART DET,1
98,ADP DET DET,PUNCT ADP DET,1
1148,NOUN VERB DET,ADP VERB DET,1
1088,NOUN PUNCT PRON,ADP DET NOUN,1
1153,NOUN VERB NOUN,DET NOUN VERB,1
1077,NOUN PUNCT DET,PUNCT DET VERB,1
155,ADP DET NUM,VERB DET NUM,1
1062,NOUN PUNCT ADV,PROPN PUNCT ADV,1
161,ADP DET PRON,PUNCT ADP DET,1
160,ADP DET PRON,PRON VERB ADV,1
159,ADP DET PRON,DET PRON VERB,1
96,ADP DET DET,ADP DET NOUN,1
157,ADP DET PRON,ADV PRON VERB,1
1157,NOUN VERB NUM,PUNCT NOUN VERB,1
1068,NOUN PUNCT CCONJ,PUNCT CCONJ ADV,1
1069,NOUN PUNCT CCONJ,PUNCT CCONJ PRON,1
1156,NOUN VERB NUM,NOUN VERB NUM,1
1152,NOUN VERB DET,PART VERB VERB,1
1071,NOUN PUNCT DET,DET NOUN ADP,1
154,ADP DET NUM,PRON VERB VERB,1
1155,NOUN VERB NOUN,VERB NOUN VERB,1
153,ADP DET NUM,ADV ADP DET,1
1074,NOUN PUNCT DET,NOUN PUNCT ADV,1
