,incorrect_trigram_poss,correct_trigram_poss,count
808,DET NOUN CCONJ,ADP DET NOUN,5
438,ADP NOUN PUNCT,DET NOUN PUNCT,5
374,ADP DET VERB,ADP DET VERB,5
991,DET VERB NOUN,PRON VERB NOUN,5
308,ADP DET NOUN,ADP ADP DET,5
293,ADP DET ADJ,PUNCT ADP DET,5
83,ADJ NOUN ADV,ADJ NOUN ADV,5
1066,PRON DET NOUN,ADP PRON DET,5
124,ADJ NOUN PUNCT,DET NOUN PUNCT,4
704,DET ADJ NOUN,PUNCT DET ADJ,4
1016,PRON ADP NOUN,ADP PRON ADP,4
461,ADP NUM NOUN,ADP NUM NOUN,4
526,ADP PRON VERB,CCONJ PRON VERB,4
950,DET PROPN PROPN,DET PROPN PROPN,4
837,DET NOUN NOUN,DET NOUN NOUN,4
1170,PRON VERB NOUN,PUNCT PRON VERB,4
232,ADP ADP DET,ADP DET NOUN,4
975,DET VERB ADV,DET VERB ADV,4
910,DET NOUN VERB,NOUN VERB ADP,4
330,ADP DET NOUN,DET NOUN CCONJ,4
547,ADP PROPN CCONJ,ADP PROPN CCONJ,4
249,ADP ADP PRON,ADP PRON VERB,4
748,DET DET NOUN,ADP DET DET,4
1189,PRON VERB PRON,PRON VERB PRON,4
532,ADP PRON VERB,PRON VERB ADP,4
1122,PRON VERB ADJ,DET VERB ADJ,4
815,DET NOUN CCONJ,NOUN CCONJ DET,4
18,ADJ ADP NOUN,ADJ ADP NOUN,4
1114,PRON PUNCT _,ADP PRON PUNCT,4
888,DET NOUN PUNCT,NOUN PUNCT VERB,4
1214,PRON VERB VERB,PRON VERB DET,4
797,DET NOUN ADV,ADP DET NOUN,4
1153,PRON VERB ADV,VERB ADV VERB,4
300,ADP DET ADV,ADP DET ADV,3
219,ADP ADJ NOUN,ADP DET ADJ,3
477,ADP PART VERB,PART VERB PART,3
644,CCONJ NOUN PUNCT,CCONJ NOUN PUNCT,3
536,ADP PRON VERB,PRON VERB VERB,3
331,ADP DET NOUN,DET NOUN DET,3
796,DET NOUN ADP,VERB DET NOUN,3
1093,PRON PRON VERB,ADP PRON VERB,3
471,ADP PART VERB,PART VERB ADJ,3
881,DET NOUN PUNCT,NOUN PUNCT ADV,3
1095,PRON PRON VERB,DET PRON VERB,3
937,DET PRON VERB,DET PRON VERB,3
803,DET NOUN ADV,NOUN ADV PUNCT,3
825,DET NOUN DET,DET NOUN DET,3
458,ADP NUM ADJ,ADP NUM ADJ,3
329,ADP DET NOUN,DET NOUN ADV,3
799,DET NOUN ADV,DET NOUN ADV,3
809,DET NOUN CCONJ,ADP NOUN CCONJ,3
205,ADJ VERB PUNCT,ADV VERB PUNCT,3
1020,PRON ADP PRON,ADP PRON VERB,3
534,ADP PRON VERB,PRON VERB DET,3
285,ADP DET ADJ,DET ADJ NOUN,3
822,DET NOUN DET,ADP DET NOUN,3
633,CCONJ DET NOUN,CCONJ DET NOUN,3
620,CCONJ ADV ADJ,CCONJ ADV ADJ,3
318,ADP DET NOUN,ADV DET NOUN,3
1107,PRON PUNCT PRON,ADP PRON PUNCT,3
1047,PRON ADV VERB,PUNCT PRON ADV,3
332,ADP DET NOUN,DET NOUN NOUN,3
852,DET NOUN PART,NOUN PART VERB,3
431,ADP NOUN PUNCT,ADJ ADP NOUN,3
1165,PRON VERB DET,VERB PRON VERB,3
746,DET DET ADJ,DET ADJ NOUN,3
1226,PRON VERB VERB,VERB VERB ADP,3
697,DET ADJ NOUN,DET NOUN ADP,3
364,ADP DET PRON,ADP DET PRON,3
971,DET VERB ADP,PRON VERB ADP,3
952,DET PROPN PROPN,PROPN PROPN PUNCT,3
92,ADJ NOUN CCONJ,DET ADJ NOUN,3
90,ADJ NOUN CCONJ,ADP ADJ NOUN,3
1180,PRON VERB PART,NOUN PRON VERB,3
1185,PRON VERB PART,VERB PRON VERB,3
706,DET ADJ NOUN,VERB DET ADJ,3
376,ADP DET VERB,PUNCT ADP DET,3
479,ADP PART VERB,PART VERB PUNCT,3
859,DET NOUN PRON,ADV PRON VERB,3
36,ADJ ADV PRON,ADJ ADV PRON,3
427,ADP NOUN PRON,PUNCT ADP NOUN,3
388,ADP NOUN ADP,DET NOUN ADP,3
720,DET ADP DET,DET ADP DET,3
51,ADJ CCONJ PRON,ADJ CCONJ PRON,3
1205,PRON VERB VERB,ADP PRON VERB,3
395,ADP NOUN ADP,PUNCT ADP NOUN,3
728,DET ADV ADJ,ADV ADJ NOUN,3
103,ADJ NOUN NOUN,ADJ PUNCT NOUN,3
117,ADJ NOUN PUNCT,ADJ ADJ NOUN,3
1157,PRON VERB DET,DET VERB DET,3
481,ADP PRON ADP,ADP PRON ADP,3
5,ADJ ADJ NOUN,ADV ADJ NOUN,3
552,ADP PROPN PART,ADP PROPN PART,3
145,ADJ NOUN _,ADJ NOUN _,3
144,ADJ NOUN VERB,PUNCT ADJ NOUN,3
143,ADJ NOUN VERB,NOUN VERB VERB,3
961,DET PUNCT PRON,PRON PUNCT PRON,3
520,ADP PRON VERB,ADP PRON ADP,3
397,ADP NOUN ADV,ADP NOUN ADV,3
730,DET ADV ADJ,DET ADV ADJ,3
1000,DET VERB VERB,DET VERB VERB,3
354,ADP DET NOUN,PUNCT _ _,3
558,ADP PROPN PUNCT,ADP PROPN PUNCT,3
17,ADJ ADP DET,VERB ADP DET,3
295,ADP DET ADJ,VERB DET ADJ,2
417,ADP NOUN NOUN,NOUN NOUN PUNCT,2
424,ADP NOUN PRON,ADP NOUN PRON,2
832,DET NOUN NOUN,ADJ NOUN CCONJ,2
416,ADP NOUN NOUN,DET NOUN NOUN,2
296,ADP DET ADP,ADP DET ADP,2
415,ADP NOUN NOUN,ADP NOUN NOUN,2
291,ADP DET ADJ,PRON ADP DET,2
550,ADP PROPN NOUN,ADP PROPN NOUN,2
969,DET VERB ADP,DET VERB ADP,2
560,ADP PROPN PUNCT,PROPN PUNCT _,2
422,ADP NOUN PART,PUNCT ADP NOUN,2
1038,PRON ADV PUNCT,DET ADV PUNCT,2
972,DET VERB ADP,PUNCT DET VERB,2
968,DET VERB ADJ,PUNCT DET VERB,2
1035,PRON ADV PART,ADP PRON ADV,2
963,DET PUNCT _,PRON PUNCT _,2
284,ADP DET ADJ,ADV PUNCT DET,2
557,ADP PROPN PROPN,PROPN PROPN CCONJ,2
605,AUX ADV VERB,VERB ADV VERB,2
604,AUX ADV VERB,PRON AUX ADV,2
448,ADP NOUN VERB,ADP NOUN VERB,2
597,ADP VERB VERB,ADP VERB VERB,2
1033,PRON ADV CCONJ,ADP PRON ADV,2
324,ADP DET NOUN,CCONJ DET NOUN,2
350,ADP DET NOUN,PRON VERB ADV,2
611,CCONJ ADJ NOUN,PUNCT CCONJ ADJ,2
321,ADP DET NOUN,ADV PUNCT _,2
851,DET NOUN PART,DET NOUN PART,2
322,ADP DET NOUN,ADV VERB DET,2
323,ADP DET NOUN,CCONJ ADP DET,2
946,DET PROPN PART,PROPN PART NOUN,2
319,ADP DET NOUN,ADV PRON VERB,2
326,ADP DET NOUN,DET ADJ NOUN,2
582,ADP VERB ADP,VERB ADP DET,2
1009,PRON ADJ NOUN,DET ADJ NOUN,2
341,ADP DET NOUN,NOUN VERB VERB,2
848,DET NOUN NOUN,VERB DET NOUN,2
544,ADP PROPN ADP,PUNCT ADP PROPN,2
320,ADP DET NOUN,ADV PUNCT NOUN,2
998,DET VERB PUNCT,PRON VERB PUNCT,2
446,ADP NOUN PUNCT,VERB NOUN PUNCT,2
570,ADP PUNCT PRON,ADV PUNCT PRON,2
976,DET VERB ADV,PRON DET VERB,2
390,ADP NOUN ADP,NOUN ADP NOUN,2
954,DET PROPN PUNCT,DET PROPN PUNCT,2
382,ADP NOUN ADP,ADP DET NOUN,2
381,ADP NOUN ADP,ADP ADP DET,2
567,ADP PUNCT CCONJ,ADV PUNCT CCONJ,2
373,ADP DET PUNCT,PUNCT ADP DET,2
854,DET NOUN PRON,ADJ NOUN PRON,2
573,ADP PUNCT VERB,ADP PUNCT VERB,2
442,ADP NOUN PUNCT,NOUN PUNCT _,2
366,ADP DET PRON,CCONJ ADP DET,2
1024,PRON ADP PRON,PRON ADP PRON,2
876,DET NOUN PUNCT,DET NOUN ADP,2
855,DET NOUN PRON,ADP DET NOUN,2
1004,DET VERB VERB,VERB DET VERB,2
209,ADP ADJ ADP,ADP ADJ ADP,2
936,DET PRON VERB,CCONJ PRON VERB,2
1168,PRON VERB NOUN,DET NOUN PUNCT,2
1193,PRON VERB PRON,VERB PRON VERB,2
70,ADJ NOUN ADP,ADJ PUNCT NOUN,2
753,DET DET NOUN,DET NOUN CCONJ,2
754,DET DET NOUN,DET NOUN PUNCT,2
77,ADJ NOUN ADP,NOUN NOUN ADP,2
80,ADJ NOUN ADP,PART VERB ADJ,2
88,ADJ NOUN ADV,NOUN NOUN ADV,2
890,DET NOUN PUNCT,NUM NOUN PUNCT,2
760,DET DET NOUN,PRON DET DET,2
761,DET DET NOUN,VERB DET DET,2
1175,PRON VERB NUM,PRON VERB NUM,2
698,DET ADJ NOUN,DET NOUN PUNCT,2
97,ADJ NOUN DET,ADJ NOUN DET,2
517,ADP PRON VERB,ADP DET NOUN,2
1164,PRON VERB DET,VERB DET NOUN,2
150,ADJ PART VERB,DET NOUN PART,2
109,ADJ NOUN PART,ADJ NOUN PART,2
1163,PRON VERB DET,VERB DET ADJ,2
120,ADJ NOUN PUNCT,ADP ADJ NOUN,2
688,DET ADJ NOUN,ADJ NOUN PRON,2
125,ADJ NOUN PUNCT,NOUN ADJ PUNCT,2
126,ADJ NOUN PUNCT,NOUN ADV PUNCT,2
687,DET ADJ NOUN,ADJ NOUN CCONJ,2
130,ADJ NOUN PUNCT,NOUN PUNCT PRON,2
767,DET NOUN ADJ,DET NOUN ADJ,2
135,ADJ NOUN PUNCT,PUNCT ADJ NOUN,2
138,ADJ NOUN VERB,DET ADJ NOUN,2
1050,PRON AUX ADV,PUNCT PRON AUX,2
140,ADJ NOUN VERB,NOUN VERB ADP,2
142,ADJ NOUN VERB,NOUN VERB PUNCT,2
66,ADJ NOUN ADJ,ADJ NOUN ADJ,2
751,DET DET NOUN,DET DET NOUN,2
1195,PRON VERB PUNCT,DET NOUN PUNCT,2
1196,PRON VERB PUNCT,DET VERB PUNCT,2
2,ADJ ADJ ADV,ADV ADJ ADV,2
4,ADJ ADJ NOUN,ADJ NOUN NOUN,2
6,ADJ ADJ NOUN,DET ADJ ADJ,2
732,DET ADV ADJ,VERB DET ADV,2
1232,PRON VERB VERB,VERB VERB VERB,2
1231,PRON VERB VERB,VERB VERB PUNCT,2
897,DET NOUN PUNCT,PUNCT DET NOUN,2
11,ADJ ADP ADP,ADJ ADP ADP,2
12,ADJ ADP ADV,ADJ ADP ADV,2
15,ADJ ADP DET,ADV ADP DET,2
1225,PRON VERB VERB,VERB VERB ADJ,2
738,DET ADV PUNCT,ADV PUNCT PRON,2
30,ADJ ADP PROPN,DET NOUN ADP,2
33,ADJ ADP VERB,ADV ADP VERB,2
903,DET NOUN VERB,ADV VERB DET,2
500,ADP PRON PART,PRON PART VERB,2
1213,PRON VERB VERB,PRON VERB ADP,2
41,ADJ CCONJ ADJ,DET ADJ CCONJ,2
1211,PRON VERB VERB,PRON AUX VERB,2
745,DET DET ADJ,ADP DET DET,2
47,ADJ CCONJ DET,ADJ CCONJ DET,2
1207,PRON VERB VERB,CCONJ PRON VERB,2
1206,PRON VERB VERB,ADV VERB VERB,2
54,ADJ CCONJ VERB,ADV CCONJ ADV,2
715,DET ADJ PUNCT,CCONJ ADJ PUNCT,2
56,ADJ DET ADJ,DET ADJ NOUN,2
59,ADJ DET NOUN,DET NOUN ADJ,2
1199,PRON VERB PUNCT,PRON VERB PUNCT,2
1198,PRON VERB PUNCT,PRON PRON VERB,2
149,ADJ PART VERB,ADV PART VERB,2
418,ADP NOUN NOUN,PUNCT ADP NOUN,2
1143,PRON VERB ADV,NOUN PRON VERB,2
210,ADP ADJ ADP,PUNCT ADP ADJ,2
1099,PRON PUNCT ADV,PRON PUNCT ADV,2
528,ADP PRON VERB,DET PRON VERB,2
795,DET NOUN ADP,VERB ADP DET,2
221,ADP ADJ NOUN,DET ADJ NOUN,2
222,ADP ADJ NOUN,VERB ADJ NOUN,2
928,DET NUM NOUN,DET NUM NOUN,2
883,DET NOUN PUNCT,NOUN PUNCT DET,2
1087,PRON PART VERB,PART VERB DET,2
640,CCONJ NOUN ADP,PUNCT CCONJ NOUN,2
1082,PRON NOUN VERB,DET NOUN VERB,2
804,DET NOUN ADV,PART DET NOUN,2
462,ADP NUM NOUN,NUM NOUN ADP,2
636,CCONJ DET NOUN,PUNCT CCONJ DET,2
1073,PRON DET NOUN,PUNCT PRON DET,2
460,ADP NUM NOUN,ADP DET NUM,2
459,ADP NUM ADP,ADP NUM ADP,2
814,DET NOUN CCONJ,NOUN CCONJ ADV,2
899,DET NOUN PUNCT,VERB DET NOUN,2
258,ADP ADV DET,ADP ADV DET,2
819,DET NOUN CCONJ,PRON DET NOUN,2
262,ADP ADV PRON,ADP ADV PRON,2
880,DET NOUN PUNCT,NOUN PUNCT ADP,2
265,ADP ADV PRON,PRON VERB ADV,2
617,CCONJ ADP PRON,CCONJ ADP PRON,2
1055,PRON AUX VERB,PUNCT PRON AUX,2
268,ADP ADV PUNCT,ADV PUNCT DET,2
453,ADP NOUN VERB,PUNCT ADP NOUN,2
271,ADP ADV VERB,ADP ADV VERB,2
824,DET NOUN DET,DET ADJ VERB,2
153,ADJ PART VERB,VERB PART VERB,2
793,DET NOUN ADP,PUNCT DET NOUN,2
1120,PRON VERB ADJ,DET ADJ NOUN,2
159,ADJ PUNCT ADJ,ADJ PUNCT ADJ,2
780,DET NOUN ADP,NOUN ADP NOUN,2
1138,PRON VERB ADV,CCONJ PRON VERB,2
478,ADP PART VERB,PART VERB PRON,2
180,ADJ PUNCT PRON,VERB PUNCT PRON,2
182,ADJ PUNCT PUNCT,ADJ PUNCT PUNCT,2
1123,PRON VERB ADJ,PRON VERB ADJ,2
188,ADJ PUNCT _,ADV PUNCT _,2
190,ADJ PUNCT _,NOUN PUNCT _,2
1118,PRON VERB ADJ,ADJ PUNCT ADP,2
665,CCONJ PRON VERB,PRON VERB VERB,2
522,ADP PRON VERB,ADV ADP PRON,2
193,ADJ PUNCT _,VERB PUNCT _,2
1115,PRON PUNCT _,DET PUNCT _,2
662,CCONJ PRON VERB,PRON CCONJ PRON,2
677,DET ADJ ADJ,ADJ ADJ NOUN,2
1111,PRON PUNCT PRON,PUNCT PRON VERB,2
773,DET NOUN ADP,ADP NOUN ADP,2
482,ADP PRON ADV,ADP PRON ADV,2
656,CCONJ PRON VERB,ADP PRON VERB,2
553,ADP PROPN PRON,ADP PROPN PRON,2
155,ADJ PRON VERB,NOUN PRON VERB,2
777,DET NOUN ADP,DET NOUN CCONJ,2
879,DET NOUN PUNCT,INTJ PUNCT PRON,1
870,DET NOUN PUNCT,ADJ NOUN PUNCT,1
873,DET NOUN PUNCT,ADV DET NOUN,1
874,DET NOUN PUNCT,DET ADJ NOUN,1
893,DET NOUN PUNCT,PRON PUNCT _,1
896,DET NOUN PUNCT,PUNCT ADV PUNCT,1
875,DET NOUN PUNCT,DET ADJ NUM,1
878,DET NOUN PUNCT,INTJ PUNCT DET,1
895,DET NOUN PUNCT,PROPN PUNCT VERB,1
872,DET NOUN PUNCT,ADV ADP DET,1
894,DET NOUN PUNCT,PRON VERB VERB,1
891,DET NOUN PUNCT,PART DET NOUN,1
885,DET NOUN PUNCT,NOUN PUNCT NOUN,1
892,DET NOUN PUNCT,PRON NOUN PUNCT,1
884,DET NOUN PUNCT,NOUN PUNCT INTJ,1
887,DET NOUN PUNCT,NOUN PUNCT PUNCT,1
0,ADJ ADJ ADP,ADJ ADJ ADP,1
869,DET NOUN PROPN,PROPN PROPN DET,1
785,DET NOUN ADP,NOUN PRON ADP,1
772,DET NOUN ADP,ADP DET VERB,1
774,DET NOUN ADP,ADV PUNCT ADP,1
775,DET NOUN ADP,ADV VERB VERB,1
778,DET NOUN ADP,DET NOUN DET,1
781,DET NOUN ADP,NOUN ADP PRON,1
782,DET NOUN ADP,NOUN ADP VERB,1
783,DET NOUN ADP,NOUN NOUN ADP,1
784,DET NOUN ADP,NOUN NOUN PUNCT,1
786,DET NOUN ADP,NOUN PUNCT PRON,1
769,DET NOUN ADJ,PRON VERB NOUN,1
787,DET NOUN ADP,NUM ADP PRON,1
788,DET NOUN ADP,NUM NOUN ADP,1
789,DET NOUN ADP,PART DET NOUN,1
790,DET NOUN ADP,PART VERB ADP,1
791,DET NOUN ADP,PRON DET NOUN,1
794,DET NOUN ADP,VERB ADP ADJ,1
798,DET NOUN ADV,DET ADJ NOUN,1
800,DET NOUN ADV,NOUN ADV ADJ,1
770,DET NOUN ADP,ADP ADP DET,1
768,DET NOUN ADJ,NOUN ADJ ADP,1
868,DET NOUN PROPN,DET NOUN PROPN,1
752,DET DET NOUN,DET NOUN ADP,1
736,DET ADV PRON,ADV PRON VERB,1
737,DET ADV PRON,CCONJ ADV PRON,1
740,DET ADV PUNCT,PRON ADV PUNCT,1
743,DET ADV _,_ _ _,1
744,DET AUX ADV,PUNCT DET AUX,1
747,DET DET ADJ,DET NOUN ADV,1
749,DET DET NOUN,CCONJ DET NOUN,1
750,DET DET NOUN,DET ADJ NOUN,1
755,DET DET NOUN,DET NOUN VERB,1
766,DET NOUN ADJ,ADV DET NOUN,1
756,DET DET NOUN,NOUN ADP DET,1
757,DET DET NOUN,NOUN DET DET,1
758,DET DET NOUN,NOUN VERB ADV,1
759,DET DET NOUN,NOUN VERB VERB,1
762,DET DET VERB,ADP DET NOUN,1
763,DET DET VERB,DET NOUN PART,1
764,DET DET VERB,NOUN DET VERB,1
765,DET NOUN ADJ,ADV ADJ PUNCT,1
801,DET NOUN ADV,NOUN ADV ADV,1
802,DET NOUN ADV,NOUN ADV DET,1
805,DET NOUN ADV,PART VERB DET,1
853,DET NOUN PART,PART VERB ADP,1
842,DET NOUN NOUN,NOUN NOUN PUNCT,1
843,DET NOUN NOUN,NOUN NOUN VERB,1
844,DET NOUN NOUN,NOUN VERB DET,1
845,DET NOUN NOUN,PRON VERB PUNCT,1
846,DET NOUN NOUN,PUNCT DET NOUN,1
847,DET NOUN NOUN,PUNCT _ _,1
849,DET NOUN PART,ADP DET NOUN,1
850,DET NOUN PART,CCONJ NOUN PART,1
856,DET NOUN PRON,ADP NOUN PRON,1
807,DET NOUN ADV,VERB ADV PRON,1
857,DET NOUN PRON,ADV ADJ NOUN,1
858,DET NOUN PRON,ADV DET NOUN,1
862,DET NOUN PRON,NUM NOUN PRON,1
863,DET NOUN PRON,NUM PRON VERB,1
864,DET NOUN PRON,PRON NOUN PRON,1
865,DET NOUN PRON,PRON VERB ADV,1
866,DET NOUN PRON,PUNCT DET NOUN,1
867,DET NOUN PRON,VERB DET NOUN,1
841,DET NOUN NOUN,NOUN NOUN PRON,1
840,DET NOUN NOUN,NOUN NOUN ADP,1
839,DET NOUN NOUN,NOUN ADP DET,1
838,DET NOUN NOUN,INTJ NOUN VERB,1
810,DET NOUN CCONJ,ADV DET NOUN,1
812,DET NOUN CCONJ,DET NOUN PART,1
813,DET NOUN CCONJ,NOUN CCONJ ADJ,1
817,DET NOUN CCONJ,NOUN CCONJ PRON,1
818,DET NOUN CCONJ,PRON ADP DET,1
820,DET NOUN CCONJ,PUNCT DET NOUN,1
821,DET NOUN CCONJ,VERB DET NOUN,1
823,DET NOUN DET,CCONJ VERB DET,1
826,DET NOUN DET,NOUN ADP PRON,1
827,DET NOUN DET,NOUN ADP PUNCT,1
828,DET NOUN DET,NOUN DET PRON,1
829,DET NOUN DET,NOUN DET VERB,1
830,DET NOUN DET,PRON VERB DET,1
831,DET NOUN DET,PUNCT DET NOUN,1
833,DET NOUN NOUN,ADJ NOUN PUNCT,1
834,DET NOUN NOUN,ADJ PUNCT _,1
836,DET NOUN NOUN,DET ADJ NOUN,1
898,DET NOUN PUNCT,VERB ADP DET,1
993,DET VERB NUM,PUNCT DET VERB,1
900,DET NOUN PUNCT,VERB PUNCT ADV,1
1139,PRON VERB ADV,DET NOUN PRON,1
1098,PRON PUNCT ADV,DET PUNCT ADV,1
1100,PRON PUNCT ADV,PUNCT ADV PUNCT,1
1101,PRON PUNCT CCONJ,ADP PRON PUNCT,1
1102,PRON PUNCT CCONJ,DET PUNCT CCONJ,1
1103,PRON PUNCT DET,ADP PRON PUNCT,1
1104,PRON PUNCT DET,DET NOUN PUNCT,1
1105,PRON PUNCT DET,DET PUNCT DET,1
1106,PRON PUNCT DET,PRON PUNCT DET,1
1108,PRON PUNCT PRON,NOUN PUNCT PRON,1
1109,PRON PUNCT PRON,PRON PUNCT PRON,1
1110,PRON PUNCT PRON,PUNCT PRON PUNCT,1
1112,PRON PUNCT PUNCT,DET NOUN PUNCT,1
1113,PRON PUNCT VERB,PRON AUX VERB,1
1116,PRON PUNCT _,PRON VERB PUNCT,1
1117,PRON PUNCT _,PUNCT _ _,1
1119,PRON VERB ADJ,ADV PRON VERB,1
1121,PRON VERB ADJ,DET NOUN VERB,1
1125,PRON VERB ADP,ADP DET PRON,1
1126,PRON VERB ADP,ADP NOUN ADP,1
1127,PRON VERB ADP,ADP PRON VERB,1
1128,PRON VERB ADP,ADV PRON VERB,1
1130,PRON VERB ADP,NOUN VERB ADP,1
1131,PRON VERB ADP,PART VERB PRON,1
1134,PRON VERB ADP,VERB ADP DET,1
1136,PRON VERB ADV,ADV ADP DET,1
1097,PRON PUNCT ADP,PUNCT ADP PRON,1
1096,PRON PRON VERB,PRON VERB PART,1
1094,PRON PRON VERB,ADV PRON PRON,1
1075,PRON NOUN ADP,DET NOUN ADP,1
